CLLT_FP_PRNO,INCB_DVSN,ETRS_YM,FIRE_YM,BEFO_JOB,EDGB,BRCH_CODE
22621,R,199201,200108,기타,고졸,167
29550,R,199911,200603,무직,고졸,129
23551,R,199406,201502,기타,#,47
21619,R,199011,200611,기타,중졸,52
881,R,200006,200104,보험관계인,고졸,99999999
288,R,200007,200103,기타,고졸,31
25095,R,199606,200411,기타,고졸,78
661,R,200008,200205,기타,고졸,14
23588,P,199401,999912,기타,고졸,90
1469,R,200009,200101,무직,고졸,103
1167,R,200002,200102,무직,고졸,90
22663,R,199202,200111,사기업체,고졸,99999999
1794,R,200007,200108,기타,고졸,160
24459,R,199509,200501,기타,고졸,113
28998,R,199803,200111,기타,고졸,145
1190,R,200010,200108,기타,고졸,80
1880,R,200010,200306,무직,고졸,148
20773,R,198208,200211,기타,고졸,154
781,R,200008,200301,기타,고졸,120
1939,R,200008,200303,기타,#,205
27691,R,199809,200206,기타,고졸,69
30906,R,199912,200308,기타,고졸,105
3347,R,200103,200112,무직,고졸,163
25984,R,199705,200501,무직,고졸,124
28802,P,199806,999912,무직,고졸,103
2694,R,200107,200211,기타,고졸,47
3330,R,200103,200112,무직,고졸,163
31170,R,199903,200203,무직,고졸,163
2784,R,200108,200301,기타,고졸,45
676,R,200002,200202,기타,고졸,78
190,R,200006,200409,기타,#,204
4487,R,200201,200308,무직,고졸,44
3438,R,200104,200208,무직,고졸,205
2627,R,200112,200209,기타,고졸,52
5158,R,200202,200608,무직,고졸,72
1673,R,200003,200505,기타,고졸,146
25615,R,199605,201501,기타,고졸,136
5273,R,200202,201003,보험관계인,고졸,280
5118,R,200204,200212,회사원,대학원졸,3
2775,R,200108,200503,기타,고졸,74
4095,R,200204,200207,기타,고졸,19
26471,R,199710,200504,기타,고졸,32
29457,R,199811,200301,기타,고졸,74
22842,R,199303,200211,기타,고졸,16
3451,R,200110,200708,기타,고졸,158
5182,R,200203,201001,보험관계인,고졸,260
4382,R,200208,200312,기타,고졸,32
4567,R,200202,200402,자유업,고졸,88
4515,R,200203,200311,자유업,고졸,80
336,R,200008,200503,기타,고졸,62
423,R,200012,200212,기타,고졸,17
1894,R,200005,200405,기타,고졸,150
4748,R,200211,200304,보험관계인,고졸,111
5487,R,200208,200503,보험관계인,고졸,220
5978,R,200302,200512,무직,고졸,58
5871,R,200305,200408,무직,고졸,90
5605,R,200202,201205,회사원,고졸,170
8455,R,200409,200511,기타,고졸,56
17254,R,201102,201107,보험관계인,#,51
18023,R,201110,201209,보험관계인,#,51
4006,R,200102,200109,기타,고졸,162
4010,R,200103,200311,기타,대학졸,162
2646,R,200104,201111,보험관계인,고졸,29
25421,R,199608,201506,기타,고졸,121
5997,R,200303,200711,기타,고졸,146
20622,P,197909,999912,기타,고졸,163
6276,R,200307,200410,무직,#,44
5145,R,200202,200504,보험관계인,#,198
28060,P,199803,999912,기타,고졸,120
23579,R,199403,201308,기타,고졸,44
1093,R,200011,200408,기타,고졸,74
5823,R,200305,200403,기타,고졸,37
24883,P,199610,999912,기타,고졸,55
759,R,200010,200501,기타,고졸,64
6429,R,200308,201006,기타,#,29
1948,R,200004,200601,무직,고졸,167
21126,P,198810,999912,학생,#,86
3123,P,200106,999912,기타,#,305
23119,R,199302,200808,기타,전문대졸,145
27328,R,199710,200912,무직,고졸,17
21603,R,199005,200501,기타,고졸,65
6350,R,200308,200407,기타,고졸,165
4476,R,200207,200507,무직,고졸,44
3221,R,200107,200611,기타,고졸,116
23211,R,199303,201506,기타,중졸,158
5625,R,200303,200409,회사원,대학졸,204
27183,P,199703,999912,기타,고졸,125
31049,P,199912,999912,기타,#,116
6282,R,200307,200410,무직,고졸,120
714,R,200005,201105,기타,고졸,14
1086,R,200003,201503,무직,#,42
5223,R,200202,201107,보험관계인,#,273
7205,R,200401,200702,기타,#,47
28665,R,199809,200908,기타,고졸,80
5630,R,200303,200407,보험관계인,고졸,204
7545,R,200403,200408,기타,#,106
24601,R,199504,200502,기타,고졸,136
25813,P,199612,999912,기타,고졸,50
22423,P,199206,999912,기타,고졸,42
29059,R,199804,200805,무직,고졸,141
6307,R,200307,200510,자유업,전문대졸,136
26316,P,199701,999912,기타,고졸,14
1137,P,200003,999912,무직,고졸,318
20891,R,198712,201505,기타,고졸,29
6759,R,200310,200409,기타,#,125
21590,R,199003,201403,사기업체,고졸,11
23832,R,199410,200601,기타,고졸,167
4719,P,200204,999912,기타,고졸,106
3986,R,200103,200509,회사원,대학졸,191
20859,R,198610,200511,기타,고졸,74
30859,R,199912,200801,기타,고졸,100
27679,R,199806,201004,자유업,#,11
23259,R,199312,200602,사기업체,전문대졸,171
22509,R,199203,201501,기타,#,103
8529,R,200409,200606,기타,고졸,41
8303,R,200408,200506,기타,고졸,106
2010,R,200002,201301,기타,고졸,125
23186,R,199307,201302,기타,고졸,158
25535,R,199601,200602,기타,고졸,134
20707,P,198105,999912,기타,#,156
8959,R,200502,200806,기타,#,45
3328,R,200101,200804,무직,전문대졸,160
29514,P,199810,999912,기타,대학졸,170
27868,R,199805,201505,기타,대학졸,21
22235,P,199212,999912,기타,고졸,75
8643,R,200410,200910,보험관계인,고졸,150
23566,R,199403,201601,기타,고졸,45
4012,P,200104,999912,보험관계인,대학졸,170
531,R,200011,201411,무직,고졸,17
8078,R,200407,200512,기타,고졸,90
25085,R,199603,201412,기타,고졸,78
8033,R,200407,200704,기타,고졸,122
5061,R,200211,201104,기타,고졸,279
3338,R,200111,201603,무직,고졸,163
25699,P,199609,999912,기타,#,163
24586,P,199503,999912,기타,고졸,141
3710,R,200109,201104,무직,고졸,279
6351,R,200308,200608,기타,고졸,17
30752,P,199912,999912,기타,#,121
25553,P,199605,999912,기타,대학졸,116
2382,P,200108,999912,무직,#,11
9074,R,200502,201306,보험관계인,중졸,155
28740,P,199807,999912,무직,고졸,121
8756,R,200411,200606,보험관계인,#,96
2124,R,200010,201501,무직,고졸,88
24056,P,199507,999912,기타,고졸,11
6813,R,200310,200803,기타,#,50
9813,R,200509,200602,일반기업,대학졸,136
4397,R,200203,200610,무직,#,32
9907,R,200510,201204,일반기업,고졸,19
9551,R,200507,200901,무직,#,163
23340,P,199410,999912,학생,대학졸,88
9197,R,200504,201104,기타,대학졸,171
28723,P,199807,999912,기타,고졸,121
9391,R,200505,200811,회사원,대학졸,23
6590,P,200309,999912,기타,고졸,299
10405,R,200602,201104,금융부문,#,281
10521,R,200603,200612,기타,고졸,117
9455,P,200506,999912,기타,#,23
9755,R,200508,201010,보험관계인,대학졸,273
24704,P,199508,999912,기타,#,125
30010,R,199907,200710,기타,고졸,17
10328,R,200601,200709,일반기업,#,156
10617,R,200603,200611,보험관계인,#,51
8549,R,200409,200812,보험관계인,전문대졸,25
10934,R,200606,200610,보험관계인,고졸,51
10899,R,200606,201002,기타,고졸,146
10345,R,200601,200705,기타,#,107
22158,P,199111,999912,기타,고졸,136
2083,R,200003,200609,기타,고졸,140
649,P,200007,999912,기타,#,23
25614,R,199601,201501,기타,고졸,136
3252,R,200105,200805,무직,고졸,116
8263,R,200408,200710,기타,고졸,147
11359,R,200609,200709,기타,고졸,121
11395,R,200609,200702,기타,#,109
8729,R,200411,200709,기타,#,64
10859,R,200605,200705,기타,전문대졸,128
11734,R,200612,200709,기타,#,156
30151,R,199912,200905,기타,고졸,45
11579,R,200611,200808,보험관계인,고졸,245
12042,R,200703,200901,기타,전문대졸,21
10539,P,200603,999912,기타,#,14
8275,P,200408,999912,기타,#,13
29875,P,199907,999912,기타,고졸,17
12130,R,200704,200709,영업직(판,#,90
11816,P,200701,999912,기타,#,11
7378,R,200402,201207,기타,#,124
21347,R,198911,200801,기타,고졸,47
10008,P,200511,999912,회사원,#,191
12630,R,200709,200807,기타,#,38
1613,R,200012,201002,기타,고졸,100
11574,R,200611,200712,기타,고졸,145
12154,R,200704,200807,보험관계인,고졸,234
20778,P,198611,999912,기타,고졸,75
9434,R,200506,201407,회사원,대학졸,170
22406,P,199209,999912,사기업체,고졸,13
12520,R,200708,200811,일반기업,대학졸,258
12200,R,200705,200805,보험관계인,#,238
12986,R,200712,200810,기타,고졸,42
12947,R,200712,200901,보험관계인,#,114
2812,R,200111,201403,무직,고졸,318
13243,R,200802,201005,금융부문,고졸,163
13362,R,200803,201601,기타,고졸,47
11869,R,200701,200811,기타,대학졸,84
25082,R,199612,201212,기타,#,78
12794,R,200710,201001,보험관계인,고졸,288
12257,R,200705,201003,보험관계인,대학졸,281
13777,R,200806,201105,자유업,전문대졸,171
13201,R,200802,200905,기타,고졸,120
13204,R,200802,200904,기타,고졸,136
13223,P,200802,999912,기타,대학졸,136
9589,R,200507,201603,무직,#,106
14245,R,200810,200909,기타,#,44
13761,R,200806,201510,금융부문,고졸,303
12290,R,200706,200908,기타,#,158
13558,R,200805,200905,기타,#,238
14152,R,200809,201002,의료부문,전문대졸,112
12797,P,200710,999912,기타,고졸,111
14707,R,200903,201010,기타,고졸,16
14906,R,200904,201003,금융부문,고졸,64
14056,R,200809,201311,영업직(판,전문대졸,147
11731,R,200612,201108,보험관계인,대학졸,274
14614,R,200901,201007,보험관계인,고졸,293
10771,R,200604,201501,보험관계인,#,172
30576,R,199910,201010,기타,#,80
21815,P,199001,999912,기타,고졸,160
14557,R,200901,201109,기타,#,37
26703,P,199704,999912,기타,#,118
14302,P,200811,999912,기타,#,154
13633,P,200805,999912,영업직(판,고졸,156
9978,R,200510,201104,기타,#,13
13951,R,200808,201001,기타,전문대졸,146
15191,R,200906,201101,기타,고졸,113
14995,R,200905,201101,기타,대학졸,136
15672,R,200911,201209,기타,전문대졸,38
14858,R,200904,201511,일반기업,#,32
20794,P,198610,999912,기타,중졸,37
15737,R,200911,201007,보험관계인,#,288
12467,R,200707,201403,영업직(판,고졸,14
15183,R,200906,201305,보험관계인,#,280
15988,P,201002,999912,기타,고졸,145
15424,R,200909,201102,기타,#,147
25660,R,199601,201603,기타,#,167
16297,R,201004,201009,기타,고졸,44
16190,R,201003,201102,기타,고졸,23
15039,R,200905,201107,기타,고졸,90
16363,R,201005,201102,기타,전문대졸,17
6848,R,200311,201401,기타,고졸,45
14311,P,200811,999912,보험관계인,고졸,307
10356,P,200601,999912,기타,#,163
22420,P,199212,999912,기타,#,42
16544,R,201007,201103,기타,대학졸,21
16558,R,201007,201106,보험관계인,고졸,51
20469,P,198508,999912,기타,고졸,55
9386,R,200505,201307,기타,고졸,143
16790,R,201009,201504,기타,#,167
22215,P,199106,999912,기타,고졸,58
8787,P,200412,999912,기타,고졸,145
17045,R,201012,201302,기타,#,86
17130,R,201101,201111,기타,고졸,45
21346,P,198902,999912,기타,#,29
15626,R,200910,201308,기타,고졸,21
14435,P,200812,999912,기타,전문대졸,90
21657,P,199009,999912,기타,고졸,47
17202,R,201102,201111,보험관계인,#,51
15288,R,200908,201308,보험관계인,대학졸,57
27227,P,199710,999912,자유업,#,156
17432,R,201104,201203,보험관계인,대학졸,51
8091,P,200407,999912,무직,대학졸,163
16450,R,201006,201510,기타,고졸,49
15125,P,200906,999912,금융부문,고졸,283
11979,P,200703,999912,자영업,고졸,125
17649,R,201106,201204,기타,#,125
17937,R,201109,201302,보험관계인,#,51
18074,R,201111,201208,보험관계인,#,51
17080,R,201012,201206,기타,고졸,136
17986,R,201110,201207,기타,#,86
18044,P,201111,999912,기타,#,136
15853,R,200912,201311,기타,중졸,90
17696,R,201106,201212,기타,#,90
4493,P,200211,999912,기타,고졸,90
18035,R,201110,201311,기타,고졸,47
15701,R,200911,201503,기타,대학졸,56
17481,P,201104,999912,기타,고졸,262
18866,R,201210,201303,기타,#,32
17942,R,201109,201401,보험관계인,#,51
17969,R,201109,201409,보험관계인,전문대졸,263
18979,R,201212,201403,기타,#,17
17714,R,201106,201404,보험관계인,#,306
17277,P,201102,999912,기타,대학졸,96
18758,R,201209,201309,기타,#,305
18911,P,201211,999912,기타,#,49
19173,P,201302,999912,기타,전문대졸,88
14976,P,200905,999912,보험관계인,전문대졸,288
14076,R,200809,201512,기타,고졸,42
19242,R,201303,201408,기타,#,45
14207,R,200810,201412,영업직(판,#,154
18432,P,201204,999912,보험관계인,#,311
19237,R,201303,201406,기타,고졸,80
18495,R,201205,201405,기타,#,90
18226,P,201202,999912,기타,전문대졸,160
19600,P,201311,999912,기타,고졸,82
18325,P,201203,999912,보험관계인,#,51
18371,R,201203,201405,기타,고졸,64
19471,R,201308,201603,기타,#,44
18999,R,201212,201509,보험관계인,고졸,330
18309,R,201203,201512,의료부문,#,303
19805,R,201405,201504,기타,#,55
17604,R,201105,201504,기타,고졸,50
19921,R,201408,201412,보험관계인,#,51
18190,P,201201,999912,기타,#,32
18805,P,201209,999912,보험관계인,고졸,265
18842,R,201210,201606,기타,고졸,318
17321,P,201103,999912,기타,고졸,160
19545,P,201310,999912,기타,#,37
20030,R,201412,201606,보험관계인,#,271
20192,P,201506,999912,기타,#,42
20330,P,201604,999912,기타,#,167
20675,R,198108,200111,기타,중졸,11
27555,R,199801,199807,기타,고졸,124
27236,R,199701,200601,기타,고졸,156
22304,R,199206,200108,기타,고졸,23
25175,R,199604,200008,기타,고졸,47
20544,R,197212,200201,기타,고졸,106
23097,R,199304,200202,기타,전문대졸,134
25691,R,199610,200207,기타,고졸,150
26477,R,199712,200004,기타,고졸,32
25488,R,199611,199804,기타,고졸,106
28093,R,199803,199809,기타,고졸,46
28085,R,199802,199904,기타,고졸,46
21732,R,199009,199810,기타,고졸,103
27540,R,199802,200107,기타,고졸,31
28366,R,199803,199809,기타,고졸,99999999
26292,R,199712,200109,기타,고졸,14
24718,R,199509,200208,기타,고졸,154
28181,R,199805,199810,기타,고졸,29
28972,R,199806,200403,기타,고졸,145
21534,R,199010,199911,기타,고졸,75
28517,R,199805,200103,기타,고졸,86
24123,R,199512,200201,학생,고졸,25
24276,R,199505,200309,학생,고졸,32
27468,R,199801,200509,보험관계인,고졸,124
23384,R,199406,199911,기타,고졸,16
27129,R,199706,200209,무직,고졸,148
26682,R,199711,199812,기타,고졸,84
23836,R,199403,200202,기타,초등졸,167
25354,R,199608,200202,기타,고졸,88
21251,R,198806,200704,기타,초등졸,148
28207,R,199807,200103,기타,고졸,47
27423,R,199805,200001,기타,고졸,25
29270,R,199810,200002,무직,고졸,158
26491,R,199706,199912,기타,고졸,37
23734,R,199408,199902,기타,고졸,106
28961,R,199811,200111,무직,고졸,145
26430,R,199707,200004,무직,고졸,47
23268,R,199407,200801,기타,고졸,69
28881,R,199811,200210,기타,고졸,106
30119,R,199901,200303,자유업,#,45
28183,R,199810,199907,기타,고졸,29
23508,R,199405,200201,기타,고졸,61
28076,R,199812,199907,기타,고졸,45
25300,R,199603,200606,기타,고졸,90
28290,R,199811,200202,기타,고졸,32
25016,R,199601,200611,기타,고졸,42
25075,R,199607,200101,기타,고졸,78
30100,R,199903,200112,기타,대학졸,120
28608,R,199809,199906,기타,고졸,84
29926,R,199905,199910,기타,고졸,13
22414,R,199205,200205,기타,고졸,32
30028,R,199907,199912,기타,고졸,14
22433,R,199205,200901,기타,고졸,256
30334,R,199904,199910,기타,대학졸,32
29831,R,199909,200003,기타,고졸,129
30863,R,199909,200005,무직,고졸,100
30891,R,199910,200008,기타,전문대졸,105
30516,R,199910,200001,무직,고졸,90
20608,R,197909,200012,기타,#,50
20672,R,198107,200105,기타,고졸,124
22561,R,199202,200101,기타,고졸,145
21911,R,199102,200606,기타,대학졸,129
31450,R,199910,200006,기타,고졸,42
27445,R,199806,200509,무직,고졸,75
509,R,200001,200005,기타,고졸,16
580,R,200001,200012,기타,중졸,21
24048,R,199506,200202,기타,고졸,129
31464,R,199911,200310,기타,고졸,88
30096,R,199910,200004,자유업,고졸,120
30541,R,199905,200303,기타,고졸,84
454,R,200003,200006,기타,고졸,16
29970,R,199908,200411,기타,고졸,23
1463,R,200003,200103,무직,고졸,103
187,R,200002,200408,기타,#,204
22885,R,199306,200312,사기업체,고졸,47
31351,R,199909,200103,무직,고졸,205
1441,R,200005,200111,무직,고졸,108
30166,R,199908,200306,기타,고졸,49
1448,R,200005,200202,기타,고졸,108
177,R,200001,200012,기타,고졸,204
28949,R,199806,201308,무직,고졸,166
24040,R,199507,200609,기타,고졸,13
1367,R,200007,200202,기타,고졸,118
1787,R,200007,200105,기타,고졸,147
458,R,200007,200009,보험관계인,고졸,16
20754,R,198208,200111,기타,고졸,11
22669,R,199211,200211,기타,고졸,121
2046,R,200008,200010,기타,고졸,154
868,R,200008,200104,기타,#,50
30748,R,199906,200304,기타,고졸,121
22208,R,199102,200310,기타,고졸,154
25012,P,199605,999912,기타,고졸,47
357,R,200006,200102,무직,고졸,56
1089,R,200003,200102,기타,고졸,74
1937,R,200003,200211,무직,고졸,205
23518,R,199403,200308,기타,고졸,61
2156,R,200011,200106,무직,고졸,88
1827,R,200001,200305,무직,대학졸,163
1882,R,200011,200106,무직,고졸,148
24145,R,199510,200305,기타,고졸,62
1279,R,200009,200204,무직,고졸,88
27638,R,199811,200108,무직,고졸,19
2798,R,200101,200106,기타,고졸,46
1903,R,200005,200111,무직,#,150
2792,R,200103,200501,무직,고졸,45
3344,R,200101,200108,무직,고졸,163
22267,R,199209,200202,기타,고졸,31
22810,R,199310,200509,기타,고졸,23
2493,R,200103,200107,기타,고졸,78
967,R,200008,200508,무직,고졸,61
3454,R,200102,200112,기타,고졸,158
3248,R,200105,200307,기타,고졸,116
2769,R,200105,200202,기타,고졸,42
23805,R,199412,200407,기타,고졸,160
2397,R,200105,200112,기타,고졸,17
31020,R,199901,200306,기타,고졸,146
2935,R,200106,200702,무직,#,84
26315,R,199710,200608,기타,고졸,64
31391,R,199909,200606,기타,고졸,143
1087,R,200006,200603,무직,전문대졸,74
966,R,200007,200306,기타,#,61
3322,R,200106,200203,무직,고졸,160
29858,P,199908,999912,기타,고졸,302
4800,R,200202,200301,기타,고졸,146
4222,R,200203,200301,기타,고졸,64
2887,R,200108,200504,기타,전문대졸,86
2342,R,200112,200209,기타,고졸,11
5187,R,200207,200312,보험관계인,고졸,195
4255,R,200210,200404,기타,고졸,16
4107,R,200208,200504,기타,고졸,124
3712,R,200108,200408,기타,#,204
5694,R,200301,200305,기타,대학졸,25
4101,R,200204,200308,기타,고졸,31
1853,R,200003,200501,기타,고졸,160
1740,R,200002,200501,무직,#,141
6644,R,200309,200511,기타,#,140
10853,R,200605,200809,보험관계인,고졸,235
18666,P,201208,999912,기타,대학졸,96
19821,R,201405,201507,기타,#,191
23920,R,199407,200311,학생,대학졸,162
31490,R,199909,201407,회사원,전문대졸,191
29509,R,199804,200904,회사원,고졸,170
5769,R,200305,200402,기타,고졸,29
3755,R,200111,200401,보험관계인,고졸,198
5832,R,200304,200402,기타,고졸,74
24666,R,199502,200706,기타,고졸,109
3343,R,200111,200506,기타,고졸,163
1659,R,200009,200405,기타,고졸,134
27261,R,199705,201508,무직,고졸,44
22409,P,199203,999912,기타,초등졸,32
3853,R,200111,201002,보험관계인,고졸,281
22088,R,199112,200705,기타,고졸,122
3253,R,200111,200709,기타,전문대졸,116
5122,R,200209,200502,보험관계인,고졸,198
24291,P,199505,999912,기타,고졸,42
29220,R,199807,200505,기타,고졸,163
4294,R,200204,200907,무직,고졸,38
30562,R,199911,200508,기타,고졸,86
28799,R,199807,201506,기타,#,113
2660,R,200106,201510,무직,고졸,47
3218,R,200104,201012,보험관계인,#,145
6385,R,200308,200403,기타,#,111
5762,R,200304,200609,기타,고졸,77
29607,P,199912,999912,기타,#,55
4052,R,200205,200409,기타,고졸,204
6235,R,200307,200406,기타,고졸,141
6735,R,200310,200502,자유업,고졸,106
30513,P,199907,999912,기타,고졸,90
6117,R,200305,201012,보험관계인,#,204
2378,R,200104,200609,보험관계인,고졸,117
1320,R,200001,201602,기타,#,84
3832,R,200111,200512,회사원,대학졸,85
6480,R,200308,200504,기타,전문대졸,136
2886,R,200103,200604,기타,고졸,86
6988,R,200312,201312,기타,#,13
2018,R,200007,200505,무직,고졸,154
28242,P,199808,999912,기타,고졸,59
25523,P,199608,999912,기타,고졸,111
7129,R,200401,200408,기타,고졸,136
6595,R,200309,200404,기타,#,199
5444,R,200207,201001,보험관계인,고졸,285
22992,R,199309,200706,기타,초등졸,84
2166,R,200011,200805,기타,고졸,118
6242,R,200307,200706,기타,고졸,116
2619,R,200102,200408,기타,대학졸,52
23232,P,199302,999912,기타,#,154
5723,R,200304,200409,기타,고졸,64
193,R,200011,200504,기타,고졸,129
25722,R,199609,200906,기타,고졸,158
5386,R,200206,200806,보험관계인,고졸,231
5794,R,200301,200502,자유업,고졸,61
14148,R,200809,201110,기타,대학졸,57
14609,P,200901,999912,기타,#,16
4109,R,200204,200911,무직,대학졸,124
13505,R,200804,200909,영업직(판,#,136
12633,R,200709,200909,금융부문,대학졸,150
14518,R,200901,201202,보험관계인,고졸,292
23214,P,199306,999912,기타,고졸,125
13492,R,200804,201007,보험관계인,#,114
6406,P,200308,999912,회사원,대학졸,58
14713,R,200903,201012,기타,고졸,19
14313,R,200811,200911,기타,고졸,259
14500,R,200812,200909,보험관계인,고졸,281
13325,R,200803,201006,기타,전문대졸,116
11767,R,200701,201502,의료부문,고졸,305
13810,R,200807,201005,기타,고졸,150
15474,R,200909,201104,무직,고졸,293
11800,R,200701,201107,기타,#,136
15623,R,200910,201002,보험관계인,대학졸,171
14949,R,200904,201009,기타,고졸,32
14912,R,200904,201307,기타,#,57
14512,R,200901,201206,기타,#,38
15627,R,200910,201105,기타,고졸,100
15542,R,200910,201206,기타,전문대졸,23
14725,R,200903,201408,기타,고졸,32
14699,R,200903,201004,기타,대학졸,21
15835,R,200912,201101,기타,고졸,75
22001,R,199104,201408,기타,고졸,37
15508,R,200909,201010,기타,고졸,118
16121,P,201003,999912,기타,#,16
15910,R,201001,201102,기타,#,120
14847,R,200904,201405,영업직(판,#,158
24861,R,199602,201605,기타,고졸,17
13580,R,200805,201311,기타,전문대졸,49
15676,R,200911,201011,기타,대학졸,14
15490,R,200909,201012,기타,전문대졸,80
16818,R,201009,201102,보험관계인,#,274
16921,R,201010,201105,기타,고졸,56
16489,R,201006,201107,기타,고졸,64
24791,P,199510,999912,기타,대학졸,154
16761,R,201009,201201,기타,고졸,299
16777,R,201009,201203,기타,고졸,49
17149,P,201101,999912,기타,고졸,56
15253,R,200907,201210,기타,대학졸,49
16866,R,201010,201201,기타,고졸,56
27407,P,199711,999912,기타,전문대졸,170
16806,R,201009,201503,기타,전문대졸,106
17153,R,201101,201104,보험관계인,#,51
17317,R,201103,201303,회사원,전문대졸,191
16658,P,201008,999912,기타,#,163
15834,R,200912,201304,회사원,대학졸,170
17364,R,201103,201308,기타,#,305
27480,P,199802,999912,보험관계인,고졸,55
15909,R,201001,201509,기타,고졸,78
17723,R,201107,201211,회사원,대학졸,112
17433,R,201104,201204,기타,고졸,145
14378,R,200811,201412,기타,고졸,118
17881,R,201108,201202,기타,#,59
17022,R,201012,201112,기타,고졸,32
17880,R,201108,201206,기타,고졸,113
18102,R,201111,201208,기타,#,59
17735,P,201107,999912,기타,고졸,17
17215,R,201102,201401,기타,#,45
3355,P,200112,999912,기타,고졸,163
18061,P,201111,999912,보험관계인,#,288
17853,P,201108,999912,보험관계인,고졸,274
16772,R,201009,201510,영업직(판,#,154
14234,R,200810,201306,기타,고졸,11
18623,P,201207,999912,기타,#,318
18653,R,201207,201605,금융부문,고졸,121
18388,R,201204,201212,기타,고졸,56
15489,R,200909,201408,회사원,대학졸,171
18546,P,201206,999912,영업직(판,#,303
16373,R,201005,201603,기타,고졸,13
13718,P,200806,999912,기타,고졸,125
18755,R,201209,201301,보험관계인,#,51
7658,P,200404,999912,기타,#,32
6197,R,200306,201302,기타,고졸,50
18291,R,201203,201312,기타,고졸,191
18819,R,201210,201312,기타,대학졸,80
18575,R,201207,201502,보험관계인,#,262
22939,P,199307,999912,기타,#,55
18311,R,201203,201308,기타,#,150
16503,R,201006,201408,보험관계인,#,291
18569,R,201206,201309,기타,#,146
13597,P,200805,999912,기타,고졸,90
19220,P,201303,999912,기타,대학졸,37
17489,P,201104,999912,보험관계인,고졸,293
19291,R,201305,201501,기타,고졸,57
18803,R,201209,201502,기타,고졸,75
19138,R,201302,201601,기타,#,125
18639,R,201207,201410,기타,#,58
19587,R,201311,201507,기타,#,84
19552,R,201310,201507,기타,#,84
19902,R,201408,201501,기타,#,111
19538,P,201310,999912,기타,#,145
18629,P,201207,999912,기타,#,163
19963,R,201410,201511,보험관계인,#,287
20000,P,201411,999912,기타,#,121
21849,P,199012,999912,기타,#,160
14515,P,200901,999912,보험관계인,#,312
19465,P,201308,999912,기타,#,111
18918,P,201211,999912,기타,#,37
20119,P,201502,999912,기타,#,16
20264,P,201510,999912,기타,#,111
20310,P,201602,999912,기타,#,171
22606,R,199205,199804,사기업체,고졸,99999999
25019,R,199612,200212,기타,중졸,42
21752,R,199001,200004,기타,고졸,105
27385,R,199712,199806,기타,고졸,147
25429,R,199604,200111,기타,중졸,99999999
21496,R,198905,200402,기타,고졸,140
26484,R,199707,200205,기타,고졸,32
20821,R,198612,199901,기타,고졸,113
24532,R,199512,200303,기타,고졸,111
22379,R,199210,200105,기타,고졸,29
20518,R,198510,199912,기타,고졸,116
25860,R,199611,200211,기타,고졸,17
27232,R,199712,199806,기타,고졸,156
27596,R,199803,199910,기타,고졸,56
27854,R,199804,200212,기타,고졸,21
22036,R,199112,200208,기타,고졸,44
28675,R,199801,199807,기타,고졸,118
25309,R,199601,200308,기타,고졸,80
21705,R,199003,200601,학생,고졸,118
25145,R,199603,199907,기타,고졸,29
21075,R,198806,200702,기타,고졸,120
22818,R,199302,200005,기타,고졸,106
28000,R,199803,199807,무직,고졸,65
26372,R,199707,199905,기타,고졸,45
26999,R,199709,200107,기타,고졸,141
23316,P,199410,999912,기타,#,55
28295,R,199804,200012,무직,고졸,32
25468,R,199612,199903,사기업체,고졸,108
22796,R,199302,200304,기타,고졸,11
20413,R,198406,200310,기타,중졸,88
29180,R,199806,199810,무직,고졸,167
26108,R,199706,200004,기타,고졸,69
20948,R,198711,200105,기타,고졸,108
29015,R,199807,199906,기타,고졸,116
29207,R,199807,199909,기타,고졸,150
26055,R,199708,199910,기타,고졸,99999999
24846,R,199606,200202,기타,고졸,25
25657,P,199608,999912,기타,고졸,160
29877,R,199902,199912,기타,고졸,17
30677,R,199901,200001,기타,대학졸,118
24606,R,199510,200906,기타,고졸,147
30998,R,199904,199909,무직,고졸,145
22579,R,199208,201001,기타,고졸,147
26042,R,199705,200012,무직,고졸,56
31162,R,199908,200307,기타,고졸,163
20418,R,198407,200111,기타,고졸,58
31257,P,199903,999912,기타,고졸,158
24309,R,199503,200709,기타,고졸,45
20612,R,197909,200605,기타,초등졸,147
29590,R,199910,200003,기타,고졸,31
30204,R,199905,200202,기타,고졸,29
31235,R,199902,200409,기타,고졸,150
23648,R,199409,200508,기타,고졸,188
30158,R,199912,200010,기타,고졸,49
24699,R,199502,200012,기타,중졸,125
30649,R,199910,200601,기타,고졸,84
30355,R,199907,200007,무직,고졸,32
28929,R,199809,200006,기타,고졸,111
22220,R,199106,200111,기타,#,99999999
23922,R,199501,200608,기타,고졸,129
30679,R,199907,200002,기타,고졸,118
23927,R,199507,200306,기타,고졸,25
958,R,200002,200105,기타,고졸,61
1593,R,200004,200202,기타,고졸,111
1270,R,200004,200008,무직,고졸,88
24175,R,199501,200205,기타,고졸,78
538,R,200001,200104,기타,대학졸,129
30907,R,199912,200007,기타,#,105
21792,R,199006,200501,기타,중졸,160
1287,R,200004,200107,무직,고졸,88
194,R,200001,200407,무직,고졸,25
29613,R,199909,200603,무직,고졸,124
25567,R,199602,200111,기타,고졸,116
1625,R,200007,200105,무직,고졸,145
23454,R,199405,200708,기타,고졸,104
27687,R,199806,200111,기타,고졸,69
