CUST_ID,DIVIDED_SET,SIU_CUST_YN,TOTALPREM,MINCRDT,JPBASE_HSHD_INCM
8288,1,N,7511191,,4070
8289,1,N,10281644,6,4701
8290,1,N,26965135,6,5390
8291,1,N,49179074,,6324
8294,1,N,34731102,4,7979
8295,1,N,8203627,6,0
8296,1,N,2850508,8,4138
8298,1,N,24135515,6,2593
8299,1,N,3798285,,3819
8301,1,N,28730423,,7811
8302,1,N,100893,6,3880
8303,2,,6088819,,3624
8304,1,N,18533290,6,3896
8305,1,N,2077821,,3364
8306,2,,4347120,6,6361
8308,1,N,2927684,6,3362
8309,1,N,38374302,6,4871
8311,1,N,,7,3705
8312,1,N,24613640,6,4389
8313,1,N,15838163,4,7216
8314,1,N,5900700,2,4047
8315,1,N,23709080,6,7790
8316,1,N,165238,6,3458
8319,2,,5397850,6,3461
8320,1,N,13842020,6,2456
8321,2,,1166333,6,3889
8322,1,N,5577850,6,3587
8323,1,N,7687923,6,2876
8326,1,N,10694000,6,3248
8330,1,N,4819048,2,2997
8332,1,N,2098715,6,7619
8341,1,N,12767386,6,2805
8347,2,,,6,2595
8353,1,N,31890823,,4057
8355,1,Y,31225199,,6616
8356,1,N,10579345,6,2602
8359,1,Y,6300000,6,2499
8363,1,N,26375877,7,3855
8369,1,N,28553980,,4115
8370,1,N,30757430,6,4348
8372,1,N,38159721,,8938
8374,1,N,22135120,6,4738
8376,1,N,802200,6,3650
8377,1,N,15514659,6,3439
8378,1,N,1742234,,3195
8381,1,N,143365722,6,5506
8382,1,N,2796074,6,3967
8383,1,Y,4788500,,2513
8384,1,N,219999184,6,12125
8385,1,N,7860401,,2694
8386,1,N,28271152,7,3779
8388,1,N,51302951,6,3830
8389,1,N,22878870,6,4662
8390,1,N,31368240,,4742
8391,1,N,9672650,,3049
8392,1,N,6542627,,5224
8393,1,N,8806800,,3529
8395,1,N,18054124,6,8628
8397,1,N,9313785,,3283
8398,1,N,17564233,,4438
8399,1,N,21282625,6,4107
8400,1,N,3647525,6,5141
8401,1,N,24006125,6,9816
8402,1,N,6936633,5,0
8404,1,N,12562525,5,3241
8406,1,N,8259500,,9319
8409,1,N,597588327,7,11530
8410,1,N,4371346,,0
8412,1,N,39958140,,4868
8414,1,N,17541279,6,3504
8415,1,N,5084540,6,3033
8417,1,N,14152315,7,3619
8418,1,N,43139155,6,5410
8419,1,N,9780000,7,3591
8421,1,N,14139700,1,4016
8424,1,N,26314316,10,4660
8427,1,N,12831849,,3797
8430,1,N,1974850,,5188
8431,1,N,272604612,2,8597
8432,2,,30074444,6,6411
8434,1,N,17258568,6,3270
8435,1,N,54644659,4,4789
8437,1,N,39939002,6,7528
8438,1,N,23102400,6,3956
8439,1,N,38335973,4,4559
8443,1,N,28821454,6,4237
8444,1,N,7779738,6,6278
8445,1,N,76719824,1,25872
8446,1,N,25526664,,2995
8448,1,N,6433331,8,6884
8449,1,N,5598061,,
8450,1,N,9698458,6,0
8451,2,,29043646,2,0
8458,1,N,17384840,4,8286
8460,1,N,51627613,6,8873
8463,1,N,10801647,,0
8464,1,N,13699327,,5686
8468,1,Y,82256999,6,2577
8469,1,N,9869399,,2720
8472,1,N,944988,6,3402
8474,1,N,38141652,7,8760
8475,1,N,21904380,6,4215
8476,2,,4538851,6,4820
8477,1,Y,89467709,7,4420
8478,1,N,3627884,6,4384
8481,1,N,48779127,6,7477
8482,1,N,8643189,6,3177
8486,1,N,11125468,2,5339
8488,1,N,2429500,,3186
8490,1,N,32323040,6,4321
8493,1,N,12099572,,3337
8494,1,N,56216532,6,4796
8497,1,N,5541902,6,4361
8498,1,N,34433193,3,9448
8501,1,N,34794388,6,3591
8502,1,N,41770472,1,8498
8504,2,,6992174,6,0
8505,2,,25835328,6,3800
8508,1,N,15322424,,4546
8509,1,N,11149342,7,3030
8511,1,N,,7,4997
8512,1,N,20476460,6,3338
8513,1,N,11335775,6,5822
8514,2,,2455674,4,4289
8515,1,N,22615580,,3959
8517,1,N,18691060,7,3861
8519,1,N,47503744,,4746
8521,1,N,3125249,,3227
8522,1,N,9813580,6,4400
8523,1,N,3843214,,3232
8524,1,N,40301649,6,3405
8527,1,N,25681888,6,3644
8529,1,N,30365635,6,6119
8530,1,N,65045207,6,4331
8531,1,N,20174708,6,4387
8533,1,N,95020,,5507
8534,1,N,11407235,8,3922
8535,1,N,80187274,,5188
8541,1,N,934500,,4042
8542,1,N,3429190,,4899
8545,1,N,25597922,6,5070
8548,2,,21138336,6,3689
8552,1,N,5327194,,4879
8553,2,,46632387,,4428
8554,2,,50292897,6,4871
8555,1,N,27831537,6,8716
8556,1,N,11252409,6,9580
8560,1,N,10604448,2,4832
8564,1,N,18016200,,8347
8565,1,N,23776635,6,3024
8568,1,N,1799950,6,0
8569,1,N,26438719,6,3196
8572,1,N,15622540,,4248
8575,1,N,6000000,,9039
8576,1,N,561600,,4092
8577,1,N,,,3778
8578,1,N,12481150,,4508
8580,1,N,9519206,5,3465
8581,1,N,1291200,,4838
8582,1,N,7921632,,4458
8583,2,,64054004,0,3937
8584,1,N,4929013,7,4706
8585,1,N,14025854,6,3688
8586,1,N,25795498,,4499
8588,1,N,14117800,,5304
8589,2,,16169053,10,5786
8590,1,N,17350868,6,2604
8592,1,N,4518000,,4096
8594,1,N,180426274,6,5616
8595,1,N,5800000,6,3735
8596,1,N,10204748,7,4041
8601,1,Y,29495550,6,8946
8602,1,N,11692431,6,7838
8604,1,N,2144772,6,4058
8606,1,N,4249492,6,3909
8607,1,N,4089750,6,8473
8608,1,N,9087930,6,3473
8610,1,N,18353262,10,10196
8611,1,Y,5144820,,4242
8613,1,N,20715940,,9170
8614,1,N,3563044,6,7128
8615,1,N,15448998,,3188
8616,1,N,1570635,,2766
8617,1,N,22050529,6,2901
8618,1,N,101913748,,12943
8620,1,Y,366900,,8082
8623,1,N,12926991,5,7414
8624,1,N,1759644,,4729
8627,1,N,33427008,6,3634
8630,1,N,,,7339
8635,1,N,14039808,,
8636,1,N,24524358,,5696
8638,1,N,29588778,6,3956
8644,1,N,73126858,2,4633
8646,1,N,1740200,6,4196
8648,1,Y,,,7837
8650,1,N,145163568,10,4245
8654,1,N,13883872,5,8362
8655,1,N,17531103,6,0
8656,1,N,51051556,,8317
8657,2,,506345,,3357
8658,1,N,31468907,7,7462
8661,1,N,16321720,6,3682
8662,1,N,22892694,,5867
8664,1,N,25894718,,5496
8665,1,Y,69517353,,10924
8668,1,N,2588465,6,6158
8669,1,N,6967532,5,2858
8670,1,N,5495779,6,3760
8671,1,N,10384353,6,4316
8673,1,N,21314843,6,6964
8676,1,N,20200000,,0
8680,1,N,10569507,6,5801
8681,1,N,13848206,6,4073
8682,1,Y,6603317,,2976
8684,1,N,15448117,,7153
8686,1,N,5361892,6,3384
8687,2,,15537073,,6952
8689,1,N,13560374,,4613
8691,1,N,2388800,,7287
8692,1,N,10905232,6,2752
8694,1,N,7088033,7,9029
8699,1,N,9942774,,3139
8700,1,N,33769887,6,9221
8702,1,N,10084790,,3296
8705,1,N,3588329,7,2874
8706,1,N,7476753,10,5579
8707,1,N,9434218,6,8295
8708,1,N,10992711,,3928
8710,1,N,6214838,5,8320
8712,1,N,8323341,6,3890
8713,1,N,5618650,,3139
8714,1,N,3181500,,3523
8715,2,,7560200,,0
8718,1,N,6272151,,3811
8719,1,N,6009840,,4418
8720,1,N,23634950,6,4161
8722,1,N,4800000,,3469
8724,1,N,6861400,,3613
8725,1,N,21178845,5,7654
8726,1,Y,9075897,,6516
8727,1,N,14816744,6,4132
8728,2,,32777728,6,7928
8729,1,N,1419588,6,4701
8730,1,N,13191980,,3729
8731,1,N,7103876,,3142
8732,1,N,48397217,3,5496
8733,1,N,19098420,6,3403
8734,1,N,9646955,6,4810
8735,1,Y,883380,6,2120
8736,1,N,8717720,6,4506
8738,1,N,33651953,4,3731
8739,1,N,18256234,,7116
8741,1,N,59047120,7,4503
8742,1,N,2104284,,6725
8743,1,N,8287656,6,4652
8744,1,N,9742220,5,3775
8746,1,Y,284900,,3429
8747,2,,6777581,2,2234
8748,1,N,,8,9827
8750,1,N,22888391,7,3647
8752,1,N,25764354,6,7560
8753,1,N,2058000,6,3098
8755,1,N,10315615,6,3032
8756,1,N,3643035,6,6403
8758,1,N,1676220,,3799
8760,1,N,27134103,8,4669
8761,1,N,11255589,6,3651
8762,1,N,5723900,6,0
8763,1,N,91803448,5,6143
8764,1,N,11419707,6,4555
8765,1,N,10116797,4,7077
8766,1,N,8750652,6,7444
8768,1,Y,2691769,,3063
8770,1,N,11230048,,3299
8771,1,N,9491450,6,5863
8772,1,N,3014349,,3360
8773,2,,5684911,,7714
8775,1,N,41703684,6,5247
8776,2,,7074106,6,4214
8777,1,N,2540508,,3557
8779,1,N,1438348,6,3209
8782,1,N,2129224,6,3080
8783,1,N,55728593,6,5211
8784,1,N,15280212,6,4607
8785,1,N,34213891,4,4029
8786,1,Y,6990400,5,5211
8787,1,N,17368560,5,3360
8788,1,N,17226042,2,3798
8789,1,N,7259918,5,3155
8790,1,Y,15578634,10,4226
8791,1,N,13025172,4,4060
8792,1,N,7332815,3,4271
8793,1,Y,5531054,5,3357
8795,1,N,2210636,2,3771
8797,1,N,10187940,4,3229
8799,1,N,2390400,6,0
8801,1,N,8732953,6,3344
8802,1,N,2639368,6,8649
8803,1,N,19332884,6,2739
8804,1,N,2603452,8,5083
8807,1,Y,179396,6,3293
8808,1,Y,3252600,8,8194
8809,1,N,19607586,4,3661
8810,1,N,2400000,5,2523
8812,1,N,6901398,6,7220
8816,1,N,1615577,6,3792
8818,1,N,12207153,6,3109
8821,1,N,,6,3717
8826,1,N,323850,6,3118
8827,1,N,227954741,6,11322
8828,1,N,3480000,6,0
8829,1,Y,20889987,6,8669
8833,1,Y,13266181,8,8201
8834,1,N,6294457,6,5577
8838,1,N,2626116,6,3929
8839,1,N,893000,6,6632
8840,1,N,1200000,2,10587
8842,2,,3109978,7,2955
8844,1,N,7624115,5,4529
8846,1,N,3048860,7,2847
8848,1,N,25990762,6,4934
8849,1,N,9022157,6,4423
8851,1,N,8418959,6,6503
8853,1,N,2574005,6,5224
8855,1,N,2763077,2,3884
8857,1,N,1357368,6,6114
8858,1,N,9795202,6,0
8859,1,N,20346076,6,3684
8862,2,,44181970,6,3883
8863,1,N,25397667,7,3375
8864,1,N,2325034,6,3850
8867,1,Y,21036121,6,4368
8869,1,N,7226113,4,9324
8870,1,N,3083648,6,7266
8872,1,N,1577032,6,3285
8873,1,N,7079454,6,3635
8879,1,N,14089666,6,3364
8880,1,N,10255426,6,3121
8881,1,N,3804172,8,3723
8883,1,N,25592625,6,6045
8884,1,N,15302932,6,3707
8885,1,N,5734601,6,3565
8886,1,N,239512,6,2657
8895,1,N,5619469,6,
8896,1,N,2210670,7,
8897,2,,8804048,5,8409
8898,1,N,3816367,6,4035
8899,1,N,12379509,10,4561
8902,2,,,5,10290
8908,1,N,7703590,7,4153
8909,1,N,20434353,6,4275
8910,1,N,,10,2227
8913,1,N,5946005,2,3359
8914,1,N,7039879,6,7932
8915,1,Y,8857782,1,8240
8919,1,N,23612138,6,3599
8921,1,N,3911968,6,4970
8923,2,,12534352,6,3605
8924,1,N,6230896,7,3924
8925,1,N,52507124,6,3911
8926,1,N,21566966,4,3411
8927,1,N,4291176,6,2968
8928,1,N,6725811,7,4324
8929,1,N,6695336,7,3856
8931,1,N,2676300,6,4113
8933,1,N,10876696,2,10937
8934,1,N,946960,6,
8940,1,N,8728449,2,0
8941,1,N,3302640,6,4046
8942,1,N,3594287,7,3517
8947,1,N,11664293,5,4885
8949,1,Y,450584,8,2500
8951,1,N,2379831,3,3268
8953,1,N,7219160,6,4696
8956,1,N,736891,6,2662
8957,1,N,4838441,6,3819
8958,1,N,2399494,2,3791
8960,1,N,116095893,,6895
8961,1,Y,249100852,5,4654
8962,1,N,6419494,8,5852
8963,1,N,358472313,6,6519
8964,1,Y,11334670,,4435
8965,1,N,7340263,,7675
8966,1,N,47391978,,8224
8967,1,N,21165691,,3261
8968,1,N,75929181,,2042
8969,1,N,7488740,6,8621
8970,1,N,23988393,4,7373
8972,1,N,128367433,,11226
8973,1,N,23467298,,6841
8974,1,N,14914000,6,4057
8975,1,N,1988005,6,4773
8976,1,N,54520489,7,5695
8977,1,N,19835848,6,6720
8978,1,N,63686296,6,5730
8979,1,Y,28344681,4,4963
8980,1,N,32152283,8,3743
8981,1,N,80521088,10,7675
8982,1,N,5039060,8,
8983,1,N,55891543,6,4896
8984,1,N,47184966,6,8989
8985,1,Y,8241047,,4443
8986,1,N,24819369,6,6348
8987,1,N,42226995,10,5343
8988,1,N,39189476,5,2435
8989,1,Y,12945752,,0
8990,1,N,26607752,6,4473
8991,1,N,27590341,6,1964
8992,1,N,37603350,,4407
8993,1,N,7126821,,4768
8994,1,N,26392591,6,8878
8995,1,N,44599133,,4547
8996,1,N,72731261,5,4805
8997,1,N,3158388,,3061
8998,1,Y,32393054,,5104
8999,1,N,15900486,,8354
9000,1,N,21426852,,5224
9001,1,N,20410044,,3728
9002,1,N,43672176,,3665
9003,1,N,49463051,,4975
9004,1,N,42035331,7,3578
9005,1,N,27473809,,1838
9006,1,N,76811141,,4231
9007,1,N,71572523,6,7084
9008,1,N,11375000,,8346
9009,2,,6492350,,4594
9010,1,N,50219675,,8575
9011,1,N,7070948,,4890
9012,1,N,86553400,,4035
9013,1,N,35936439,6,4273
9014,1,N,26509247,7,3666
9015,1,N,80362998,6,5063
9016,1,N,20493496,,4502
9017,1,N,26343751,5,5768
9018,1,N,19445678,7,4628
9019,1,N,27204973,7,3560
9020,1,N,8230443,,5860
9021,1,Y,84871173,6,5946
9022,1,N,125659589,4,9551
9023,1,N,144286906,4,8441
9024,1,N,56086400,7,10338
9025,2,,50988440,,4446
9026,1,N,28370620,,3165
9027,2,,29495029,,6437
9028,1,N,10311082,,3294
9029,1,N,116148288,,3833
9030,1,N,2275800,6,3571
9031,2,,284444219,6,7664
9032,1,N,97496383,3,5434
9033,1,N,35529601,6,7763
9034,1,N,2180061,8,9163
9035,1,Y,84085999,7,3789
9036,1,N,24183516,6,1529
9037,1,N,10775784,,2193
9038,1,N,12777305,7,0
9039,1,N,7235425,,
9040,1,Y,1095570,,0
9041,1,N,13877850,6,6945
9042,1,N,17352732,6,6566
9043,1,N,10168200,,0
9044,2,,160546690,,5685
9045,1,N,5994534,,
9046,2,,11722166,,3214
9047,1,N,92155739,6,
9048,1,N,49869874,,4813
9049,1,N,146029390,6,4928
9050,1,Y,15851054,,4839
9051,1,N,160326552,6,11190
9052,1,N,107318502,6,6664
9053,1,N,2751525,6,4839
9054,1,N,162777485,6,7719
9055,1,N,26970911,6,3678
9057,1,N,11235346,,8269
9058,1,N,10914690,,7334
9059,1,N,18536238,,9497
9060,2,,148429361,6,10371
9061,1,N,181554787,6,8450
9062,1,N,6653186,8,5648
9063,1,N,6288638,,3479
9064,1,N,11668215,8,6143
9065,1,N,19236522,8,
9066,1,N,23641979,6,9200
9068,1,N,60003797,6,9343
9069,1,N,24654894,,7495
9070,1,N,18039846,7,11876
9071,1,N,22579080,6,4583
9072,1,N,10171646,6,7417
9073,1,N,3753545,6,4888
9074,1,N,7825331,,4347
9075,1,N,17676697,6,12134
9076,2,,41455337,6,9163
9077,1,N,58426438,10,5070
9078,1,Y,5496600,8,8175
9079,2,,71313266,6,5306
9080,2,,34459641,1,6947
9081,1,N,97420829,1,9930
9082,1,N,41893797,,4918
9083,1,N,26840967,6,3832
9084,1,N,34159480,2,3127
9085,1,Y,24972011,6,8985
9086,1,N,32134226,6,4657
9087,1,N,3919100,,10672
9088,1,N,19847565,8,8033
9089,1,N,336437267,3,9479
9090,1,N,20999538,6,4579
9091,1,N,82694328,,10504
9092,1,N,32161650,1,10245
9093,1,N,41011983,6,5897
9094,1,N,20901566,4,3976
9095,1,N,51507634,,9841
9096,1,N,27927009,,3568
9097,1,N,6378575,,8625
9098,1,N,33417271,7,5069
9099,1,N,48484930,7,3216
9100,1,N,14983249,4,5000
9101,1,N,112882978,6,3910
9102,1,N,1879500,,
9103,1,N,24586108,,10665
9104,1,N,30965962,6,10887
9105,1,N,21119758,,4703
9106,1,N,59222449,3,4333
9107,1,N,11912243,,4605
9108,2,,53149980,7,8959
9109,1,N,55063519,6,4658
9110,1,N,24374134,6,10535
9111,1,N,15204132,,7233
9112,1,N,37156964,8,4591
9113,1,N,3081212,,4826
9114,1,Y,8342890,6,3638
9142,1,N,1664664,,1716
9143,1,N,1506000,,
9144,1,N,11488288,,7752
9146,1,N,18914465,6,0
9147,1,N,1660077,,
9148,1,N,3319598,,1334
9149,1,N,16622412,,3150
9150,1,N,20301550,,1492
9151,1,N,10587677,,1399
9152,1,N,18163464,6,0
9153,1,N,2674000,6,1843
9154,1,N,27593979,,
9155,1,N,1659382,,0
9156,2,,,6,1493
9157,1,N,6121638,,2001
9158,1,N,11084681,,1507
9159,2,,10734100,,2040
9160,1,N,6223800,,
9161,1,N,26775610,4,1879
9162,1,N,50828798,1,2515
9164,1,N,79174349,6,
9165,1,N,207336744,,7178
9166,1,N,24187712,7,2257
9167,1,N,3761036,,7518
9168,1,N,21581944,,3254
9170,1,N,30842616,,2016
9171,1,N,73079873,,2594
9172,1,N,21015124,,2267
9173,1,N,19110495,,1640
9174,1,N,11487150,,1664
9175,1,N,8002224,,4275
9176,1,N,3086233,,2245
9177,1,N,33063829,8,1857
9178,1,N,9079710,,1900
9180,2,,3453887,,2032
9183,1,N,18115670,6,6383
9184,1,N,1729415,,2700
9185,1,N,23796508,,3279
9186,1,N,73002375,,2150
9187,1,N,9363304,,5756
9188,1,N,8766960,,0
9189,1,N,27673235,,2821
9190,1,N,7586208,,3919
9192,1,N,25938000,6,3160
9193,1,N,17571000,,2970
9194,2,,16233412,,2595
9195,1,N,383613679,6,2675
9196,1,N,43862247,,0
9197,1,N,92469264,6,7871
9198,1,N,16350124,,7977
9199,1,N,38216383,6,3993
9200,2,,2777060,6,1758
9202,1,N,3884400,8,0
9204,1,N,53064386,6,2535
9205,1,Y,9712620,8,2711
9206,2,,25674486,,3866
9207,1,N,13367200,,
9208,1,N,19839826,,2355
9209,1,N,93900,7,5622
9210,1,N,25258166,,
9212,1,N,27014359,,0
9213,1,N,64975215,,4877
9215,2,,,6,5071
9216,1,N,18813650,2,10362
9217,1,N,14109942,,2683
9218,1,N,55482178,6,4036
9219,1,N,3520825,,7068
9220,1,N,26609880,6,3074
9221,1,N,4264000,,0
9222,1,N,23663750,,9865
9223,1,N,13368020,,3715
9224,1,Y,32602835,6,3396
9226,2,,35232450,4,4463
9227,1,Y,43302271,6,2958
9228,1,N,64527146,,0
9229,1,N,12922691,6,4369
9230,1,N,54537556,,0
9231,1,N,104900024,6,4879
9236,1,N,29232081,6,7215
9237,1,N,16707600,,5568
9238,1,N,34123126,,3374
9239,1,N,18984225,,6698
9240,1,N,11309752,6,3618
9241,1,N,38150002,,5986
9242,1,N,69113820,6,3545
9244,1,N,21653376,2,
9245,1,Y,363600,,4343
9246,1,Y,37766279,5,3327
9247,1,Y,23842472,1,3605
9250,1,N,5264224,,6092
9253,1,N,43146849,2,10062
9254,1,N,1554820,,2830
9255,1,N,18409366,6,6078
9257,1,N,196794283,6,4258
9258,1,N,29540157,,
9259,1,N,10602680,,3965
9260,1,N,157760,,
9261,1,N,73507924,,4596
9262,1,N,28013296,6,5581
9263,1,N,20760870,8,0
9265,1,N,6031766,,0
9266,1,N,13421304,6,14997
9267,1,N,20055532,,4658
9268,1,N,45380213,,4047
9270,1,Y,30254540,6,5390
9271,1,N,51726916,8,6329
9272,2,,95581854,,7320
9273,1,N,18449008,,9850
9274,1,N,12459952,,5899
9275,1,N,18896449,,3820
9276,1,N,30238247,,0
9277,1,N,33786964,,0
9278,1,N,36333352,10,5620
9279,1,N,7266588,,0
9280,1,N,68602816,1,9941
9281,2,,97513864,6,
9282,1,Y,27605210,,5493
9283,1,N,47266729,3,3012
9284,1,N,4280028,,5384
9285,1,N,33626803,2,5440
9286,1,N,179762554,2,3675
9287,1,N,14118273,,6881
9288,1,N,6865675,,3389
9289,1,N,20753320,,3303
9291,1,N,48734426,2,5018
9292,1,N,56928048,6,5449
9293,1,N,30523768,,6266
9294,1,N,5938152,,0
9295,1,N,67476948,6,4982
9296,1,N,29586022,,4169
9298,1,N,28026812,3,9302
9299,1,N,,,9767
9300,1,N,1138461,6,5353
9301,1,N,37896697,6,
9302,1,N,5814484,,5629
9303,1,N,80407518,,3711
9305,1,N,19285648,,4267
9306,1,N,42553316,6,4532
9307,1,N,21376941,6,5207
9308,1,N,25979994,6,7310
9309,1,N,25172645,,5595
9310,1,N,35133030,7,5137
9311,1,Y,44884108,,4895
9312,1,N,13697851,,5502
9313,1,N,17962796,,5044
9314,1,N,9820113,7,10261
9316,1,N,7313529,4,6296
9317,1,N,22202739,6,10082
9318,1,N,39132997,6,5860
9319,1,N,16504118,,0
9320,1,N,8548572,,6971
9321,1,N,30013779,6,3941
9324,1,N,13573076,6,6934
9325,2,,7182819,6,2823
9327,1,N,71427778,6,5910
9329,1,N,20084904,,
9331,1,Y,41728461,8,4244
9332,1,N,185078410,,10769
9333,1,N,29886513,6,4325
9334,1,N,25474245,6,8649
9335,1,N,36818473,6,10251
9336,1,N,2822132,6,
9337,1,N,21725099,99,
9338,1,N,40322832,4,5188
9339,1,N,44732576,6,7968
9340,1,N,9738400,,
9342,1,N,9863198,6,5734
9343,1,N,16509721,,7110
9344,1,N,,,4562
9345,1,N,34657662,,10301
9346,1,N,22102993,,5233
9347,2,,79553677,7,5117
9348,1,N,73970,,
9349,1,N,81617745,,5330
9350,1,N,39001638,6,5329
9351,1,N,44655791,6,4355
9352,1,Y,6377562,,
9353,1,N,20661840,6,4112
9354,1,N,33492520,6,4872
9355,2,,40199858,,9574
9356,1,N,58655027,,8680
9357,1,N,24506357,,9375
9358,1,N,5650800,7,2996
9359,1,N,30644819,1,8395
9360,1,N,11715860,6,9055
9361,1,N,28344774,,5961
9362,1,N,2999304,8,3888
9364,1,N,13870190,,3198
9365,1,N,44889699,6,10476
9366,1,Y,46322865,6,5486
9369,1,N,42737984,,4636
9370,1,N,51627412,7,3739
9371,1,Y,58497651,,6100
9372,1,Y,16529880,,6557
9373,1,Y,1329826,,
9374,1,N,55396651,8,5372
9375,2,,36263008,,5406
9376,1,Y,41994372,,3322
9377,1,N,6971700,,11498
9378,1,N,85204540,,10230
9379,1,N,11066000,,8449
9380,1,N,21986447,7,16045
9381,1,N,31006961,,3690
9383,1,N,6673901,,7792
9384,1,N,10080209,,5037
9385,1,N,24944870,,4923
9387,1,N,135743848,6,4742
9388,1,N,45641316,6,4705
9389,1,N,22964750,,5436
9390,1,N,42827576,6,3453
9391,1,N,20992605,,4327
9392,1,N,,,10807
9393,1,N,99520700,4,10718
9394,1,N,755300,,3561
9395,1,N,53701565,,8019
9396,1,Y,31397820,,
9397,1,Y,21074769,,4783
9398,1,Y,10348120,,8228
9400,1,N,32255183,,4450
9401,1,N,34349960,7,4728
9402,1,N,4997200,6,8012
9404,1,N,19329680,6,4010
9406,1,N,40355557,5,7642
9407,1,N,37539021,,8780
9408,1,Y,27877448,,10045
9409,2,,41961999,6,4809
9410,2,,67415952,4,5315
9411,1,Y,25264910,,7442
9412,1,N,23921596,8,8965
9413,1,N,3670307,7,3034
9414,1,N,40220513,,9863
9415,1,N,64930504,6,4428
9418,1,N,22721240,6,9137
9419,1,N,,,5141
9420,1,N,128943613,1,5283
9421,2,,195600,,9401
9423,1,N,23938222,6,9452
9424,1,N,74162779,6,9640
9426,1,N,8383644,7,9355
9428,1,N,9236430,,5608
9429,1,N,4388224,6,4790
9430,1,N,47564751,,8227
9431,1,N,3916320,6,4220
9432,1,N,36476402,6,9562
9433,1,Y,25994825,,10096
9434,2,,19835250,,4812
9435,1,N,40804324,,3913
9436,2,,1788150,8,4926
9437,1,Y,1797350,7,5111
9438,1,N,111768017,2,5203
9439,1,N,75923350,6,5179
9440,1,N,115266935,6,7957
9441,1,N,15029468,,5127
9442,1,Y,30590276,6,4823
9443,1,N,18200780,,5529
9444,1,N,18591473,,4648
9445,1,N,4353141,,5186
9446,1,N,9385402,,5163
9447,2,,41532639,,6695
9449,2,,52434095,5,10405
9450,1,N,10447980,6,8364
9451,1,N,110519193,,5341
9452,1,N,14033560,6,2668
9454,1,Y,20920268,6,0
9455,1,N,10681476,,4213
9456,1,N,,6,9074
9458,1,N,27892576,,10540
9459,1,N,314317830,1,5180
9461,1,N,47206934,6,9855
9462,1,N,36750600,6,5353
9463,2,,52317276,10,5382
9464,1,N,7609706,6,10840
9465,1,N,67497241,6,4968
9466,1,Y,12824529,6,0
9469,1,N,27858120,,4939
9470,1,N,11729012,,4253
9471,1,N,7477888,,6177
9472,1,N,180206971,5,8775
9474,1,N,80794264,,4469
9475,1,N,82554442,5,8790
9476,1,N,28557373,,4662
9477,1,N,8473850,,4619
9478,1,N,7051793,6,4326
9480,2,,18162894,6,5419
9481,1,N,83732937,6,12098
9482,1,N,8285607,,9424
9483,1,N,4110042,6,4457
9484,1,N,27739574,,6438
9486,1,N,44265295,6,9831
9487,1,N,,7,10353
9489,1,N,6594930,,0
9490,1,N,49557288,,5659
9491,1,N,24000000,,
9492,1,N,12176997,6,9404
9494,1,N,36093044,,4636
9495,2,,9141350,,5395
9496,1,N,6535618,,4868
9497,1,N,24188406,6,3997
9498,1,N,7522151,,5294
9500,1,N,23516655,6,5846
9501,1,N,17372397,,4958
9502,1,N,60359279,,
9503,1,N,84881293,,5514
9505,1,N,13073886,6,4259
9506,1,N,34113262,6,6251
9507,1,Y,132420665,6,5213
9508,1,N,24622129,,5109
9510,1,N,38610542,,5799
9511,1,N,4215901,,
9512,1,N,22142375,,3671
9513,1,N,28033735,6,5781
9514,1,N,12990720,6,4637
9515,1,N,98289377,6,5629
9516,1,N,36386082,,6311
9517,1,N,24459257,,8843
9518,1,N,30055606,5,4610
9519,1,N,113182928,,9753
9520,1,N,73024816,6,6932
9521,1,N,11293334,,3428
9523,1,Y,41322341,6,6910
9524,1,N,23883918,,6111
9525,1,N,31901708,,3808
9526,1,N,18874565,6,8253
9527,1,N,5706842,,4676
9528,1,N,71631840,,4455
9529,1,Y,19680797,,9277
9530,1,N,18852216,6,5798
9531,1,N,78307965,6,10593
9532,1,N,55409944,6,9036
9534,2,,16988636,6,4896
9535,1,N,43950734,,5757
9536,1,N,86744996,1,5321
9537,1,N,15213540,,4874
9538,1,N,51266322,,5777
9539,1,N,107608023,6,10625
9540,1,N,7633080,6,4030
9541,1,N,4307226,,4594
9542,1,Y,18930903,6,7811
9543,1,N,29493562,,7451
9544,1,N,6714338,,9444
9545,1,N,17299188,1,5879
9546,1,Y,32687844,6,5104
9547,2,,73291370,6,9431
9549,1,N,35477811,6,8846
9550,1,N,16290883,6,5033
9551,1,N,12470782,,8522
9552,1,N,4369725,,7858
9553,1,N,,,13279
9556,2,,12432304,6,3376
9558,1,N,135538053,6,9981
9559,1,N,80544520,,6255
9560,1,N,42197640,6,6123
9561,1,N,6552315,,7959
9563,1,Y,62242500,6,10482
9564,1,N,7340670,6,8703
9565,1,N,26785302,,8910
9566,1,N,4971364,8,4570
9567,1,N,82720981,6,5460
9568,2,,29048124,,7596
9569,1,Y,58533129,6,5429
9570,1,N,25828012,,4754
9572,1,N,24011840,2,3706
9573,1,N,44123718,6,8104
9574,1,N,29979465,5,3234
9575,1,N,62117884,6,9221
9576,1,N,5662225,,10150
9577,1,N,43643057,7,5320
9579,1,Y,51344877,,8090
9580,1,N,9095802,,4497
9582,1,N,62369901,,10278
9583,1,N,19832564,,9541
9585,1,N,16417079,,4464
9586,1,N,42850122,7,11729
9587,1,N,40527987,6,4736
9588,1,Y,32432014,,4802
