,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MAIN_INSR_AMT_SUM,EXPR_SUM,WORK_YEARS_MIN,EXPR_COUNT
2347,1,2,6,0,9,0,2008,1,380000000.0,5,3,8
2348,0,2,3,0,1,1,2006,10,60000000.0,2,9,2
2349,0,2,6,0,25,3,2012,9,198770870.0,7,13,8
2350,0,2,4,0,3,0,2007,1,274556060.0,5,1,9
2351,0,1,4,0,1,3,2005,8,133000000.0,3,11,3
2352,0,2,5,1,3,2,2006,5,163000000.0,4,1,8
2353,1,1,4,0,10,0,2007,1,65200000.0,2,4,4
2354,0,2,5,0,18,6,2007,12,212996310.0,8,0,9
2355,1,2,6,0,2,1,2004,10,22000000.0,2,1,3
2356,0,2,3,0,24,1,2013,6,80000000.0,2,15,2
2357,0,1,5,0,6,4,2001,1,1649683450.0,20,1,60
2358,0,2,3,0,3,3,2004,5,325355930.0,7,1,12
2359,0,2,4,0,3,3,2003,12,120000000.0,2,13,2
2360,0,2,3,0,1,7,2006,12,352941570.0,5,1,8
2361,0,2,6,0,25,6,2014,6,103880000.0,3,5,6
2362,0,1,6,0,6,22,2012,11,2402300000.0,32,1,43
2363,0,2,4,0,1,6,2014,3,660000000.0,11,1,11
2364,1,2,5,0,9,2,2007,6,65000000.0,3,3,3
2366,0,2,7,0,3,0,2003,5,10000000.0,0,17,1
2367,0,2,5,0,12,1,2016,3,30000000.0,1,17,1
2368,0,2,5,0,1,0,2016,5,115000000.0,2,3,5
2369,0,1,5,0,13,22,2016,3,727208000.0,8,3,9
2370,0,2,5,0,24,4,2016,6,175000000.0,4,5,4
2371,0,1,3,0,15,5,2016,5,1093728707.0,8,3,11
2372,0,1,5,0,2,10,2009,2,143300000.0,3,6,9
2373,0,2,6,0,25,0,2004,6,77116659.0,3,1,4
2375,1,2,4,0,9,0,2005,7,45000000.0,1,1,2
2376,1,2,5,0,3,0,2000,10,25000000.0,0,1,2
2377,0,2,4,0,3,1,2016,6,92000000.0,3,1,4
2379,0,1,5,0,6,13,2015,4,510000000.0,9,1,12
2380,0,2,3,0,3,3,2007,12,1528902328.0,31,1,40
2381,0,1,5,0,1,0,2015,5,85000000.0,2,1,3
2382,0,1,5,0,8,3,2006,2,117200000.0,2,3,5
2383,0,2,4,0,3,10,2013,7,687082100.0,17,3,22
2384,0,2,4,0,24,1,2007,11,70000000.0,1,1,2
2385,0,2,4,0,3,0,2014,12,38200000.0,0,1,6
2386,0,2,6,0,2,2,2016,6,12000000.0,1,4,1
2387,0,2,5,0,9,1,2010,1,119000000.0,2,6,4
2388,0,2,6,1,3,24,2006,5,952156391.0,15,1,26
2389,0,2,5,1,3,4,1998,8,1241031438.0,8,1,24
2390,0,2,4,0,3,1,2008,9,100972050.0,4,13,6
2392,0,2,4,0,2,2,1999,4,160558644.0,3,1,9
2393,0,1,6,0,1,2,2007,12,40000000.0,1,1,2
2394,0,2,4,0,3,1,2006,10,60000000.0,2,6,3
2395,0,1,5,0,2,0,2016,5,196000000.0,5,5,6
2396,1,2,5,0,12,0,2007,9,295662880.0,7,12,9
2397,0,1,5,0,2,9,2003,12,281200000.0,3,14,6
2398,0,2,4,0,3,3,2012,6,434617752.0,10,3,12
2399,0,2,5,0,8,1,2011,1,65000000.0,1,1,3
2400,1,2,4,1,3,4,2006,4,716501780.0,13,2,16
2401,0,2,6,0,3,3,2009,2,30000000.0,1,8,1
2402,0,2,5,0,9,1,2016,6,100000000.0,2,8,2
2403,0,1,3,0,9,0,2015,11,102087250.0,3,0,5
2404,0,2,4,0,9,0,2011,5,100000000.0,2,25,2
2405,0,2,5,1,12,1,2014,6,104000000.0,2,10,4
2406,0,1,3,0,2,7,2012,11,305913669.0,7,2,9
2407,0,2,3,0,18,1,2013,3,178225170.0,3,8,4
2408,1,2,4,1,3,0,2002,9,394000000.0,6,0,8
2409,0,2,3,0,4,0,2002,10,268500000.0,2,1,5
2410,0,2,3,0,3,2,2015,2,98000000.0,2,3,2
2411,0,2,5,0,3,0,2012,10,391000000.0,7,3,10
2412,0,2,4,0,3,3,2012,2,532900000.0,7,0,9
2413,0,2,4,0,1,2,2011,8,124000000.0,3,0,5
2414,1,1,6,0,7,1,2014,10,195000000.0,2,1,7
2415,1,2,5,0,3,0,1999,5,87000000.0,3,3,5
2416,0,2,6,0,3,1,2000,7,186003550.0,3,0,9
2418,1,2,4,1,9,5,2013,3,450000000.0,5,2,9
2419,0,2,5,0,3,0,2003,5,20000000.0,0,1,1
2420,0,2,4,0,1,2,2004,10,99000000.0,1,1,7
2422,0,2,5,0,3,10,2008,11,244000000.0,5,2,8
2423,0,2,5,1,3,4,2000,1,878795952.0,10,1,26
2424,0,1,5,0,1,8,2003,5,128000000.0,1,6,4
2425,0,2,5,0,8,4,2006,3,200000000.0,3,0,5
2426,0,1,6,0,1,1,2003,5,21000000.0,0,12,1
2427,0,2,4,0,18,1,2016,6,215000000.0,3,11,7
2428,0,2,5,1,3,3,2002,9,328477347.0,4,2,11
2429,0,2,6,0,3,1,2012,7,17111859.0,0,0,1
2430,0,2,4,0,3,4,2005,2,120586680.0,2,3,6
2431,0,2,6,0,3,3,1999,2,102903934.0,1,1,6
2432,0,2,5,0,3,3,2011,4,555000000.0,7,3,16
2433,0,2,7,0,7,0,2006,8,130000000.0,2,0,3
2434,0,2,6,0,3,2,2004,12,115393460.0,2,1,5
2436,0,2,4,0,3,1,2015,11,297000000.0,4,0,10
2437,0,2,5,0,4,6,2004,3,93843630.0,4,1,5
2438,0,2,4,0,19,2,2005,3,184746680.0,3,3,5
2439,0,1,6,0,8,1,2003,5,122299702.0,2,1,4
2440,0,1,4,0,6,1,2014,1,137150000.0,3,3,6
2441,0,2,4,0,8,4,2002,6,328500000.0,4,0,9
2442,0,2,4,0,10,1,2016,6,666346007.0,7,1,13
2444,0,2,5,0,3,0,2010,1,30000000.0,0,2,2
2445,0,2,4,0,2,5,2006,11,270300000.0,6,13,10
2446,0,2,5,0,2,20,2005,8,559717287.0,10,1,18
2447,0,2,4,0,9,4,2007,10,181000000.0,3,1,5
2449,1,2,4,0,3,1,2015,12,110000000.0,1,4,2
2450,0,2,5,0,1,11,2003,5,296480000.0,5,3,8
2451,0,2,5,0,9,0,2006,6,168222440.0,5,2,8
2452,0,2,6,0,3,3,2006,6,72052550.0,2,11,3
2454,0,1,6,0,2,3,2002,3,45000000.0,0,3,3
2455,0,2,3,0,3,1,2016,6,44000000.0,1,0,2
2456,0,2,6,0,3,4,2003,2,693503520.0,8,1,21
2457,0,1,5,0,8,4,2003,5,1341098218.0,11,6,30
2458,0,2,4,0,1,9,2012,2,377727318.0,8,7,14
2459,0,2,4,1,3,16,2003,9,979033418.0,12,1,20
2460,0,2,4,0,3,1,2003,8,40000000.0,1,10,1
2461,0,1,5,0,11,2,2003,8,89000000.0,1,18,2
2462,0,2,4,1,3,6,2015,12,649714290.0,9,9,12
2463,0,1,5,0,9,8,2006,10,342000000.0,5,17,6
2464,0,1,4,0,1,0,2013,9,59000000.0,0,1,5
2465,1,2,4,0,19,9,2007,11,429000000.0,7,27,8
2466,1,2,5,0,3,2,2013,1,317429750.0,5,1,5
2467,0,2,4,0,9,1,2011,11,80085419.0,2,1,5
2468,0,2,4,0,2,5,2016,3,727526480.0,8,0,11
2469,0,1,5,0,2,0,2016,6,126684211.0,5,1,5
2470,0,2,5,0,9,3,2010,9,60200000.0,2,19,2
2471,0,2,6,0,3,6,2008,1,208876190.0,5,21,10
2472,0,2,4,0,2,2,2003,12,140000000.0,1,1,6
2474,0,2,4,0,1,2,2014,4,229600000.0,5,5,11
2475,0,2,4,0,3,1,2008,12,261911000.0,6,6,8
2476,0,1,4,0,6,0,2007,6,147696300.0,4,1,6
2477,0,2,5,0,9,12,2009,12,451395429.0,8,4,8
2479,0,1,3,0,4,13,1999,2,1245208022.0,30,0,50
2481,0,2,5,1,9,9,2013,12,568024160.0,6,1,12
2482,0,1,6,0,9,21,2003,5,408000000.0,7,23,10
2483,0,1,4,0,2,4,2004,7,112000000.0,2,3,2
2484,0,2,5,1,3,7,2014,8,1092563920.0,19,1,24
2485,0,2,5,0,3,8,2004,12,94884750.0,3,9,5
2486,0,2,4,0,14,18,2006,12,399639630.0,6,14,14
2488,0,1,4,0,2,2,2010,4,116989290.0,3,1,3
2489,0,1,5,0,8,2,2013,11,204870592.0,5,6,8
2490,0,2,4,0,8,4,2007,10,200000000.0,2,7,2
2491,0,2,4,0,1,10,2007,3,242000000.0,3,1,6
2492,0,2,3,0,14,0,2014,7,400000000.0,3,12,3
2493,0,2,4,0,3,2,2010,7,93000000.0,3,3,5
2494,0,2,4,0,2,4,2010,3,764352275.0,10,2,24
2495,0,1,3,0,21,4,2010,8,179500000.0,4,2,7
2496,0,2,4,0,24,1,2006,3,86000000.0,2,4,2
2497,0,2,6,1,3,3,2008,2,255000000.0,6,1,13
2498,0,2,4,1,3,0,2003,5,80000000.0,0,0,5
2499,0,2,4,0,8,2,2009,3,260000000.0,4,12,9
2500,0,2,3,0,3,4,2013,6,410000000.0,6,2,14
2501,0,2,4,0,2,8,2015,10,655000000.0,12,2,17
2502,0,1,3,0,8,3,2013,12,316261360.0,5,7,7
2503,0,2,3,0,3,2,2009,9,122000000.0,2,3,3
2504,0,1,3,0,1,9,2012,6,787911050.0,14,2,18
2506,0,1,5,0,1,4,2000,10,248794755.0,2,1,6
2507,0,1,5,0,6,2,2011,11,80000000.0,1,1,3
2508,0,2,4,0,4,1,2008,3,164000000.0,5,1,7
2509,0,1,5,0,8,7,2014,8,215533560.0,5,1,10
2510,0,2,4,0,3,3,2015,7,302296992.0,7,2,13
2511,0,2,4,0,9,1,2016,6,130000000.0,2,5,6
2512,0,2,5,0,10,9,2011,9,645400000.0,14,1,17
2513,0,1,6,0,11,0,2006,4,90000000.0,0,2,2
2515,0,2,4,0,3,1,2011,3,85971220.0,2,2,2
2516,0,2,5,0,3,0,2005,12,25000000.0,1,1,2
2517,0,2,5,0,3,5,2007,3,61005504.0,3,3,6
2518,0,2,3,0,3,2,2006,3,217833290.0,5,2,6
2519,0,2,5,1,2,8,1999,3,311286344.0,3,1,14
2520,0,2,5,1,9,15,2014,8,1075492439.0,20,3,37
2521,0,2,5,0,2,0,2016,6,65000000.0,1,1,3
2522,0,2,6,0,12,3,2014,5,225000000.0,4,24,8
2523,0,2,6,0,3,4,2009,5,82200000.0,2,1,3
2524,0,2,4,0,2,0,2007,5,205000000.0,4,1,7
2525,0,2,4,0,3,1,2011,6,127000000.0,3,1,4
2526,0,2,3,0,3,8,2008,2,369920758.0,9,1,15
2527,0,2,6,0,15,17,2006,9,546143700.0,11,3,15
2528,0,2,3,1,9,0,2015,1,401386862.0,6,1,9
2529,0,1,4,0,10,2,2006,2,140000000.0,1,5,4
2530,0,2,5,1,3,2,2015,10,234000000.0,5,8,7
2531,0,1,4,0,1,0,2000,3,70000000.0,1,8,2
2532,0,2,5,0,3,8,2011,12,372809570.0,12,1,14
2534,0,2,5,1,3,2,2008,4,427485730.0,8,1,17
2535,0,1,5,0,2,1,2008,11,387048915.0,10,0,15
2536,0,1,4,0,8,0,2002,12,130000000.0,3,4,4
2537,1,2,3,0,3,0,2014,1,15000000.0,0,2,3
2538,0,2,5,0,3,2,2011,12,80000000.0,3,5,4
2539,0,2,4,0,4,1,2003,3,85000000.0,0,2,5
2540,0,1,4,0,8,0,2003,5,50090649.0,2,2,2
2541,0,2,5,0,9,4,2011,12,399209000.0,10,11,12
2542,0,2,4,0,9,3,2008,4,486282910.0,6,2,6
2543,1,2,5,0,3,3,2003,1,195985464.0,2,1,8
2544,1,2,4,0,3,0,1998,11,87200000.0,1,2,4
2545,0,2,3,0,18,17,2009,7,771161816.0,15,1,22
2546,0,1,5,0,2,0,2008,2,74200000.0,2,0,4
2547,0,2,5,0,3,2,2014,7,190000000.0,2,4,4
2548,0,2,3,1,3,1,2010,6,209000000.0,4,10,5
2549,1,1,5,0,6,0,2007,10,90000000.0,2,1,2
2550,0,1,3,0,1,2,2004,12,149000000.0,1,7,5
2551,0,2,3,0,3,2,2008,5,317000000.0,7,1,8
2552,0,2,8,0,3,0,2003,5,10000000.0,0,21,1
2553,0,2,5,0,3,9,2013,6,502967740.0,13,0,19
2554,0,1,5,0,19,2,2003,5,90000000.0,1,8,3
2555,0,2,5,1,9,18,2007,1,2011716240.0,45,6,71
2556,0,2,7,0,7,1,2009,9,14000000.0,0,12,1
2557,0,2,4,0,3,1,2004,5,156440000.0,2,21,6
2558,0,2,6,0,2,3,2004,11,129000000.0,1,3,7
2559,0,2,5,0,2,4,2006,8,398470927.0,7,1,13
2560,0,1,5,0,8,0,1999,6,504546612.0,6,1,18
2562,0,2,5,0,8,4,2006,10,113052910.0,2,12,3
2563,0,2,5,0,3,5,2016,6,114475550.0,4,12,5
2564,0,1,6,0,1,0,2003,5,10000000.0,0,12,1
2565,0,1,5,0,8,2,2005,8,90000000.0,3,4,4
2566,0,1,6,0,2,9,2005,3,46800000.0,2,9,2
2568,0,1,5,0,1,0,1998,11,148000000.0,2,1,9
2569,0,2,4,1,9,1,2001,9,261600000.0,2,1,9
2570,0,2,4,0,8,4,2016,3,321261264.0,8,1,12
2571,0,1,5,0,8,5,2000,3,215486870.0,4,1,11
2572,0,1,4,0,1,0,2003,5,20000000.0,0,2,1
2574,0,2,4,0,10,5,2005,7,140000000.0,2,15,4
2575,0,2,6,0,9,5,2001,1,112994680.0,2,1,6
2577,0,1,6,0,1,5,2004,3,391080636.0,3,1,5
2578,0,1,6,0,9,3,2003,5,241400000.0,0,5,6
2579,0,2,5,0,3,2,2003,5,73386342.0,0,3,2
2580,0,2,5,0,4,7,2016,2,254000000.0,6,12,9
2581,0,2,5,0,3,2,2007,11,80000000.0,2,1,3
2582,0,2,4,1,2,3,2007,1,107500000.0,2,0,8
2583,0,2,4,1,9,4,2004,5,469080000.0,5,2,19
2584,1,2,5,0,3,19,2006,3,499173551.0,8,3,16
2585,0,2,6,0,3,5,2007,7,266365080.0,3,1,8
2586,0,1,3,0,6,0,2001,11,394411759.0,8,1,9
2588,0,2,6,0,3,2,2003,5,18599404.0,0,5,2
2589,0,2,6,0,3,2,2001,5,120000000.0,2,1,4
2590,0,2,5,1,10,2,2007,6,128130650.0,5,6,6
2591,0,2,4,0,9,5,2004,4,60644260.0,2,0,2
2592,0,2,6,0,25,2,2004,8,55612910.0,3,1,4
2593,0,2,5,0,4,14,2005,1,811816995.0,17,2,23
2595,0,2,6,0,25,1,2006,11,84000000.0,2,1,6
2596,0,1,5,0,8,2,2004,1,221077610.0,6,6,6
2597,0,2,4,0,19,4,2003,3,639561198.0,11,17,19
2598,0,1,6,0,5,0,2002,12,43300000.0,2,2,6
2599,1,2,4,0,9,1,2002,8,300000000.0,4,6,12
2600,1,2,5,0,9,2,2007,8,90000000.0,2,10,2
2601,0,2,4,0,4,0,2002,2,50000000.0,1,2,3
2602,0,2,3,0,1,5,2006,1,183100000.0,8,7,9
2603,0,2,4,0,3,0,2003,5,26000000.0,0,1,2
2604,0,2,5,0,3,2,2003,5,86677268.0,0,4,8
2605,0,2,3,0,24,3,2008,12,90000000.0,3,16,3
2606,0,1,5,0,8,2,2003,8,92000000.0,1,5,2
2607,0,2,5,0,3,5,2013,11,71000000.0,3,2,7
2608,0,2,4,0,24,2,2006,3,254600000.0,4,4,7
2609,0,2,4,0,18,1,2004,3,114610260.0,2,1,3
2610,0,2,5,0,7,3,2012,9,240000000.0,5,0,7
2611,0,1,6,0,7,2,2004,2,256322621.0,5,21,8
2612,0,1,6,0,2,4,2001,12,182456391.0,3,21,6
2613,0,2,4,1,2,25,2015,9,1827488043.0,17,1,21
2614,0,1,4,0,8,1,2016,4,209000000.0,5,1,10
2615,0,2,5,1,2,4,2014,6,141935385.0,5,1,7
2616,0,2,4,0,3,2,2016,3,231200000.0,3,3,11
2617,0,2,7,0,25,1,2005,7,255017540.0,4,3,11
2618,0,2,6,0,3,2,2000,11,132877613.0,0,1,11
2620,0,2,5,0,3,0,2004,3,26000000.0,0,2,2
2621,0,2,6,0,9,8,2006,8,132000000.0,3,1,6
2622,0,1,5,0,8,0,2000,11,130000000.0,2,1,4
2624,0,1,5,0,8,2,2015,10,353247788.0,10,16,11
2625,0,1,4,0,6,5,2007,5,234939530.0,5,16,7
2626,0,1,4,0,2,0,2016,6,85000000.0,0,0,4
2627,0,1,6,0,4,3,2005,2,144000000.0,4,4,4
2628,1,2,4,0,2,4,2014,5,407386320.0,8,1,11
2629,0,2,5,1,3,10,1999,7,441272618.0,10,1,20
2630,0,2,4,1,9,9,2011,7,1143661223.0,22,0,36
2631,0,2,6,0,2,4,2016,5,210332452.0,1,14,3
2632,0,2,6,1,2,8,2004,11,70800000.0,0,2,3
2633,0,2,4,0,2,1,2014,1,130000000.0,2,1,3
2634,0,1,6,0,7,0,2005,3,10000000.0,0,1,1
2635,0,2,5,1,3,4,2012,2,120000000.0,2,4,3
2636,0,2,4,1,19,10,2004,3,419814650.0,10,1,13
2637,0,1,4,0,2,11,2009,10,83000000.0,1,8,5
2638,0,1,5,0,9,6,2006,3,30000000.0,1,13,1
2639,0,2,4,1,2,3,2006,5,251077268.0,6,1,13
2641,0,1,4,0,1,0,2004,4,105000000.0,3,1,3
2642,1,1,4,0,9,0,2002,1,346000000.0,5,1,7
2643,0,2,6,0,8,0,2016,5,188000000.0,4,15,7
2644,0,2,5,0,3,1,2011,8,143200000.0,2,2,4
2645,0,1,6,0,6,0,2000,11,44000000.0,1,0,4
2646,0,1,4,0,1,4,2006,12,253650000.0,4,0,17
2647,0,2,5,0,3,2,2006,3,49360000.0,2,18,3
2648,0,1,6,0,1,5,2009,5,310000000.0,4,4,5
2649,0,2,5,0,3,1,2013,7,140000000.0,3,5,5
2650,0,2,5,0,1,2,2002,5,689000000.0,6,0,10
2651,0,2,5,0,3,0,2016,6,20000000.0,0,20,1
2652,0,2,4,0,3,1,2016,6,62000000.0,3,3,3
2653,0,1,6,0,6,5,2015,10,113400000.0,3,2,3
2655,0,2,3,0,3,0,2007,10,103000000.0,1,11,4
2656,0,1,5,0,8,1,2015,2,95000000.0,3,3,3
2657,1,2,6,0,3,5,2001,4,138852860.0,2,6,9
2658,0,1,4,0,8,0,2009,5,50000000.0,1,4,1
2659,0,2,4,1,9,19,2015,11,1029690476.0,19,15,31
2660,0,1,4,0,13,2,2010,10,162325228.0,3,14,5
2661,0,1,5,0,1,1,2012,9,232200000.0,3,20,3
2663,0,1,4,0,2,0,2003,5,65000000.0,2,2,4
2664,0,2,6,0,2,8,2016,3,1767496252.0,11,3,12
2665,0,1,5,0,24,4,2003,5,248000000.0,5,0,6
2666,0,1,6,0,11,1,2015,11,15000000.0,1,5,1
2668,0,2,4,1,3,3,2013,7,160000000.0,2,0,7
2669,0,2,4,0,3,4,2016,3,90000000.0,2,1,4
2670,0,2,5,0,2,2,1998,11,67200000.0,1,9,3
2671,0,1,4,0,9,0,2003,5,110500000.0,3,4,4
2672,0,2,5,0,9,6,2012,10,405295040.0,15,15,17
2673,1,1,5,0,2,3,2012,12,147862790.0,4,2,10
2674,0,1,6,0,7,1,2016,5,20000000.0,0,1,2
2675,0,1,4,0,1,1,2012,9,129000000.0,3,2,4
2676,0,1,7,0,25,3,2016,6,56000000.0,0,3,3
2678,0,2,4,0,18,0,2004,6,90000000.0,0,1,3
2679,0,2,5,0,2,5,2002,4,345000000.0,5,10,7
2680,0,2,6,0,3,6,2003,5,150000000.0,0,4,8
2682,0,1,5,0,1,0,2003,5,139817798.0,3,5,7
2683,0,1,5,0,6,0,2003,5,180000000.0,3,1,4
2684,0,2,5,0,2,10,2015,9,348103046.0,9,4,13
2685,0,1,7,0,6,2,2003,5,46456391.0,0,4,3
2686,0,2,4,0,19,5,2015,12,307400000.0,7,2,10
2687,0,2,6,0,3,1,2004,6,44754650.0,2,2,4
2688,0,2,4,1,18,8,2004,5,1028715327.0,11,1,27
2689,0,2,4,0,1,2,2016,6,121027027.0,2,3,4
2690,0,2,4,0,9,5,2003,5,165000000.0,2,4,4
2691,0,1,5,0,8,6,2016,1,123000000.0,2,3,4
2692,0,2,6,0,3,2,2009,9,122000000.0,2,5,6
2693,0,2,4,0,19,6,2015,11,264597178.0,4,1,11
2694,0,1,5,0,6,2,2015,11,60000000.0,1,3,3
2695,0,1,4,0,6,1,2001,2,353370611.0,7,2,15
2696,0,2,6,1,3,2,2004,3,30000000.0,1,8,2
2697,0,2,5,0,3,0,2014,5,40000000.0,1,1,2
2698,0,2,5,0,3,3,2002,11,197956391.0,1,1,6
2699,0,1,4,0,1,0,2002,3,630765903.0,7,4,15
2700,0,2,7,0,3,1,2003,5,10000000.0,0,6,1
2702,0,1,5,0,10,4,2003,5,70000000.0,0,9,4
2703,0,1,5,0,10,3,2016,6,74000000.0,3,2,5
2705,0,2,5,0,8,5,2006,9,130000000.0,2,0,2
2706,1,1,4,0,1,0,2012,12,395846410.0,6,3,9
2707,0,2,6,0,9,5,2001,12,256165661.0,2,10,6
2708,0,1,6,0,9,0,2013,5,239000000.0,4,3,8
2709,0,2,5,0,3,6,2005,3,626393690.0,12,4,17
2710,0,2,5,0,8,3,2016,6,120000000.0,3,5,4
2711,0,2,5,1,12,0,2003,1,324500000.0,6,0,9
2713,0,2,5,0,2,14,2012,12,384000000.0,4,1,8
2714,0,2,5,0,2,7,2014,5,326742390.0,10,0,19
2715,0,2,5,0,3,3,2006,2,39802280.0,2,19,2
2716,0,2,4,1,9,7,2011,8,497899740.0,13,0,22
2717,0,2,5,0,9,8,2007,2,259875000.0,5,0,9
2718,0,2,4,1,3,2,2010,5,49600000.0,3,1,5
2719,0,2,4,0,24,5,2004,3,96000000.0,1,3,4
2720,0,2,4,0,2,0,2014,3,124000000.0,2,3,6
2721,0,2,5,0,3,3,2003,7,102000000.0,0,4,5
2722,0,2,4,0,3,4,2003,7,200000000.0,2,10,4
2723,0,2,6,0,2,3,2003,7,90000000.0,2,19,4
2724,0,2,3,0,1,2,2003,6,141996270.0,5,1,9
2725,0,1,5,0,8,0,2000,8,285540271.0,5,1,17
2726,0,2,5,1,2,2,2003,10,229000000.0,3,0,8
2727,0,2,4,1,12,17,2003,3,589732997.0,9,3,31
2728,0,1,4,0,10,0,2000,11,105000000.0,2,1,6
2729,0,2,4,0,3,2,2003,9,125000000.0,1,23,3
2730,0,2,5,0,9,4,2005,1,185417860.0,5,3,6
2733,0,1,5,0,8,8,2004,3,188400000.0,5,1,8
2734,0,2,6,0,3,4,2007,2,211500000.0,2,3,12
2735,0,2,4,0,18,7,2016,2,218798178.0,2,5,4
2736,1,1,3,0,1,0,2009,12,310000000.0,6,3,6
2737,0,1,5,0,6,1,2003,1,206659865.0,3,11,8
2738,0,2,5,0,2,6,2006,9,224789000.0,3,0,8
2739,0,2,5,0,3,3,2009,7,67000000.0,1,3,5
2740,0,2,4,0,9,1,2011,11,430000000.0,4,0,14
2741,0,1,5,0,8,3,2007,3,128710461.0,2,8,4
2742,0,1,4,0,8,0,2010,12,103500000.0,1,1,5
2743,1,2,5,0,3,3,2003,5,91000000.0,1,0,6
2744,0,2,5,0,3,4,2004,3,100000000.0,1,4,3
2745,0,1,5,0,8,3,2012,4,50000000.0,1,15,1
2746,0,2,5,0,2,2,2004,6,84545920.0,2,1,4
2747,0,2,6,0,3,2,2004,4,30000000.0,1,12,1
2748,0,1,4,0,11,4,2004,5,110000000.0,2,0,3
2749,0,2,5,1,3,16,2016,6,1076524660.0,12,0,22
2750,0,2,5,0,3,11,2015,12,355847134.0,8,10,12
2751,0,2,4,1,9,7,2013,9,847463070.0,17,1,24
2752,0,1,3,0,15,3,2009,9,137000000.0,2,14,3
2753,0,1,6,0,6,0,2003,5,70000000.0,0,24,2
2754,0,1,5,0,2,0,2006,1,10000000.0,0,24,1
2755,0,2,5,0,3,3,2015,3,591052632.0,7,12,8
2756,0,2,3,0,3,0,2016,6,196000000.0,3,24,6
2757,0,2,5,0,2,9,2006,10,241200000.0,3,4,6
2758,0,1,4,0,10,2,2013,11,99474633.0,3,10,4
2759,0,2,4,0,1,4,2012,7,232000000.0,3,2,5
2760,0,1,4,0,1,2,2006,9,234100000.0,3,2,10
2761,0,1,5,0,8,0,2012,8,137956960.0,4,1,5
2762,0,2,4,0,3,3,2013,6,306000000.0,6,13,9
2763,0,2,5,0,3,1,2013,3,68278690.0,2,16,2
2765,0,2,3,0,9,1,2008,9,158400000.0,3,11,4
2767,0,2,5,0,3,7,2006,11,237420540.0,6,1,10
2768,0,2,6,0,2,2,2005,2,217500000.0,2,5,7
2769,1,2,5,0,2,5,2010,4,107738220.0,4,8,4
2770,0,2,5,0,3,0,2001,11,37000000.0,1,5,2
2771,0,2,6,0,25,1,2007,11,60000000.0,2,2,3
2772,1,1,7,0,25,2,1999,8,227535026.0,3,1,10
2773,0,2,6,0,3,1,2002,7,170000000.0,3,8,3
2774,0,2,8,0,3,1,2003,5,91600000.0,0,6,5
2775,0,1,5,0,10,5,2016,6,165004980.0,4,1,6
2776,1,2,4,0,19,6,2010,7,719000000.0,8,1,9
2777,1,2,6,0,3,3,2015,7,30000000.0,1,18,1
2778,0,2,7,0,25,0,2005,9,73000000.0,1,29,4
2779,0,2,6,1,2,12,2007,5,130000000.0,1,9,4
2780,1,2,5,1,9,34,2008,10,1766098943.0,24,2,47
2781,1,2,5,0,2,6,2016,6,390000000.0,7,2,7
2782,0,2,5,0,13,62,2011,11,1334726990.0,19,2,21
2783,0,2,5,0,2,0,2010,7,6000000.0,0,7,1
2784,0,2,6,0,4,5,2012,6,91000000.0,1,8,3
2785,1,2,4,1,9,4,1998,7,486500000.0,5,0,16
2786,0,2,5,0,3,7,2015,11,391260500.0,7,1,15
2787,0,2,5,0,3,11,2014,1,348270986.0,9,1,15
2788,0,1,5,0,2,2,2006,6,240000000.0,4,3,6
2789,0,2,7,0,7,2,1999,9,50000000.0,0,8,2
2790,0,2,5,0,3,0,2006,12,120000000.0,3,3,4
2791,0,2,5,1,3,6,2004,2,262330617.0,5,5,6
2792,0,2,5,1,3,3,2001,6,425312442.0,6,1,13
2793,0,2,5,0,3,3,2012,2,261000000.0,6,1,11
2794,0,1,4,0,2,2,2003,7,210000000.0,3,11,5
2795,0,2,5,0,3,3,2006,10,50000000.0,1,7,1
2796,0,2,4,0,3,2,2009,3,195000000.0,6,2,10
2797,0,2,3,0,24,2,2012,12,208000000.0,3,0,8
2798,0,2,5,0,9,1,2008,9,186183280.0,7,16,9
2799,0,2,5,0,3,2,2007,5,121712140.0,3,0,4
2800,0,2,6,0,3,3,2007,4,35000000.0,1,6,2
2801,0,2,5,0,3,2,2016,1,109613500.0,4,1,7
2802,0,1,5,0,9,0,1998,5,104296930.0,3,2,6
2803,0,2,4,0,9,0,2010,7,155000000.0,3,1,4
2804,0,2,5,0,3,2,2007,5,100000000.0,2,0,3
2805,0,2,4,0,1,4,2007,12,73000000.0,3,5,7
2806,0,2,4,0,9,0,2009,12,164329790.0,3,1,5
2807,0,2,6,0,3,5,2016,6,134739730.0,3,1,4
2808,0,2,5,1,3,1,2011,11,326172700.0,7,1,9
2809,0,1,6,0,2,4,2010,10,25000000.0,1,10,1
2810,0,1,5,0,6,4,2014,5,170000000.0,3,5,4
2811,0,1,6,0,8,5,2010,1,234000000.0,7,2,7
2812,0,2,4,0,2,6,2012,4,204000000.0,6,0,6
2813,1,2,5,0,3,2,2008,9,150000000.0,4,2,5
2814,1,2,6,0,24,2,2001,3,161713659.0,3,25,9
2816,0,2,5,0,4,2,2009,7,174000000.0,2,0,3
2817,0,2,4,0,3,5,2006,6,268084093.0,5,0,13
2818,0,1,5,0,2,1,1999,5,101000000.0,0,26,3
