,INCB_DVSN,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MNTH_INCM_AMT_AVG,MAIN_INSR_AMT_SUM,SUM_ORIG_PREM_SUM,EXPR_SUM,CNTT_TERM_AVG,WORK_YEARS_MAX,WORK_YEARS_MIN,EXPR_COUNT
802,2,0,1,3,0,10,0,1,0,2003,6,1999,7,1250000.0,80113000.0,182904.0,2,3.75,10,8,4
803,1,0,2,3,0,24,3,1,5,2003,6,2014,1,2440000.0,198000000.0,699898.0,5,0.4,9,1,5
804,1,0,2,5,0,8,3,1,2,2003,6,2003,5,780000.0,144406196.0,946137.0,2,2.8,20,8,5
805,1,0,1,5,0,8,8,1,3,2003,6,2007,2,2958333.333333333,382434390.0,109348449.0,12,0.75,5,1,12
806,2,1,2,4,1,3,0,1,1,2009,6,2009,6,1250000.0,55000000.0,147700.0,2,1.0,9,8,2
807,2,0,2,5,0,9,1,1,1,2003,6,2001,11,1280000.0,178228195.0,460116.0,3,0.1,8,0,10
808,2,0,1,5,0,1,4,1,5,2003,6,2013,11,3023809.523809524,621502500.0,2109583.0,15,0.5238095238095238,14,8,21
809,1,0,2,3,0,1,0,1,0,2009,2,2016,6,2550000.0,80000000.0,89045.0,1,12.0,2,2,2
810,1,0,2,5,1,9,1,1,5,1999,1,2011,5,1850000.0,478000000.0,1428678.0,5,0.2142857142857142,7,0,14
811,1,0,2,6,0,3,2,1,1,2003,6,2000,7,1250000.0,95000000.0,287700.0,1,0.25,3,2,4
812,1,0,1,5,0,1,6,1,8,2003,6,2010,1,3500000.0,238112580.0,1660931.0,8,3.2222222222222223,19,2,9
813,1,0,1,5,0,13,2,1,3,2003,3,2016,5,10000000.0,60000000.0,319785.0,1,0.0,1,1,1
814,2,0,2,6,0,4,14,1,20,2003,6,2012,7,4736842.105263158,726000000.0,3412724.0,15,0.7368421052631579,8,2,19
815,1,0,2,4,0,2,9,1,18,2003,6,2016,5,3260000.0,712714682.0,51343255.0,15,1.3,9,1,20
816,1,0,2,5,0,9,5,1,6,2003,6,2015,6,3000000.0,277694030.0,1112730.0,6,1.3,14,2,10
817,1,0,2,4,0,2,10,1,27,2003,6,2012,10,4045454.5454545454,646248000.0,3809660.0,9,0.1818181818181818,9,0,11
818,1,0,1,4,0,7,15,1,27,2003,6,2016,2,5300000.0,568987000.0,2744310.0,7,2.5,9,9,10
819,2,0,2,3,0,4,27,1,42,2003,6,2009,6,1862068.9655172413,966616461.0,60810258.0,14,0.4827586206896552,20,0,29
820,2,0,2,6,0,2,6,1,10,2001,1,2002,12,1841176.4705882352,491597466.0,6828863.0,7,0.2352941176470588,20,0,17
823,1,0,2,4,0,2,5,1,13,2003,6,2003,6,2633333.333333333,298000000.0,2461908.0,3,0.4444444444444444,4,1,9
824,1,0,1,4,0,24,3,1,4,2006,12,2013,10,3041666.6666666665,374000000.0,25507077.0,11,0.1666666666666666,20,1,12
825,1,1,2,4,1,3,3,1,7,1995,4,2007,4,4565625.0,1213872320.0,3686464.0,22,0.03125,6,1,32
827,2,0,2,5,1,3,7,1,6,1999,12,2011,10,1600000.0,534445464.0,4068981.0,8,0.5357142857142857,19,0,28
828,2,0,2,5,1,9,9,1,19,2003,3,2013,9,2808823.529411765,1713749020.0,8305042.0,22,0.8529411764705882,26,1,34
829,1,0,2,3,0,9,1,1,3,2011,12,2011,12,2600000.0,154000000.0,590434.0,4,2.0,3,3,5
830,2,0,1,4,0,8,2,1,2,2004,1,2014,3,2000000.0,124400000.0,405325.0,3,0.0,8,4,3
831,1,0,1,5,0,8,2,1,3,2003,6,2011,12,2500000.0,60000000.0,2820820.0,2,0.3333333333333333,10,1,3
832,1,1,2,4,0,9,2,1,29,2010,4,2013,6,3500000.0,1069522202.0,5130205.0,8,1.0833333333333333,12,0,12
833,1,0,2,3,0,3,0,1,1,1,1,2013,12,5000000.0,100000000.0,178460.0,1,2.0,3,3,1
834,2,0,2,5,0,3,4,1,4,2003,6,2012,3,2033333.3333333333,216000000.0,716067.0,5,2.0,15,0,9
835,2,0,2,5,0,9,2,1,8,2003,6,2015,5,2555555.5555555555,366282609.0,1164057.0,4,0.3333333333333333,7,1,9
836,1,0,2,4,0,2,1,1,2,2004,8,2014,7,2500000.0,55200000.0,307153.0,2,0.3333333333333333,4,1,3
838,1,0,1,4,0,8,0,1,1,2003,6,2011,8,2656250.0,168000000.0,779032.0,4,0.0,34,1,8
839,1,0,2,5,0,8,2,1,2,2003,6,2016,6,3750000.0,63000000.0,326166.0,2,0.0,8,6,4
840,1,0,2,3,0,10,5,1,6,2003,6,2002,12,1746666.6666666667,463147690.0,2593296.0,7,1.0666666666666669,14,2,15
841,1,0,2,3,0,19,1,1,2,2005,11,2016,6,3666666.6666666665,124000000.0,442357.0,3,0.6666666666666666,23,1,3
842,1,0,2,5,0,3,1,1,2,2009,5,2013,8,1320000.0,107500000.0,342793.0,5,0.4,16,2,5
843,2,0,1,5,0,7,2,1,6,2003,6,2015,9,3790000.0,435629151.0,1666094.0,8,0.5,11,4,10
844,2,0,2,4,0,3,3,1,4,2003,6,2016,6,1950000.0,215000000.0,647020.0,4,0.75,30,4,8
845,1,0,2,5,0,2,0,1,1,2012,7,2016,6,3000000.0,10000000.0,105363.0,1,5.0,5,5,1
846,2,0,2,3,0,3,6,1,5,2003,6,2016,4,2150000.0,657404059.0,3451133.0,15,0.3846153846153846,8,2,26
847,2,0,1,4,0,1,0,1,5,2007,5,2016,1,5000000.0,299454545.0,905920.0,3,8.333333333333334,23,3,3
848,2,0,2,4,0,3,5,1,11,2003,6,2011,1,3461538.461538461,505751590.0,4397062.0,10,1.0,20,1,13
849,2,0,1,5,0,8,0,1,0,2003,6,2016,6,2000000.0,10000000.0,74830.0,0,1.0,5,5,1
850,1,0,1,5,0,8,4,1,4,2003,6,2003,6,175000.0,90000000.0,408950.0,1,0.5,22,22,2
851,1,1,1,6,0,6,3,1,4,1999,10,1998,12,1150000.0,152981071.0,4547715.0,4,0.1,9,1,10
852,1,0,1,6,0,8,3,1,2,2003,6,2005,3,1250000.0,52525890.0,1534090.0,2,0.0,9,1,4
853,1,1,2,5,0,3,20,1,12,2003,6,2003,2,1466666.6666666667,495906578.0,3275450.0,5,2.583333333333333,17,2,12
854,1,0,2,7,0,3,1,1,0,2003,6,1999,3,0.0,30000000.0,96300.0,0,1.0,7,7,2
855,1,0,2,4,1,9,0,1,2,2002,6,1998,7,0.0,75000000.0,280800.0,1,1.6,2,2,5
856,1,0,2,5,0,24,2,1,4,2003,6,2005,9,4500000.0,116775540.0,5631737.0,4,0.0,9,0,6
857,1,0,2,4,0,2,9,1,14,2001,4,2003,5,2113636.363636364,753130000.0,4111648.0,10,0.4090909090909091,30,1,22
858,1,0,2,4,0,3,16,1,24,2003,6,2015,6,4892857.142857143,618093290.0,22066026.0,10,0.7142857142857143,21,0,14
859,1,0,2,4,0,8,10,1,8,2003,6,2007,12,1977777.7777777775,279700000.0,1053435.0,3,0.2222222222222222,8,1,9
861,1,0,2,7,1,25,2,1,0,2002,10,2007,3,1500000.0,72444820.0,356160.0,1,0.0,17,0,3
862,1,0,2,6,0,3,0,1,0,2003,6,2003,5,0.0,20000000.0,64700.0,0,0.0,12,12,1
863,1,0,2,6,1,3,16,1,22,2000,12,2004,5,1626315.7894736845,383614969.0,12821585.0,12,0.2105263157894736,14,7,19
865,1,0,1,6,0,2,2,1,1,2003,6,2005,1,2200000.0,158113940.0,2430500.0,3,0.0,3,1,4
866,1,0,1,5,0,1,0,1,0,2003,6,1999,8,1100000.0,81800000.0,321194.0,0,0.2,13,1,5
867,1,0,2,4,0,3,0,1,1,2003,6,2010,2,1625000.0,75000000.0,274900.0,1,0.0,11,2,4
868,1,0,1,4,0,10,3,1,2,2003,6,2003,5,1250000.0,90000000.0,236640.0,1,0.0,11,4,4
869,1,0,2,3,0,1,7,1,23,1999,4,2014,1,833333.3333333334,37256391.0,635100.0,0,0.0,15,0,3
870,1,0,2,6,0,3,2,1,4,2003,6,2003,5,2083333.3333333333,195706444.0,763640.0,3,0.1666666666666666,19,2,6
871,1,0,2,4,0,1,11,1,9,2003,6,2016,4,2550000.0,418941163.0,29630596.0,13,1.125,17,4,16
872,1,0,2,5,0,3,8,1,5,2003,6,2012,10,1916666.6666666667,152004000.0,665224.0,3,1.3333333333333333,20,1,6
873,1,0,1,5,0,8,2,1,1,1999,10,2009,10,2100000.0,49000000.0,188830.0,0,0.0,8,1,4
874,1,0,2,5,0,2,0,1,2,2003,6,2006,12,2166666.6666666665,75000000.0,408300.0,1,0.3333333333333333,1,1,6
875,1,0,2,6,0,3,0,1,0,2003,6,2005,9,1000000.0,10000000.0,29800.0,0,0.0,3,3,1
876,2,0,1,4,0,2,19,1,24,2002,12,2014,10,6458333.333333333,1121298450.0,6641228.0,17,1.4166666666666667,15,5,24
877,2,1,2,5,0,3,8,1,17,2003,6,2007,1,2350000.0,1111693669.0,7824480.0,20,1.6578947368421053,18,1,38
878,1,0,2,5,1,9,1,1,4,2003,5,2005,6,3040000.0,135200000.0,718540.0,3,0.8,6,1,5
882,1,0,2,5,0,9,3,1,3,2003,6,2013,3,6000000.0,145972019.0,4712764.0,5,0.5714285714285714,25,2,7
883,1,0,1,4,0,7,4,1,3,2003,6,2007,2,1010000.0,217600000.0,1034573.0,5,1.0,21,0,10
884,1,0,1,4,0,1,4,1,6,2003,6,2010,10,1650000.0,110000000.0,330480.0,2,1.5,2,1,2
885,1,0,1,6,0,9,2,1,1,2003,6,2008,10,2100000.0,260293664.0,5079024.0,9,0.6923076923076923,20,4,13
886,1,0,1,4,0,18,1,1,0,2003,6,2002,6,1500000.0,50000000.0,14324950.0,1,0.0,12,12,1
887,1,0,2,3,0,4,0,1,0,2003,6,2000,9,1383333.3333333333,120000000.0,292160.0,1,0.0,18,12,3
888,1,0,2,5,1,9,5,1,1,1996,2,2004,5,866666.6666666666,140000000.0,467680.0,3,0.0,4,4,3
889,2,0,1,5,0,9,4,1,2,2003,6,2003,5,2333333.333333333,99844881.0,5743540.0,3,0.0,18,18,3
890,1,0,2,3,0,4,2,1,4,2003,6,2004,2,336666.6666666667,174000000.0,566170.0,2,0.0,9,0,6
891,1,0,1,4,0,2,1,1,1,2003,6,2011,1,900000.0,140000000.0,326200.0,2,7.0,4,4,2
892,1,0,2,4,0,3,2,1,1,2003,6,2005,3,750000.0,77247956.0,247500.0,1,0.0,4,3,2
893,2,0,2,5,1,9,12,1,10,2001,5,2011,6,2211428.571428572,954557630.0,9211654.0,24,0.1428571428571428,27,0,35
894,2,0,2,6,0,25,6,1,3,2003,6,2004,4,960000.0,215985210.0,6407713.0,4,0.2,27,1,5
895,2,0,2,4,0,1,4,1,6,2003,6,2016,6,4254545.454545454,447987722.0,1842964.0,10,0.0909090909090909,14,1,11
896,2,1,2,3,0,3,6,1,7,2003,6,2006,8,1541666.6666666667,547000000.0,1599675.0,8,1.6666666666666667,14,3,12
897,2,1,1,4,0,2,1,1,3,2003,2,2008,7,1783333.3333333333,220000000.0,1104950.0,5,0.8333333333333334,14,6,6
898,1,0,2,4,0,19,1,1,1,2003,12,2012,3,2000000.0,50000000.0,127400.0,1,0.0,1,1,1
899,1,1,2,4,1,3,3,1,3,2000,7,1999,5,1303571.4285714286,594531533.0,1428972.0,5,0.5,8,0,28
900,2,0,2,4,0,3,1,1,3,2003,6,2011,3,2800000.0,165000000.0,518520.0,3,0.4,15,0,5
902,2,0,2,4,1,9,2,1,5,2003,6,2016,6,4000000.0,285000000.0,699159.0,5,1.0,24,0,6
903,2,0,2,4,0,2,9,1,10,2003,6,2003,5,1666666.6666666667,203323655.0,21900550.0,2,0.2222222222222222,21,1,9
904,1,0,2,3,0,4,5,1,6,1997,10,2015,8,1880000.0,135000000.0,743756.0,5,2.4,8,1,5
905,1,0,2,4,1,2,7,1,15,2003,6,2006,6,3456250.0,349600000.0,1899750.0,5,0.25,7,2,8
906,1,0,2,4,0,3,0,1,0,2003,6,2009,9,0.0,25000000.0,214200.0,0,0.5,2,0,4
907,2,0,2,5,0,3,28,1,31,2003,6,2013,8,9615384.615384616,2337567130.0,210081361.0,11,1.1538461538461535,26,3,13
908,1,0,1,5,0,4,3,1,1,2003,6,2004,11,250000.0,91100000.0,264708.0,0,0.875,3,0,8
909,1,0,2,4,0,3,1,1,0,2004,11,2007,8,2000000.0,100000000.0,156800.0,2,0.0,3,3,2
910,1,0,2,4,0,9,1,1,2,2004,11,2010,10,2050000.0,90000000.0,510983.0,2,0.5,4,2,4
911,1,0,2,5,0,3,9,1,6,2003,6,2006,3,3366666.6666666665,437576900.0,5492970.0,8,0.4666666666666667,19,4,15
912,1,1,2,5,0,2,1,1,2,2003,6,2016,6,3300000.0,112500000.0,380705.0,2,2.333333333333333,23,1,3
913,1,0,2,3,0,3,27,1,41,2003,6,2014,6,2200000.0,1998260000.0,18759582.0,14,0.2068965517241379,7,0,29
914,1,0,1,3,0,8,0,1,0,2003,6,2007,11,700000.0,61000000.0,78200.0,0,1.6666666666666667,10,4,3
916,1,0,2,5,0,3,0,1,0,2003,6,2004,12,1500000.0,55000000.0,840840.0,2,4.333333333333333,4,1,3
917,1,0,2,5,1,2,8,1,9,2002,2,2002,5,1879411.7647058824,480583225.0,9105655.0,5,0.8823529411764706,9,2,17
918,1,0,1,4,0,1,4,1,5,2003,6,2015,6,4000000.0,90806723.0,513500.0,3,1.0,16,4,3
919,1,0,2,3,0,3,2,1,4,2003,6,2016,3,2645833.333333333,397509350.0,2147670.0,5,1.1666666666666667,9,2,12
920,1,0,1,4,0,9,2,1,78,2003,6,2010,6,2416666.6666666665,122400000.0,445010.0,3,0.0,2,0,6
921,1,0,1,6,0,2,1,1,3,2003,6,2011,5,3500000.0,108000000.0,668797.0,2,1.0,4,2,4
923,2,0,2,6,0,3,3,1,1,2003,6,2012,2,2560000.0,56024560.0,2622320.0,4,7.8,21,2,5
925,1,1,2,5,0,3,1,1,6,2003,6,2005,3,2040000.0,225000000.0,592910.0,3,0.8,8,1,5
926,1,1,2,4,0,2,0,1,1,2003,6,2002,12,1122727.2727272727,146000000.0,519195.0,2,2.4545454545454546,10,1,11
927,1,1,2,4,0,16,14,1,27,2003,6,2010,12,6400000.0,334000000.0,6978363.0,5,0.4,19,1,10
928,1,1,1,5,0,13,0,1,4,2003,6,2007,6,4709090.909090909,455000000.0,1377300.0,7,0.5454545454545454,17,0,11
929,1,0,2,5,0,9,3,1,3,2003,6,2008,12,1777777.7777777778,110000000.0,769000.0,0,1.0,22,2,9
930,1,0,2,5,0,9,18,1,23,2003,6,2003,10,4463636.363636363,975244900.0,5374344.0,13,0.4090909090909091,20,1,22
931,1,0,2,7,0,3,2,1,1,2003,6,2003,3,857142.8571428572,303200000.0,1604988.0,3,0.0,8,5,7
932,1,0,2,6,0,3,7,1,11,2003,6,2003,4,1571428.5714285714,352024000.0,3122924.0,5,0.0714285714285714,13,1,14
933,1,0,1,6,0,7,1,1,0,2003,6,2016,6,2000000.0,60000000.0,60140.0,0,0.0,5,5,2
935,1,1,1,5,0,13,0,1,2,2003,6,2004,10,1583333.3333333333,147201800.0,1696500.0,3,0.3333333333333333,4,0,6
936,1,0,1,5,0,8,0,1,0,2003,6,1998,8,1125000.0,88000000.0,212690.0,0,0.0,16,2,4
937,1,0,2,5,0,3,3,1,2,2003,6,2006,6,3500000.0,75000000.0,275900.0,2,0.0,2,2,2
938,2,1,1,5,0,1,0,1,0,2003,6,2003,1,571428.5714285715,109800000.0,546312.0,4,1.4285714285714286,23,1,7
939,2,0,1,5,0,8,4,1,1,2003,6,2004,2,1136363.6363636365,228446980.0,2947430.0,10,0.7272727272727273,23,23,11
940,2,0,2,5,0,3,1,1,1,2003,6,2003,5,1333333.3333333333,100500000.0,331520.0,1,0.3333333333333333,23,16,3
941,1,0,1,5,0,16,2,1,4,2002,1,2010,8,2000000.0,111614039.0,2606528.0,5,1.5714285714285714,14,1,7
942,1,0,1,6,0,2,0,1,2,1999,10,2004,6,4666666.666666667,140000000.0,1009239.0,3,15.666666666666666,14,0,3
943,1,0,2,5,0,3,5,1,5,2003,6,2013,12,2833333.333333333,314718355.0,7504536.0,11,1.8,18,4,15
944,1,0,1,5,0,15,8,1,4,2003,6,2006,8,1233333.3333333333,123376316.0,12366560.0,3,0.1666666666666666,13,0,6
945,1,1,1,3,0,6,0,1,2,2003,6,2000,3,2503703.703703704,1111042732.0,6336897.0,14,0.6666666666666666,19,4,27
946,1,1,2,4,0,3,1,1,1,2003,6,2015,7,2250000.0,80000000.0,291080.0,2,0.0,19,19,2
947,1,1,2,6,0,25,3,1,25,2003,6,2005,12,2111111.111111111,508800000.0,3280553.0,6,0.3333333333333333,21,19,9
948,2,0,1,4,0,5,0,1,1,2003,6,1998,9,2086666.6666666667,306066143.0,10533497.0,11,1.5333333333333334,20,2,15
949,1,0,2,4,0,3,0,1,0,2005,12,2016,6,2000000.0,15000000.0,57850.0,0,0.0,2,2,1
950,1,0,2,5,1,2,7,1,9,1990,11,2013,1,1750000.0,204199460.0,12166137.0,8,0.5,7,1,10
951,1,0,2,5,0,18,10,1,14,2003,6,2008,2,3333333.333333333,346556820.0,36777787.0,9,0.8888888888888888,10,3,9
952,2,0,2,5,0,3,12,1,17,2003,6,2009,12,6000000.0,809258593.0,34771709.0,14,1.1,20,0,20
953,1,0,2,4,0,3,5,1,7,2003,4,2007,12,1731250.0,448367098.0,4141216.0,9,3.4375,10,4,16
954,1,0,2,5,0,2,1,1,4,2003,6,2016,6,1842857.142857143,250000000.0,622502.0,5,0.5714285714285714,10,2,7
956,1,0,1,6,0,8,1,1,0,2003,6,2001,1,2500000.0,40000000.0,247800.0,1,0.5,9,1,2
957,1,0,2,5,0,3,1,1,1,1999,6,2007,3,3000000.0,25000000.0,116000.0,1,1.0,9,9,1
958,1,0,2,5,0,8,23,1,46,2003,6,2016,4,5748000.0,1048924290.0,23787405.0,13,0.16,16,0,25
959,1,0,2,5,0,17,21,1,23,2003,11,2007,2,2950000.0,514000000.0,2965891.0,6,0.75,14,2,8
960,1,0,2,4,0,9,9,1,13,2003,6,2008,12,4625000.0,240999592.0,4291523.0,3,0.625,6,1,8
961,1,0,1,6,0,10,2,1,3,2003,6,2007,1,5000000.0,20000000.0,218700.0,1,0.0,3,3,1
962,1,0,2,6,0,3,2,1,2,2003,7,2013,6,4300000.0,93357440.0,2034541.0,4,0.6,26,4,5
963,1,0,2,5,0,8,8,1,6,2003,6,2007,5,2200000.0,413337880.0,6288552.0,8,0.2727272727272727,11,2,11
964,1,0,2,5,0,2,0,1,2,2005,10,2005,11,1500000.0,140000000.0,489650.0,4,0.5,8,1,4
965,1,0,1,4,0,1,2,1,4,2003,6,2011,6,3553157.8947368423,909890575.0,5474591.0,14,0.1052631578947368,8,1,19
966,2,1,2,5,0,1,18,1,25,2007,6,2011,2,6307692.307692308,663500000.0,45493121.0,12,1.0769230769230769,17,17,13
967,1,0,2,4,1,3,2,1,5,2003,6,2016,3,2000000.0,155000000.0,366250.0,2,0.0,2,1,3
969,1,0,2,4,0,3,4,1,14,2003,6,2003,5,2422857.1428571427,435500000.0,2648186.0,5,0.9285714285714286,23,0,14
970,1,0,2,4,0,3,2,1,21,2006,5,2013,3,1500000.0,178800000.0,675902.0,3,1.5,9,9,4
971,1,0,2,3,1,3,4,1,16,2003,10,2007,8,5029411.764705882,971604718.0,4726806.0,19,1.2647058823529411,9,2,34
972,1,0,2,4,0,1,4,1,3,2001,7,2012,7,2000000.0,286149430.0,9320968.0,5,0.6,12,1,10
973,1,0,1,3,0,8,0,1,1,2004,1,2005,1,1875000.0,190000000.0,255134.0,2,0.25,21,2,4
974,1,0,2,4,0,1,1,1,1,2000,2,2008,10,2333333.333333333,65000000.0,151250.0,1,0.0,4,0,3
975,1,0,2,5,0,2,38,1,29,2003,6,2015,3,4412380.952380952,2619515697.0,41187047.0,32,9.571428571428571,19,2,42
976,2,0,1,4,0,9,6,1,21,2003,6,2016,3,4125000.0,478103061.0,16007281.0,11,1.5,11,0,12
977,2,0,2,5,0,3,18,1,20,2003,6,2009,2,2750000.0,680464790.0,36505429.0,17,1.8,11,2,20
978,1,0,1,4,0,2,5,1,3,2003,6,2003,5,3500000.0,100000000.0,301100.0,1,0.0,17,17,1
979,1,1,2,4,0,3,0,1,1,2003,6,2006,8,1365454.5454545454,506860760.0,1012836.0,4,1.4545454545454546,20,1,11
980,1,0,2,4,1,2,2,1,8,2004,11,2010,3,2173333.333333333,455033730.0,1545652.0,11,2.8,11,1,15
981,1,0,2,5,0,1,5,1,5,2003,6,2009,6,3283333.333333333,162000000.0,974258.0,5,1.0,17,0,6
982,1,0,2,5,0,3,2,1,2,2003,6,2010,10,1400000.0,119465712.0,10295870.0,2,0.0,2,2,3
983,1,0,2,4,0,3,1,1,1,2002,1,2003,6,2733333.333333333,1035000000.0,2362350.0,1,1.6666666666666667,4,1,3
984,2,0,2,6,0,3,2,1,1,2003,6,2010,6,333333.3333333333,131000000.0,273628.0,2,5.0,23,2,6
986,1,0,2,3,0,1,0,1,2,2005,10,2014,12,2000000.0,127245033.0,442189.0,3,1.75,3,1,4
987,1,1,2,5,1,9,43,1,95,1999,10,2015,7,3966666.6666666665,2555966213.0,21686659.0,16,0.0,10,0,30
988,1,0,1,4,0,2,5,1,2,2003,6,2015,4,2777777.777777778,293248870.0,9490911.0,6,0.2222222222222222,22,2,9
989,1,0,2,3,0,3,2,1,6,2003,6,2014,7,2056250.0,396200000.0,1439894.0,13,0.4375,5,2,16
990,1,0,1,4,0,4,0,1,0,2003,6,1999,3,666666.6666666666,69000000.0,313142.0,2,0.3333333333333333,14,8,3
991,1,0,1,7,0,7,1,1,6,2006,11,2010,8,3666666.6666666665,308000000.0,250505700.0,6,0.8333333333333334,2,1,6
992,1,0,2,4,0,3,3,1,2,2003,6,2016,6,1125000.0,93000000.0,248299.0,3,0.75,6,2,4
993,1,0,2,5,0,8,0,1,0,2003,6,2016,6,0.0,10000000.0,60339.0,1,0.0,2,2,1
995,1,0,1,4,0,1,9,1,9,2003,6,2016,6,2081250.0,337753800.0,5237298.0,8,0.375,9,1,16
996,1,0,2,3,0,9,2,1,4,2006,7,2011,2,1700000.0,184000000.0,654461.0,4,0.0,8,2,4
997,2,0,2,5,1,3,2,1,2,1995,4,2011,12,2166666.6666666665,78106070.0,765358.0,4,0.0,19,4,6
998,1,0,2,3,0,3,4,1,3,2003,6,2016,6,2700000.0,99000000.0,2287040.0,3,0.25,5,0,4
999,1,0,2,4,0,2,0,1,1,2011,8,2016,6,3500000.0,276400000.0,1017441.0,4,0.8,9,2,5
1000,2,0,1,4,0,1,2,1,5,2003,6,2011,9,2083333.3333333333,336800000.0,8961850.0,5,0.6666666666666666,29,0,12
1001,2,0,2,4,1,3,1,1,5,2003,6,2015,9,2561111.111111111,330200000.0,1533285.0,7,0.5555555555555556,13,1,9
1002,2,1,1,4,0,2,0,1,2,2003,6,2002,9,4300000.0,270000000.0,812498.0,4,4.2,13,4,5
1003,2,0,2,5,0,19,0,1,1,2003,6,2016,6,3300000.0,145000000.0,245171.0,3,4.4,6,6,5
1004,1,0,2,4,0,9,0,1,3,2005,9,2012,4,2375000.0,107938550.0,2774917.0,3,1.25,3,1,4
1005,2,0,2,5,1,3,8,1,5,1991,8,2003,3,760000.0,186574085.0,1077651.0,2,0.7,19,0,10
1006,2,0,1,6,0,2,12,1,3,2003,6,2007,12,2571428.571428572,317913280.0,63894460.0,4,1.4285714285714286,20,1,7
1007,2,0,2,5,0,1,0,1,2,2003,6,2015,5,2000000.0,74000000.0,260020.0,1,0.0,20,5,4
1008,2,0,2,4,0,3,0,1,2,2010,3,2015,9,1666666.6666666667,100000000.0,408091.0,3,1.0,6,6,3
1009,2,0,2,3,0,19,2,1,5,2010,1,2016,1,3285714.285714286,227000000.0,615165.0,6,2.7142857142857144,5,5,7
1010,1,0,2,4,0,1,4,1,2,2004,2,2013,3,2000000.0,24000000.0,200000.0,0,0.0,7,7,1
1012,2,0,2,5,0,3,2,1,1,2003,6,2003,5,2833333.333333333,29120000.0,314001.0,2,0.0,25,4,3
1013,1,0,2,4,1,9,8,1,9,1996,8,2013,6,2407142.8571428573,424666667.0,1555611.0,11,0.1428571428571428,12,0,14
1014,1,0,2,3,0,3,2,1,3,2003,6,2016,6,1791666.6666666667,271707000.0,840268.0,4,1.4166666666666667,18,2,12
1016,1,0,2,5,0,3,4,1,3,2003,6,2005,5,2500000.0,253869980.0,5841275.0,8,0.3846153846153846,24,1,13
1017,2,0,2,5,1,9,5,1,7,1995,8,1999,4,1022727.2727272728,263480000.0,6169690.0,3,1.318181818181818,17,3,22
1018,2,0,2,4,1,3,0,1,2,2003,6,2008,8,1909090.9090909087,270925000.0,894337.0,6,0.4545454545454545,11,1,11
1019,1,0,1,4,0,13,7,1,10,2003,6,2016,3,2805263.1578947366,686372000.0,2256026.0,12,0.6842105263157895,26,1,19
1020,2,0,2,4,0,9,8,1,16,2003,6,2016,5,4352941.176470588,413000000.0,2346617.0,15,1.588235294117647,19,2,17
1021,1,0,1,7,0,7,2,1,4,2003,6,2000,2,888888.8888888889,155450250.0,1222850.0,1,0.0,3,3,9
1022,1,0,2,5,0,1,14,1,9,2003,6,2013,3,4175000.0,656737145.0,5897232.0,14,2.083333333333333,21,1,24
1023,1,0,1,4,0,2,0,1,0,2003,6,2003,5,0.0,20000000.0,27200.0,0,0.0,0,0,1
1024,1,0,1,5,0,6,0,1,1,2003,6,1998,3,0.0,101129032.0,321800.0,0,0.75,4,0,4
1025,1,0,2,4,0,3,0,1,0,2003,6,2002,9,1133333.3333333333,50000000.0,101300.0,0,0.6666666666666666,11,1,3
1027,1,0,1,6,0,25,4,1,4,2003,6,2005,4,2119565.217391304,619710927.0,3046828.0,13,0.0,17,4,23
1029,2,1,2,5,0,9,2,1,1,2003,6,2003,5,2500000.0,90000000.0,305600.0,1,0.0,24,11,4
1030,1,0,2,4,1,2,5,1,8,2002,2,2002,10,1415000.0,524362505.0,4738100.0,6,0.0,26,5,20
1031,2,0,2,4,0,3,6,1,7,2003,6,2003,5,3000000.0,331799523.0,1463207.0,4,0.4444444444444444,17,3,9
1032,2,0,2,5,0,9,3,1,6,2003,6,2006,5,2297619.047619048,699900000.0,2059375.0,16,0.8571428571428571,21,2,21
1033,1,0,2,3,1,1,3,1,6,2001,1,2008,8,1871428.5714285716,205132720.0,916903.0,6,2.142857142857143,7,3,7
1034,1,0,1,5,0,12,1,1,1,2003,6,2002,2,1000000.0,110000000.0,282400.0,2,1.3333333333333333,3,3,3
1035,2,0,1,6,0,6,3,1,3,1,1,2008,8,1400000.0,92640000.0,620683.0,3,0.0,27,27,3
1036,1,1,1,6,0,9,0,1,4,2003,6,2002,9,2143750.0,533669024.0,2822870.0,6,0.0,9,0,16
1037,1,0,1,6,0,1,4,1,10,2003,6,2005,1,2300000.0,293152709.0,1506700.0,3,0.0,14,12,4
1038,1,0,2,4,1,9,33,1,13,2000,5,2010,6,2727272.727272727,595053000.0,119502040.0,15,0.1818181818181818,12,7,22
1039,1,0,2,5,0,2,34,1,60,2003,6,2013,1,4728333.333333333,1495901350.0,51958846.0,22,1.3666666666666667,9,0,30
1040,1,0,1,5,0,2,3,1,3,2003,6,2002,1,2083333.3333333333,89031805.0,965800.0,2,0.0,15,5,6
1041,1,0,2,5,0,9,1,1,4,2003,6,2008,4,3125000.0,120000000.0,545550.0,3,0.0,9,1,4
1042,1,0,2,4,0,3,37,1,30,2003,6,2013,8,5441176.470588235,900548725.0,416239268.0,13,1.1176470588235294,24,1,17
