CLLT_FP_PRNO,INCB_DVSN,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MNTH_INCM_AMT_AVG,MAIN_INSR_AMT_SUM,SUM_ORIG_PREM_SUM,EXPR_SUM,CNTT_TERM_AVG,WORK_YEARS_MAX,WORK_YEARS_MIN,EXPR_COUNT
23099,R,14533,1,N,2,3,N,4,0,Y,0,2003,6,2000,9,1383333.3333333333,120000000.0,292160.0,1,0.0,18,12,3
2835,R,122,1,N,2,5,Y,9,5,Y,1,1996,2,2004,5,866666.6666666666,140000000.0,467680.0,3,0.0,4,4,3
29843,P,16180,1,N,1,5,N,9,4,Y,2,2003,6,2003,5,2333333.3333333335,99844881.0,5743540.0,3,0.0,18,18,3
6133,R,19066,1,N,2,3,N,4,2,Y,4,2003,6,2004,2,336666.6666666667,174000000.0,566170.0,2,0.0,9,0,6
6636,R,9992,1,N,1,4,N,2,1,Y,1,2003,6,2011,1,900000.0,140000000.0,326200.0,2,7.0,4,4,2
6636,R,12012,1,N,2,4,N,3,2,Y,1,2003,6,2005,3,750000.0,77247956.0,247500.0,1,0.0,4,3,2
21593,P,11311,1,N,2,5,Y,9,12,Y,10,2001,5,2011,6,2211428.5714285714,954557630.0,9211654.0,24,0.14285714285714285,27,0,35
21593,P,18343,1,N,2,6,N,25,6,Y,3,2003,6,2004,4,960000.0,215985210.0,6407713.0,4,0.2,27,1,5
6898,P,9822,1,N,2,4,N,1,4,Y,6,2003,6,2016,6,4254545.454545454,447987722.0,1842964.0,10,0.09090909090909091,14,1,11
6898,P,21346,1,Y,2,3,N,3,6,Y,7,2003,6,2006,8,1541666.6666666667,547000000.0,1599675.0,8,1.6666666666666667,14,3,12
6898,P,21705,1,Y,1,4,N,2,1,Y,3,2003,2,2008,7,1783333.3333333333,220000000.0,1104950.0,5,0.8333333333333334,14,6,6
7835,R,19598,1,N,2,4,N,19,1,Y,1,2003,12,2012,3,2000000.0,50000000.0,127400.0,1,0.0,1,1,1
5467,R,6907,1,Y,2,4,Y,3,3,Y,3,2000,7,1999,5,1303571.4285714286,594531533.0,1428972.0,5,0.5,8,0,28
4468,P,16580,1,N,2,4,N,3,1,Y,3,2003,6,2011,3,2800000.0,165000000.0,518520.0,3,0.4,15,0,5
22973,P,1328,2,,2,3,N,1,10,Y,19,2003,6,2007,1,2593023.2558139535,1482826815.0,13968380.0,33,1.744186046511628,24,1,43
22973,P,21087,1,N,2,4,Y,9,2,Y,5,2003,6,2016,6,4000000.0,285000000.0,699159.0,5,1.0,24,0,6
25560,P,9859,1,N,2,4,N,2,9,Y,10,2003,6,2003,5,1666666.6666666667,203323655.0,21900550.0,2,0.2222222222222222,21,1,9
8484,R,19508,1,N,2,3,N,4,5,Y,6,1997,10,2015,8,1880000.0,135000000.0,743756.0,5,2.4,8,1,5
5064,R,12188,1,N,2,4,Y,2,7,Y,15,2003,6,2006,6,3456250.0,349600000.0,1899750.0,5,0.25,7,2,8
8473,R,7765,1,N,2,4,N,3,0,Y,0,2003,6,2009,9,0.0,25000000.0,214200.0,0,0.5,2,0,4
22069,P,9589,1,N,2,5,N,3,28,Y,31,2003,6,2013,8,9615384.615384616,2337567130.0,210081361.0,11,1.1538461538461537,26,3,13
8208,R,20697,1,N,1,5,N,4,3,Y,1,2003,6,2004,11,250000.0,91100000.0,264708.0,0,0.875,3,0,8
5892,R,1783,1,N,2,4,N,3,1,Y,0,2004,11,2007,8,2000000.0,100000000.0,156800.0,2,0.0,3,3,2
7090,R,10660,1,N,2,4,N,9,1,Y,2,2004,11,2010,10,2050000.0,90000000.0,510983.0,2,0.5,4,2,4
28899,R,5042,1,N,2,5,N,3,9,Y,6,2003,6,2006,3,3366666.6666666665,437576900.0,5492970.0,8,0.4666666666666667,19,4,15
21834,R,7515,1,Y,2,5,N,2,1,Y,2,2003,6,2016,6,3300000.0,112500000.0,380705.0,2,2.3333333333333335,23,1,3
3753,R,5712,1,N,2,3,N,3,27,Y,41,2003,6,2014,6,2200000.0,1998260000.0,18759582.0,14,0.20689655172413793,7,0,29
4134,R,7927,1,N,1,3,N,8,0,Y,0,2003,6,2007,11,700000.0,61000000.0,78200.0,0,1.6666666666666667,10,4,3
4134,R,10080,2,,2,3,N,3,2,Y,2,2003,6,2014,11,2000000.0,170000000.0,264798.0,2,0.25,10,10,4
6594,R,11885,1,N,2,5,N,3,0,Y,0,2003,6,2004,12,1500000.0,55000000.0,840840.0,2,4.333333333333333,4,1,3
28054,R,2290,1,N,2,5,Y,2,8,Y,9,2002,2,2002,5,1879411.7647058824,480583225.0,9105655.0,5,0.8823529411764706,9,2,17
2059,R,14225,1,N,1,4,N,1,4,Y,5,2003,6,2015,6,4000000.0,90806723.0,513500.0,3,1.0,16,4,3
8824,R,1241,1,N,2,3,N,3,2,Y,4,2003,6,2016,3,2645833.3333333335,397509350.0,2147670.0,5,1.1666666666666667,9,2,12
8824,R,5444,1,N,1,4,N,9,2,Y,78,2003,6,2010,6,2416666.6666666665,122400000.0,445010.0,3,0.0,2,0,6
6540,R,17133,1,N,1,6,N,2,1,Y,3,2003,6,2011,5,3500000.0,108000000.0,668797.0,2,1.0,4,2,4
9002,R,1812,2,,2,3,N,19,1,Y,1,2005,3,2006,3,1333333.3333333333,80000000.0,167980.0,1,14.0,4,0,3
24894,P,16003,1,N,2,6,N,3,3,Y,1,2003,6,2012,2,2560000.0,56024560.0,2622320.0,4,7.8,21,2,5
24894,P,20656,2,,1,5,N,8,7,Y,4,2003,6,2004,11,4666666.666666667,115731510.0,17406272.0,3,0.0,21,21,3
30525,R,7564,1,Y,2,5,N,3,1,Y,6,2003,6,2005,3,2040000.0,225000000.0,592910.0,3,0.8,8,1,5
30245,R,5519,1,Y,2,4,N,2,0,Y,1,2003,6,2002,12,1122727.2727272727,146000000.0,519195.0,2,2.4545454545454546,10,1,11
30245,R,12007,1,Y,2,4,N,16,14,Y,27,2003,6,2010,12,6400000.0,334000000.0,6978363.0,5,0.4,19,1,10
30245,R,14095,1,Y,1,5,N,13,0,Y,4,2003,6,2007,6,4709090.909090909,455000000.0,1377300.0,7,0.5454545454545454,17,0,11
30344,R,4999,1,N,2,5,N,9,3,Y,3,2003,6,2008,12,1777777.7777777778,110000000.0,769000.0,0,1.0,22,2,9
30344,R,16264,1,N,2,5,N,9,18,Y,23,2003,6,2003,10,4463636.363636363,975244900.0,5374344.0,13,0.4090909090909091,20,1,22
7483,R,11429,1,N,2,7,N,3,2,Y,1,2003,6,2003,3,857142.8571428572,303200000.0,1604988.0,3,0.0,8,5,7
22604,R,11521,1,N,2,6,N,3,7,Y,11,2003,6,2003,4,1571428.5714285714,352024000.0,3122924.0,5,0.07142857142857142,13,1,14
3959,R,7047,1,N,1,6,N,7,1,Y,0,2003,6,2016,6,2000000.0,60000000.0,60140.0,0,0.0,5,5,2
25223,R,11314,2,,2,5,Y,9,4,Y,14,1998,5,2006,10,695454.5454545454,551000000.0,2795050.0,6,0.45454545454545453,15,1,22
9537,R,5238,1,Y,1,5,N,13,0,Y,2,2003,6,2004,10,1583333.3333333333,147201800.0,1696500.0,3,0.3333333333333333,4,0,6
7515,R,16308,1,N,1,5,N,8,0,Y,0,2003,6,1998,8,1125000.0,88000000.0,212690.0,0,0.0,16,2,4
9852,R,5082,1,N,2,5,N,3,3,Y,2,2003,6,2006,6,3500000.0,75000000.0,275900.0,2,0.0,2,2,2
23472,P,7253,1,Y,1,5,N,1,0,Y,0,2003,6,2003,1,571428.5714285715,109800000.0,546312.0,4,1.4285714285714286,23,1,7
23472,P,7518,1,N,1,5,N,8,4,Y,1,2003,6,2004,2,1136363.6363636365,228446980.0,2947430.0,10,0.7272727272727273,23,23,11
23472,P,16185,1,N,2,5,N,3,1,Y,1,2003,6,2003,5,1333333.3333333333,100500000.0,331520.0,1,0.3333333333333333,23,16,3
4089,R,6818,1,N,1,5,N,16,2,Y,4,2002,1,2010,8,2000000.0,111614039.0,2606528.0,5,1.5714285714285714,14,1,7
4089,R,20157,1,N,1,6,N,2,0,Y,2,1999,10,2004,6,4666666.666666667,140000000.0,1009239.0,3,15.666666666666666,14,0,3
25907,R,11644,1,N,2,5,N,3,5,Y,5,2003,6,2013,12,2833333.3333333335,314718355.0,7504536.0,11,1.8,18,4,15
25443,R,16215,1,N,1,5,N,15,8,Y,4,2003,6,2006,8,1233333.3333333333,123376316.0,12366560.0,3,0.16666666666666666,13,0,6
24981,R,1284,1,Y,1,3,N,6,0,Y,2,2003,6,2000,3,2503703.703703704,1111042732.0,6336897.0,14,0.6666666666666666,19,4,27
24981,R,14215,1,Y,2,4,N,3,1,Y,1,2003,6,2015,7,2250000.0,80000000.0,291080.0,2,0.0,19,19,2
24981,R,18252,1,Y,2,6,N,25,3,Y,25,2003,6,2005,12,2111111.111111111,508800000.0,3280553.0,6,0.3333333333333333,21,19,9
27256,P,5383,1,N,1,4,N,5,0,Y,1,2003,6,1998,9,2086666.6666666667,306066143.0,10533497.0,11,1.5333333333333334,20,2,15
7770,R,15256,1,N,2,4,N,3,0,Y,0,2005,12,2016,6,2000000.0,15000000.0,57850.0,0,0.0,2,2,1
532,R,121,1,N,2,5,Y,2,7,Y,9,1990,11,2013,1,1750000.0,204199460.0,12166137.0,8,0.5,7,1,10
7787,R,9725,1,N,2,5,N,18,10,Y,14,2003,6,2008,2,3333333.3333333335,346556820.0,36777787.0,9,0.8888888888888888,10,3,9
26545,P,600,1,N,2,5,N,3,12,Y,17,2003,6,2009,12,6000000.0,809258593.0,34771709.0,14,1.1,20,0,20
8911,R,164,1,N,2,4,N,3,5,Y,7,2003,4,2007,12,1731250.0,448367098.0,4141216.0,9,3.4375,10,4,16
8911,R,11960,1,N,2,5,N,2,1,Y,4,2003,6,2016,6,1842857.142857143,250000000.0,622502.0,5,0.5714285714285714,10,2,7
29078,R,6368,2,,1,5,N,14,0,Y,7,2005,9,2011,7,5200000.0,185000000.0,737020.0,5,2.0,17,10,5
11083,R,16036,1,N,1,6,N,8,1,Y,0,2003,6,2001,1,2500000.0,40000000.0,247800.0,1,0.5,9,1,2
5207,R,7470,1,N,2,5,N,3,1,Y,1,1999,6,2007,3,3000000.0,25000000.0,116000.0,1,1.0,9,9,1
4261,R,5157,1,N,2,5,N,8,23,Y,46,2003,6,2016,4,5748000.0,1048924290.0,23787405.0,13,0.16,16,0,25
11565,R,8384,1,N,2,5,N,17,21,Y,23,2003,11,2007,2,2950000.0,514000000.0,2965891.0,6,0.75,14,2,8
11519,R,5377,1,N,2,4,N,9,9,Y,13,2003,6,2008,12,4625000.0,240999592.0,4291523.0,3,0.625,6,1,8
10260,R,16004,1,N,1,6,N,10,2,Y,3,2003,6,2007,1,5000000.0,20000000.0,218700.0,1,0.0,3,3,1
596,R,12782,1,N,2,6,N,3,2,Y,2,2003,7,2013,6,4300000.0,93357440.0,2034541.0,4,0.6,26,4,5
11029,R,14152,1,N,2,5,N,8,8,Y,6,2003,6,2007,5,2200000.0,413337880.0,6288552.0,8,0.2727272727272727,11,2,11
11745,R,17504,1,N,2,5,N,2,0,Y,2,2005,10,2005,11,1500000.0,140000000.0,489650.0,4,0.5,8,1,4
12047,R,14303,1,N,1,4,N,1,2,Y,4,2003,6,2011,6,3553157.8947368423,909890575.0,5474591.0,14,0.10526315789473684,8,1,19
457,P,13119,1,Y,2,5,N,1,18,Y,25,2007,6,2011,2,6307692.307692308,663500000.0,45493121.0,12,1.0769230769230769,17,17,13
11458,R,9892,1,N,2,4,Y,3,2,Y,5,2003,6,2016,3,2000000.0,155000000.0,366250.0,2,0.0,2,1,3
24902,P,3836,2,,1,4,N,2,2,Y,2,2003,4,2008,1,4000000.0,110000000.0,307240.0,2,7.0,21,21,2
12528,R,3296,1,N,2,4,N,3,4,Y,14,2003,6,2003,5,2422857.1428571427,435500000.0,2648186.0,5,0.9285714285714286,23,0,14
10396,R,10782,1,N,2,4,N,3,2,Y,21,2006,5,2013,3,1500000.0,178800000.0,675902.0,3,1.5,9,9,4
12812,R,1686,1,N,2,3,Y,3,4,Y,16,2003,10,2007,8,5029411.764705882,971604718.0,4726806.0,19,1.2647058823529411,9,2,34
12887,R,13418,1,N,2,4,N,1,4,Y,3,2001,7,2012,7,2000000.0,286149430.0,9320968.0,5,0.6,12,1,10
13537,R,6198,1,N,1,3,N,8,0,Y,1,2004,1,2005,1,1875000.0,190000000.0,255134.0,2,0.25,21,2,4
13569,R,17194,1,N,2,4,N,1,1,Y,1,2000,2,2008,10,2333333.3333333335,65000000.0,151250.0,1,0.0,4,0,3
14505,R,2941,1,N,2,5,N,2,38,Y,29,2003,6,2015,3,4412380.952380952,2619515697.0,41187047.0,32,9.571428571428571,19,2,42
10294,P,7647,1,N,1,4,N,9,6,Y,21,2003,6,2016,3,4125000.0,478103061.0,16007281.0,11,1.5,11,0,12
10294,P,18517,1,N,2,5,N,3,18,Y,20,2003,6,2009,2,2750000.0,680464790.0,36505429.0,17,1.8,11,2,20
30431,R,21070,1,N,1,4,N,2,5,Y,3,2003,6,2003,5,3500000.0,100000000.0,301100.0,1,0.0,17,17,1
14519,R,14425,1,Y,2,4,N,3,0,Y,1,2003,6,2006,8,1365454.5454545454,506860760.0,1012836.0,4,1.4545454545454546,20,1,11
14617,R,19686,1,N,2,4,Y,2,2,Y,8,2004,11,2010,3,2173333.3333333335,455033730.0,1545652.0,11,2.8,11,1,15
12859,R,20938,1,N,2,5,N,1,5,Y,5,2003,6,2009,6,3283333.3333333335,162000000.0,974258.0,5,1.0,17,0,6
15294,R,5294,1,N,2,5,N,3,2,Y,2,2003,6,2010,10,1400000.0,119465712.0,10295870.0,2,0.0,2,2,3
14969,R,18014,1,N,2,4,N,3,1,Y,1,2002,1,2003,6,2733333.3333333335,1035000000.0,2362350.0,1,1.6666666666666667,4,1,3
23850,P,444,1,N,2,6,N,3,2,Y,1,2003,6,2010,6,333333.3333333333,131000000.0,273628.0,2,5.0,23,2,6
15534,P,674,2,,1,5,N,8,0,Y,4,2003,6,2008,10,1700000.0,445465150.0,1661350.0,8,0.8,8,2,10
15614,R,19744,1,N,2,3,N,1,0,Y,2,2005,10,2014,12,2000000.0,127245033.0,442189.0,3,1.75,3,1,4
13741,R,6763,1,Y,2,5,Y,9,43,Y,95,1999,10,2015,7,3966666.6666666665,2555966213.0,21686659.0,16,0.0,10,0,30
14530,R,3159,1,N,1,4,N,2,5,Y,2,2003,6,2015,4,2777777.777777778,293248870.0,9490911.0,6,0.2222222222222222,22,2,9
15912,R,16789,1,N,2,3,N,3,2,Y,6,2003,6,2014,7,2056250.0,396200000.0,1439894.0,13,0.4375,5,2,16
14448,R,10025,1,N,1,4,N,4,0,Y,0,2003,6,1999,3,666666.6666666666,69000000.0,313142.0,2,0.3333333333333333,14,8,3
16582,R,4220,1,N,1,7,N,7,1,Y,6,2006,11,2010,8,3666666.6666666665,308000000.0,250505700.0,6,0.8333333333333334,2,1,6
16378,R,14238,1,N,2,4,N,3,3,Y,2,2003,6,2016,6,1125000.0,93000000.0,248299.0,3,0.75,6,2,4
16378,R,20763,1,N,2,5,N,8,0,Y,0,2003,6,2016,6,0.0,10000000.0,60339.0,1,0.0,2,2,1
16848,P,14030,2,,1,5,N,6,2,Y,1,2003,6,2013,5,2100000.0,81690474.0,3616325.0,4,0.4,15,1,5
16011,R,16501,1,N,1,4,N,1,9,Y,9,2003,6,2016,6,2081250.0,337753800.0,5237298.0,8,0.375,9,1,16
15381,R,19802,1,N,2,3,N,9,2,Y,4,2006,7,2011,2,1700000.0,184000000.0,654461.0,4,0.0,8,2,4
27624,P,6895,1,N,2,5,Y,3,2,Y,2,1995,4,2011,12,2166666.6666666665,78106070.0,765358.0,4,0.0,19,4,6
17605,R,7865,1,N,2,3,N,3,4,Y,3,2003,6,2016,6,2700000.0,99000000.0,2287040.0,3,0.25,5,0,4
16967,R,2142,1,N,2,4,N,2,0,Y,1,2011,8,2016,6,3500000.0,276400000.0,1017441.0,4,0.8,9,2,5
8638,P,9826,1,N,1,4,N,1,2,Y,5,2003,6,2011,9,2083333.3333333333,336800000.0,8961850.0,5,0.6666666666666666,29,0,12
7597,P,18960,1,N,2,4,Y,3,1,Y,5,2003,6,2015,9,2561111.111111111,330200000.0,1533285.0,7,0.5555555555555556,13,1,9
7597,P,21240,1,Y,1,4,N,2,0,Y,2,2003,6,2002,9,4300000.0,270000000.0,812498.0,4,4.2,13,4,5
17230,P,5321,1,N,2,5,N,19,0,Y,1,2003,6,2016,6,3300000.0,145000000.0,245171.0,3,4.4,6,6,5
14876,R,12973,1,N,2,4,N,9,0,Y,3,2005,9,2012,4,2375000.0,107938550.0,2774917.0,3,1.25,3,1,4
28886,P,120,1,N,2,5,Y,3,8,Y,5,1991,8,2003,3,760000.0,186574085.0,1077651.0,2,0.7,19,0,10
26370,P,4809,1,N,1,6,N,2,12,Y,3,2003,6,2007,12,2571428.5714285714,317913280.0,63894460.0,4,1.4285714285714286,20,1,7
26370,P,5071,1,N,2,5,N,1,0,Y,2,2003,6,2015,5,2000000.0,74000000.0,260020.0,1,0.0,20,5,4
17892,P,13258,1,N,2,4,N,3,0,Y,2,2010,3,2015,9,1666666.6666666667,100000000.0,408091.0,3,1.0,6,6,3
18796,P,4392,1,N,2,3,N,19,2,Y,5,2010,1,2016,1,3285714.285714286,227000000.0,615165.0,6,2.7142857142857144,5,5,7
15460,R,12837,1,N,2,4,N,1,4,Y,2,2004,2,2013,3,2000000.0,24000000.0,200000.0,0,0.0,7,7,1
18969,R,18019,2,,2,4,N,9,2,Y,5,2002,4,2015,11,2181818.1818181816,192000000.0,615455.0,2,2.272727272727273,4,2,11
19132,P,9647,1,N,2,5,N,3,2,Y,1,2003,6,2003,5,2833333.3333333335,29120000.0,314001.0,2,0.0,25,4,3
19345,R,141,1,N,2,4,Y,9,8,Y,9,1996,8,2013,6,2407142.8571428573,424666667.0,1555611.0,11,0.14285714285714285,12,0,14
19259,R,10057,1,N,2,3,N,3,2,Y,3,2003,6,2016,6,1791666.6666666667,271707000.0,840268.0,4,1.4166666666666667,18,2,12
2981,P,269,2,,1,7,N,2,4,Y,2,2003,6,2012,3,2590909.090909091,342132540.0,2761330.0,4,0.6363636363636364,27,16,11
18694,R,20723,1,N,2,5,N,3,4,Y,3,2003,6,2005,5,2500000.0,253869980.0,5841275.0,8,0.38461538461538464,24,1,13
626,P,15748,1,N,2,5,Y,9,5,Y,7,1995,8,1999,4,1022727.2727272727,263480000.0,6169690.0,3,1.3181818181818181,17,3,22
19438,P,7737,1,N,2,4,Y,3,0,Y,2,2003,6,2008,8,1909090.9090909092,270925000.0,894337.0,6,0.45454545454545453,11,1,11
19885,R,12132,1,N,1,4,N,13,7,Y,10,2003,6,2016,3,2805263.1578947366,686372000.0,2256026.0,12,0.6842105263157895,26,1,19
20201,P,901,1,N,2,4,N,9,8,Y,16,2003,6,2016,5,4352941.176470588,413000000.0,2346617.0,15,1.588235294117647,19,2,17
26881,R,253,1,N,1,7,N,7,2,Y,4,2003,6,2000,2,888888.8888888889,155450250.0,1222850.0,1,0.0,3,3,9
21197,R,5186,1,N,2,5,N,1,14,Y,9,2003,6,2013,3,4175000.0,656737145.0,5897232.0,14,2.0833333333333335,21,1,24
28816,R,12192,1,N,1,4,N,2,0,Y,0,2003,6,2003,5,0.0,20000000.0,27200.0,0,0.0,0,0,1
26780,R,16412,1,N,1,5,N,6,0,Y,1,2003,6,1998,3,0.0,101129032.0,321800.0,0,0.75,4,0,4
26416,R,5526,1,N,2,4,N,3,0,Y,0,2003,6,2002,9,1133333.3333333333,50000000.0,101300.0,0,0.6666666666666666,11,1,3
4020,P,7320,2,,2,5,N,4,8,Y,5,2003,6,2016,6,5333333.333333333,108240000.0,530560.0,3,0.3333333333333333,16,10,3
22428,R,18277,1,N,1,6,N,25,4,Y,4,2003,6,2005,4,2119565.217391304,619710927.0,3046828.0,13,0.0,17,4,23
23118,P,3902,2,,2,4,N,3,1,Y,1,2003,6,2011,6,1383333.3333333333,90000000.0,208520.0,1,4.666666666666667,24,1,3
23118,P,14156,1,Y,2,5,N,9,2,Y,1,2003,6,2003,5,2500000.0,90000000.0,305600.0,1,0.0,24,11,4
26560,R,11235,1,N,2,4,Y,2,5,Y,8,2002,2,2002,10,1415000.0,524362505.0,4738100.0,6,0.0,26,5,20
663,P,5357,1,N,2,4,N,3,6,Y,7,2003,6,2003,5,3000000.0,331799523.0,1463207.0,4,0.4444444444444444,17,3,9
663,P,14088,1,N,2,5,N,9,3,Y,6,2003,6,2006,5,2297619.0476190476,699900000.0,2059375.0,16,0.8571428571428571,21,2,21
3593,R,1620,1,N,2,3,Y,1,3,Y,6,2001,1,2008,8,1871428.5714285714,205132720.0,916903.0,6,2.142857142857143,7,3,7
3593,R,7289,1,N,1,5,N,12,1,Y,1,2003,6,2002,2,1000000.0,110000000.0,282400.0,2,1.3333333333333333,3,3,3
21715,P,3752,1,N,1,6,N,6,3,Y,3,1,1,2008,8,1400000.0,92640000.0,620683.0,3,0.0,27,27,3
5484,R,4954,1,Y,1,6,N,9,0,Y,4,2003,6,2002,9,2143750.0,533669024.0,2822870.0,6,0.0,9,0,16
1871,R,2724,1,N,1,6,N,1,4,Y,10,2003,6,2005,1,2300000.0,293152709.0,1506700.0,3,0.0,14,12,4
1871,R,9089,1,N,2,4,Y,9,33,Y,13,2000,5,2010,6,2727272.727272727,595053000.0,119502040.0,15,0.18181818181818182,12,7,22
29920,R,2984,1,N,2,5,N,2,34,Y,60,2003,6,2013,1,4728333.333333333,1495901350.0,51958846.0,22,1.3666666666666667,9,0,30
29920,R,3030,1,N,1,5,N,2,3,Y,3,2003,6,2002,1,2083333.3333333333,89031805.0,965800.0,2,0.0,15,5,6
29920,R,5195,1,N,2,5,N,9,1,Y,4,2003,6,2008,4,3125000.0,120000000.0,545550.0,3,0.0,9,1,4
2408,R,3197,1,N,2,4,N,3,37,Y,30,2003,6,2013,8,5441176.470588235,900548725.0,416239268.0,13,1.1176470588235294,24,1,17
5437,R,2334,1,N,2,6,Y,9,13,Y,12,2002,7,2003,12,1561875.0,733804067.0,3082969.0,12,0.0,19,1,32
6599,R,16021,1,N,2,6,Y,8,2,Y,3,2003,6,2004,3,700000.0,89618443.0,14620495.0,3,0.0,27,1,4
21276,R,17134,1,Y,2,6,N,3,0,Y,0,2002,6,2016,6,2000000.0,30000000.0,42680.0,0,1.0,19,19,1
21188,R,5118,1,N,2,5,N,8,7,Y,5,2003,6,2005,11,1140000.0,349200000.0,2134064.0,9,0.4,27,27,10
27303,R,16105,1,N,2,5,N,11,7,Y,20,2003,6,2012,10,1016666.6666666666,139697669.0,31557220.0,3,2.0,11,1,6
24708,R,11471,1,N,1,6,N,10,3,Y,1,2003,6,2003,12,300000.0,30000000.0,191900.0,0,1.0,11,11,1
6245,P,10410,1,N,1,4,N,8,3,Y,3,1,1,2011,12,1209090.9090909092,130900000.0,1077264.0,4,0.45454545454545453,14,5,11
26271,R,2713,1,Y,2,6,N,3,2,Y,1,2003,6,2006,5,666666.6666666666,40005210.0,4051891.0,2,0.0,12,3,3
28373,R,18822,1,N,2,4,N,10,5,Y,3,2003,6,2012,11,2000000.0,214000000.0,488318.0,4,0.0,7,1,6
6084,R,11926,1,N,1,5,N,8,12,Y,12,2003,6,2007,12,3057142.8571428573,290900000.0,2355134.0,4,0.7142857142857143,7,1,7
23109,R,9008,1,N,2,4,N,2,1,Y,1,2002,2,2008,7,2000000.0,265000000.0,733180.0,4,0.6666666666666666,20,1,9
20845,R,4790,1,N,2,7,N,3,8,Y,2,2003,6,2006,7,3000000.0,106000000.0,40104520.0,1,0.0,25,1,5
25491,R,8615,1,N,2,3,N,3,1,Y,1,2006,4,2009,2,3000000.0,50000000.0,126600.0,1,0.0,13,13,1
25491,R,21298,1,N,1,3,N,2,2,Y,1,2003,6,2002,12,2000000.0,156000000.0,467230.0,2,1.0,13,1,3
22549,P,15755,1,N,2,4,Y,18,2,Y,3,1997,1,2001,1,1416666.6666666667,96169935.0,559449.0,0,0.1111111111111111,25,1,9
7473,R,21005,1,N,2,4,N,4,3,Y,2,2003,6,2004,4,1350000.0,269446380.0,9548111.0,7,0.1,7,2,10
7207,R,16552,1,N,2,4,N,3,3,Y,3,2003,6,2014,7,4462500.0,380000000.0,1211890.0,8,1.0,23,1,8
7359,R,18081,1,N,2,5,Y,3,4,Y,4,1986,4,2016,2,3428571.4285714286,127791650.0,2159771.0,4,0.8571428571428571,26,1,7
20603,R,7142,1,N,1,6,N,1,0,Y,0,2003,6,2003,5,0.0,20000000.0,54400.0,0,0.0,26,26,1
20564,R,18902,1,N,2,4,N,17,2,Y,3,2003,6,2003,3,1930000.0,359971750.0,3827708.0,11,0.6666666666666666,34,3,15
8537,R,6892,1,N,2,5,Y,1,3,Y,4,1990,5,2003,5,5750000.0,230000000.0,524800.0,2,0.5,14,2,4
21918,P,18011,1,N,2,5,N,9,5,Y,4,2001,12,2006,1,1375000.0,268139267.0,8904419.0,5,0.125,26,3,8
24962,R,3838,1,N,1,4,N,2,4,Y,7,1999,5,2007,8,4571428.571428572,283000000.0,1268926.0,7,0.2857142857142857,16,0,7
1586,R,16478,1,Y,1,4,N,2,0,Y,0,2003,6,2006,1,2200000.0,155000000.0,825730.0,4,0.0,7,4,5
1586,R,19046,1,N,1,4,N,6,4,Y,3,2003,6,2005,3,2250000.0,200000000.0,311900.0,2,0.25,7,7,4
2758,P,2338,1,N,2,6,Y,2,26,Y,22,2000,3,2008,3,2705882.3529411764,600038818.0,13678004.0,9,0.7058823529411765,16,3,17
30600,R,15611,1,N,1,6,N,25,77,Y,22,1999,10,2003,3,1857692.3076923077,742190210.0,149630546.0,8,0.11538461538461539,10,0,26
30600,R,17137,1,N,2,6,N,16,0,Y,2,1997,10,2007,6,1666666.6666666667,125000000.0,286000.0,3,3.0,10,1,3
7654,R,15757,1,N,2,4,Y,9,41,Y,36,1998,4,2010,9,2729166.6666666665,1292994949.0,30016751.0,28,0.08333333333333333,19,1,48
27315,P,723,1,N,1,5,N,8,3,Y,3,2003,6,2016,6,3000000.0,131000000.0,435262.0,5,0.42857142857142855,20,20,7
2577,R,15745,1,Y,2,5,Y,1,2,Y,5,1996,7,2005,9,2375000.0,271226650.0,1429360.0,5,0.3333333333333333,14,6,12
9314,R,20427,1,N,1,7,N,25,2,Y,1,2003,6,2015,5,2000000.0,100000000.0,304148.0,0,5.5,1,1,2
24357,P,5161,1,N,2,5,N,9,4,Y,3,2003,6,2004,2,1600000.0,236792430.0,3610257.0,5,0.1111111111111111,22,22,9
24357,P,13457,1,N,1,4,N,8,6,Y,6,2002,10,2014,4,1907692.3076923077,791500000.0,12683485.0,13,0.11538461538461539,22,0,26
24357,P,17522,1,Y,1,5,N,9,3,Y,2,2005,12,2014,1,3125000.0,155000000.0,548090.0,3,0.25,22,1,4
24357,P,21973,1,N,1,4,N,8,2,Y,4,2005,5,2009,6,3000000.0,75200000.0,466700.0,1,0.0,22,22,2
30838,R,7459,1,N,1,5,N,8,3,Y,2,2003,6,2005,6,1500000.0,60000000.0,345900.0,1,0.0,7,0,2
21432,R,3330,1,N,1,4,N,9,0,Y,2,2003,6,2012,5,1833333.3333333333,333200000.0,1052290.0,4,1.6666666666666667,26,8,9
3988,R,15226,1,N,1,3,N,1,2,Y,2,2005,8,2016,5,3500000.0,90000000.0,215313.0,2,2.3333333333333335,5,1,3
20699,R,2385,1,N,2,4,Y,9,4,Y,12,1999,7,2011,3,2850000.0,470800000.0,3212865.0,4,1.2,31,0,10
