,CLLT_FP_PRNO,INCB_DVSN,ETRS_YM,FIRE_YM,BEFO_JOB,EDGB,BRCH_CODE
6523,2943,R,200103,200108,0,고졸,84.0
6524,20593,R,197810,200702,0,기타,129.0
6525,2734,R,200103,200108,0,고졸,32.0
6526,2719,R,200104,200110,0,고졸,37.0
6527,28689,R,199806,200202,0,고졸,118.0
6528,1175,R,200010,200204,0,중졸,90.0
6529,2223,R,200104,200111,1,전문대졸,204.0
6530,26713,R,199709,200307,0,고졸,193.0
6531,21800,R,199006,200307,0,고졸,167.0
6532,3650,R,200104,200207,1,고졸,90.0
6533,184,R,200001,200302,0,전문대졸,204.0
6534,2808,R,200104,200207,0,고졸,46.0
6535,3587,R,200104,200111,1,고졸,145.0
6536,683,R,200009,200204,0,고졸,65.0
6537,28589,R,199807,200303,0,기타,88.0
6538,31457,R,199910,200204,0,고졸,64.0
6539,30613,R,199912,200207,0,고졸,88.0
6540,31253,R,199910,200601,0,기타,205.0
6541,3538,R,200105,200204,0,고졸,156.0
6542,563,R,200009,200203,0,고졸,127.0
6543,1919,R,200006,200206,0,고졸,163.0
6544,361,R,200005,200302,0,고졸,19.0
6545,22246,R,199208,201505,0,고졸,56.0
6546,29705,R,199912,200601,0,고졸,52.0
6547,1038,R,200002,200403,0,고졸,37.0
6548,23039,R,199306,200308,0,고졸,113.0
6549,25888,R,199612,200407,0,고졸,74.0
6550,22928,R,199306,200601,0,고졸,120.0
6551,5321,R,200202,200607,1,고졸,91.0
6552,25825,R,199601,200306,0,고졸,58.0
6553,4235,R,200203,200304,0,고졸,64.0
6554,28308,R,199807,200304,0,고졸,32.0
6555,4697,R,200203,200407,0,고졸,100.0
6556,26996,R,199709,200603,0,고졸,141.0
6557,1889,R,200008,200708,0,중졸,148.0
6558,4088,R,200211,200505,0,고졸,19.0
6559,2838,R,200108,200408,0,대학졸,44.0
6560,4846,R,200202,200403,0,고졸,160.0
6561,4562,R,200211,200711,0,고졸,88.0
6562,4321,R,200201,200510,0,고졸,52.0
6563,5860,R,200302,200504,0,고졸,44.0
6564,5365,R,200205,201001,1,기타,266.0
6565,21033,R,198808,200603,0,고졸,55.0
6566,3802,R,200111,200906,0,고졸,267.0
6567,7624,P,200404,999912,0,고졸,136.0
6568,7001,P,200312,999912,0,기타,125.0
6569,5012,R,200207,201001,1,고졸,264.0
6570,8101,R,200407,200709,0,고졸,84.0
6571,7151,R,200401,200704,0,고졸,154.0
6572,25916,R,199605,200212,0,고졸,96.0
6573,21872,R,199006,200405,0,대학졸,191.0
6574,31477,R,199903,201405,0,대학졸,191.0
6575,6165,R,200306,200402,0,고졸,14.0
6576,4533,R,200208,200710,0,고졸,86.0
6577,25520,R,199612,200511,0,고졸,111.0
6578,6063,R,200302,200506,0,고졸,158.0
6579,6074,R,200305,200311,0,전문대졸,125.0
6580,28501,P,199801,999912,0,기타,80.0
6581,27368,P,199712,999912,0,기타,136.0
6582,6267,R,200307,200403,0,고졸,47.0
6583,5478,R,200208,200502,1,고졸,59.0
6584,6506,R,200308,200312,0,기타,199.0
6585,21038,R,198810,201403,0,고졸,55.0
6586,22442,R,199202,201201,0,대학졸,45.0
6587,4056,R,200202,200408,1,기타,204.0
6588,2891,R,200105,200408,0,고졸,86.0
6589,5907,R,200302,200906,0,기타,88.0
6590,5359,R,200205,201001,1,고졸,266.0
6591,31172,R,199902,200603,0,고졸,163.0
6592,3822,R,200112,200912,1,고졸,272.0
6593,6986,R,200312,200407,0,고졸,147.0
6594,31261,P,199908,999912,0,고졸,158.0
6595,5787,R,200304,200511,0,기타,61.0
6596,26673,P,199708,999912,0,고졸,84.0
6597,4044,R,200208,200408,1,기타,204.0
6598,28955,P,199801,999912,1,고졸,146.0
6599,20910,R,198703,200903,0,고졸,21.0
6600,24293,P,199506,999912,0,기타,42.0
6601,5876,R,200301,200608,0,고졸,123.0
6602,7323,R,200402,201501,0,대학졸,57.0
6603,6978,R,200312,200608,0,고졸,156.0
6604,29928,P,199902,999912,0,기타,13.0
6605,20894,P,198704,999912,0,기타,47.0
6606,1692,R,200006,200805,0,고졸,116.0
6607,3864,R,200111,200408,1,고졸,220.0
6608,2280,R,200104,201203,0,기타,124.0
6609,29465,R,199812,200905,0,기타,64.0
6610,7587,R,200404,200605,0,기타,52.0
6611,3810,R,200111,201104,1,고졸,269.0
6612,7626,R,200404,200410,0,기타,47.0
6613,21465,R,198908,200703,0,고졸,109.0
6614,1912,R,200009,200506,0,기타,150.0
6615,374,R,200010,200501,0,고졸,19.0
6616,8144,R,200407,201002,0,기타,82.0
6617,22601,R,199207,200704,0,중졸,160.0
6618,8273,R,200408,200507,0,기타,100.0
6619,7020,P,200312,999912,0,고졸,118.0
6620,4412,P,200207,999912,0,고졸,37.0
6621,22962,R,199311,200509,0,고졸,86.0
6622,2914,R,200109,201105,0,대학졸,88.0
6623,8563,R,200409,200508,1,기타,11.0
6624,20473,P,198506,999912,0,고졸,78.0
6625,7012,R,200312,200709,0,기타,154.0
6626,8726,R,200411,200504,0,기타,88.0
6627,31133,P,199907,999912,0,고졸,160.0
6628,30231,R,199903,200601,0,고졸,29.0
6629,21156,P,198803,999912,0,기타,103.0
6630,8147,R,200407,201105,0,기타,281.0
6631,8575,R,200410,200505,0,대학졸,96.0
6632,9147,R,200503,200610,0,기타,32.0
6633,7734,R,200405,200708,0,대학졸,146.0
6634,8954,R,200502,200607,0,기타,55.0
6635,30482,R,199904,200908,0,대학졸,44.0
6636,3639,R,200112,200610,1,고졸,79.0
6637,22127,R,199107,201203,0,고졸,146.0
6638,8811,P,200412,999912,0,기타,59.0
6639,2296,R,200107,200904,0,고졸,17.0
6640,9402,R,200505,200601,0,고졸,89.0
6641,21257,P,198809,999912,0,대학졸,170.0
6642,9654,R,200507,200512,0,고졸,108.0
6643,3210,R,200104,200602,0,고졸,127.0
6644,9150,R,200503,200806,0,기타,64.0
6645,9271,R,200504,200705,0,기타,51.0
6646,6715,P,200310,999912,0,고졸,23.0
6647,9156,R,200503,200909,0,대학졸,84.0
6648,21064,R,198804,200601,0,고졸,25.0
6649,420,R,200011,201501,0,고졸,75.0
6650,6505,R,200308,200704,0,기타,111.0
6651,4832,P,200206,999912,0,고졸,141.0
6652,27379,P,199712,999912,0,기타,37.0
6653,7189,R,200401,200905,0,기타,259.0
6654,26569,P,199703,999912,0,고졸,44.0
6655,26504,R,199712,200604,0,고졸,37.0
6656,28333,P,199803,999912,0,기타,37.0
6657,24698,R,199510,200703,0,고졸,109.0
6658,28749,R,199810,200904,0,기타,121.0
6659,2537,R,200103,200607,0,고졸,104.0
6660,21097,P,198802,999912,0,고졸,59.0
6661,3367,P,200105,999912,0,고졸,160.0
6662,6612,R,200309,200810,0,고졸,32.0
6663,8855,R,200501,200811,0,기타,150.0
6664,10404,R,200602,200605,0,고졸,108.0
6665,9623,R,200507,201106,0,기타,44.0
6666,3954,R,200111,201003,1,대학졸,288.0
6667,7583,R,200404,200704,0,기타,142.0
6668,2686,P,200104,999912,0,고졸,47.0
6669,12742,R,200710,201410,0,기타,259.0
6670,16222,R,201004,201311,0,고졸,143.0
6671,7861,P,200405,999912,0,기타,25.0
6672,5519,R,200210,201307,1,대학졸,314.0
6673,16651,R,201008,201107,0,전문대졸,90.0
6674,16234,R,201004,201102,0,고졸,14.0
6675,14641,R,200902,201411,0,대학졸,13.0
6676,14036,R,200808,201105,1,고졸,288.0
6677,21023,P,198805,999912,0,기타,55.0
6678,17132,R,201101,201108,0,고졸,103.0
6679,17180,P,201101,999912,0,고졸,269.0
6680,17011,R,201011,201501,0,고졸,136.0
6681,17412,R,201104,201112,0,기타,121.0
6682,16814,R,201009,201111,0,대학졸,84.0
6683,17044,P,201012,999912,0,기타,90.0
6684,12875,R,200711,201109,1,기타,51.0
6685,15956,P,201002,999912,0,기타,141.0
6686,27348,P,199712,999912,0,고졸,118.0
6687,16313,R,201004,201603,0,고졸,86.0
6688,17552,P,201104,999912,0,기타,84.0
6689,25782,P,199609,999912,0,고졸,160.0
6690,21315,P,198909,999912,0,고졸,11.0
6691,289,P,200008,999912,0,기타,17.0
6692,16621,R,201007,201204,0,고졸,64.0
6693,16439,P,201006,999912,0,기타,21.0
6694,17996,R,201110,201212,0,고졸,305.0
6695,17872,R,201108,201112,0,고졸,50.0
6696,17390,R,201104,201502,1,고졸,292.0
6697,17793,P,201107,999912,1,대학졸,308.0
6698,12094,P,200704,999912,0,기타,55.0
6699,17084,R,201012,201307,0,기타,145.0
6700,8298,P,200408,999912,0,고졸,120.0
6701,18460,R,201205,201207,1,기타,51.0
6702,3067,R,200104,201408,0,기타,103.0
6703,18241,R,201202,201503,0,고졸,13.0
6704,17803,P,201108,999912,0,전문대졸,143.0
6705,18713,R,201208,201309,0,고졸,156.0
6706,18772,R,201209,201305,0,기타,154.0
6707,7677,P,200404,999912,0,고졸,14.0
6708,18073,R,201111,201401,1,기타,51.0
6709,14034,R,200808,201603,0,고졸,158.0
6710,15937,R,201001,201312,0,전문대졸,56.0
6711,18377,R,201204,201408,0,대학졸,191.0
6712,19202,P,201303,999912,0,기타,80.0
6713,21599,P,199010,999912,0,기타,14.0
6714,18353,R,201203,201309,0,대학졸,13.0
6715,19195,R,201303,201411,0,고졸,17.0
6716,18161,P,201112,999912,1,고졸,291.0
6717,12516,P,200708,999912,0,기타,44.0
6718,19248,R,201304,201403,0,기타,319.0
6719,19486,R,201309,201410,0,고졸,82.0
6720,19487,R,201309,201603,0,기타,84.0
6721,18544,P,201206,999912,0,기타,32.0
6722,19626,P,201312,999912,0,기타,13.0
6723,19748,R,201403,201507,0,기타,167.0
6724,19741,R,201403,201506,0,기타,11.0
6725,19209,R,201303,201410,0,대학졸,78.0
6726,19690,P,201402,999912,0,기타,158.0
6727,19911,R,201408,201506,0,기타,80.0
6728,19981,R,201410,201601,0,고졸,45.0
6729,20055,P,201501,999912,0,기타,324.0
6730,14964,P,200905,999912,0,고졸,82.0
6731,20789,R,198603,200604,0,고졸,31.0
6732,29194,R,199801,199808,0,고졸,148.0
6733,24179,R,199512,199807,0,고졸,78.0
6734,26073,R,199711,199808,0,고졸,52.0
6735,26137,R,199710,199806,0,고졸,11.0
6736,26948,R,199711,199806,0,고졸,116.0
6737,23015,R,199301,199810,0,고졸,193.0
6738,20335,R,198302,200004,0,고졸,16.0
6739,25619,R,199612,200210,0,고졸,134.0
6740,25328,R,199611,200209,0,기타,86.0
6741,22523,R,199209,200603,0,고졸,118.0
6742,27449,P,199802,999912,0,고졸,75.0
6743,20936,R,198712,200105,0,고졸,86.0
6744,28604,R,199805,199908,0,고졸,84.0
6745,22164,R,199103,200112,0,고졸,160.0
6746,27294,R,199711,199901,0,고졸,74.0
6747,27140,R,199708,199903,0,고졸,205.0
6748,21031,R,198805,200011,0,고졸,129.0
6749,27317,R,199711,199910,0,고졸,13.0
6750,27814,R,199806,199811,0,고졸,129.0
6751,29373,R,199808,199904,0,고졸,156.0
6752,28264,R,199804,200112,0,고졸,61.0
6753,28513,R,199807,199811,0,고졸,86.0
6754,25695,R,199608,200307,0,고졸,148.0
6755,20856,R,198603,200010,0,고졸,156.0
6756,29124,R,199807,200106,0,고졸,160.0
6757,25514,R,199612,199912,0,고졸,111.0
6758,23400,R,199407,200409,0,고졸,13.0
6759,26377,R,199710,200310,0,기타,49.0
6760,22365,R,199207,200201,0,고졸,49.0
6761,23984,R,199507,199811,0,고졸,31.0
6762,25996,R,199708,200305,0,고졸,55.0
6763,28119,R,199808,199902,0,고졸,49.0
6764,20341,R,198302,200204,0,기타,167.0
6765,21271,R,198909,200211,0,고졸,31.0
6766,26647,R,199706,200510,0,고졸,88.0
6767,27115,R,199706,199909,0,고졸,150.0
6768,25103,R,199611,200205,0,고졸,14.0
6769,28704,R,199810,199903,0,고졸,118.0
6770,27382,R,199712,200001,0,고졸,163.0
6771,22229,R,199112,200412,0,고졸,125.0
6772,31001,R,199902,200003,0,고졸,116.0
6773,30046,R,199903,199912,0,고졸,23.0
6774,27912,R,199809,199912,0,고졸,58.0
6775,30585,R,199903,199907,0,고졸,82.0
6776,28407,R,199807,199912,0,고졸,74.0
6777,23426,R,199407,199911,0,고졸,56.0
6778,28655,R,199802,200204,0,고졸,80.0
6779,28166,R,199811,199910,0,고졸,29.0
6780,22830,R,199312,200209,0,고졸,75.0
6781,25873,R,199610,199909,0,고졸,141.0
6782,31366,R,199907,199912,0,고졸,154.0
6783,22598,R,199203,200212,0,고졸,160.0
6784,30350,R,199905,200208,0,고졸,32.0
6785,30037,R,199906,200106,0,대학졸,65.0
6786,26286,R,199710,200202,0,전문대졸,14.0
6787,30144,R,199905,200210,1,고졸,46.0
6788,26817,R,199701,200311,0,고졸,108.0
6789,21615,R,199004,200305,0,전문대졸,3.0
6790,22763,R,199307,200312,0,고졸,55.0
6791,20697,R,198108,200111,0,고졸,108.0
6792,30850,R,199912,200003,0,대학졸,113.0
6793,29909,R,199912,200011,0,고졸,21.0
6794,28277,R,199810,200111,0,고졸,61.0
6795,31470,R,199912,200003,1,고졸,58.0
6796,554,R,200001,200102,0,고졸,17.0
6797,20464,R,198502,200201,0,고졸,62.0
6798,28741,R,199809,200206,0,고졸,122.0
6799,2091,R,200004,200008,0,고졸,140.0
6800,390,R,200001,200009,0,고졸,52.0
6801,25228,R,199603,200606,0,고졸,107.0
6802,1210,R,200003,200202,0,고졸,86.0
6803,845,R,200004,200008,0,고졸,49.0
6804,848,R,200001,200010,0,고졸,49.0
6805,477,R,200002,200301,0,기타,11.0
6806,25078,P,199605,999912,0,기타,78.0
6807,30175,R,199907,200305,0,고졸,49.0
6808,1337,R,200005,200302,0,고졸,84.0
6809,1862,R,200003,200102,0,대학졸,167.0
6810,22594,R,199205,200410,0,고졸,147.0
6811,23229,P,199306,999912,0,고졸,303.0
6812,30607,R,199904,200303,0,고졸,88.0
6813,748,R,200010,200109,0,고졸,64.0
6814,861,R,200010,200103,0,고졸,49.0
6815,30239,R,199910,200109,0,고졸,99999999.0
6816,173,R,200001,200205,0,고졸,204.0
6817,617,R,200012,200103,0,고졸,13.0
6818,28141,R,199810,200111,0,고졸,127.0
6819,24450,R,199509,200103,0,고졸,122.0
6820,30187,R,199903,200106,0,고졸,50.0
6821,212,R,200011,200104,0,기타,75.0
6822,22257,R,199202,200111,0,고졸,75.0
6823,21873,R,199111,200503,0,대학졸,75.0
6824,25779,R,199608,200304,0,고졸,140.0
6825,2222,R,200101,200408,1,고졸,204.0
6826,2966,R,200102,200401,0,고졸,188.0
6827,3031,R,200103,200111,0,고졸,122.0
6828,31432,R,199907,200112,0,고졸,38.0
6829,1874,R,200010,200108,0,고졸,148.0
6830,26371,R,199702,200509,0,고졸,46.0
6831,20976,R,198703,200603,0,고졸,167.0
6832,25909,R,199612,200111,0,고졸,146.0
6833,320,R,200002,200611,0,고졸,38.0
6834,624,R,200005,200203,0,대학졸,13.0
6835,21220,R,198801,200207,0,고졸,158.0
6836,3240,R,200108,200401,0,고졸,116.0
6837,2872,R,200102,200202,0,기타,86.0
6838,3489,R,200104,200202,0,고졸,154.0
6839,23249,R,199310,200201,0,고졸,44.0
6840,2015,R,200002,200303,0,고졸,154.0
6841,4691,R,200201,200210,0,고졸,100.0
6842,4569,R,200201,200209,0,고졸,88.0
6843,30588,R,199911,200308,0,고졸,82.0
6844,23459,R,199401,200310,0,고졸,64.0
6845,2387,R,200104,200408,0,고졸,129.0
6846,3936,R,200111,200311,1,고졸,141.0
6847,3863,R,200112,200207,1,고졸,220.0
6848,4195,R,200203,200210,0,고졸,13.0
6849,1606,R,200005,200412,0,고졸,100.0
6850,1646,R,200002,200408,0,고졸,134.0
6851,24271,R,199504,201403,0,고졸,32.0
6852,20724,R,198203,200503,0,고졸,160.0
6853,4293,R,200201,200207,0,고졸,38.0
6854,4787,R,200204,200507,0,고졸,134.0
6855,4564,R,200209,200307,0,고졸,88.0
6856,3930,R,200111,201002,1,대학졸,286.0
6857,21751,R,199003,200605,0,고졸,106.0
6858,5944,R,200302,200310,0,기타,122.0
6859,3926,R,200111,200812,1,고졸,246.0
6860,7539,R,200403,200505,0,기타,106.0
6861,231,R,200001,200802,0,고졸,75.0
6862,4002,R,200104,200501,1,고졸,171.0
6863,25363,P,199605,999912,0,기타,84.0
6864,4921,R,200212,200507,0,기타,150.0
6865,6218,R,200306,200803,1,고졸,171.0
6866,5086,R,200210,200609,0,고졸,97.0
6867,6250,R,200307,200403,0,고졸,86.0
6868,24214,R,199503,200710,0,고졸,59.0
6869,27280,R,199710,201309,0,고졸,158.0
6870,4829,R,200212,200705,0,고졸,141.0
6871,4211,R,200208,200401,0,대학졸,65.0
6872,6363,R,200308,200702,0,기타,56.0
6873,26805,R,199705,201209,0,고졸,113.0
6874,4278,R,200209,200507,0,고졸,62.0
6875,5671,R,200304,201001,0,고졸,124.0
6876,20610,P,197902,999912,0,기타,86.0
6877,20669,P,198111,999912,0,기타,16.0
6878,5115,R,200208,201001,1,고졸,288.0
6879,5636,R,200306,200409,0,기타,204.0
6880,6834,R,200311,200403,0,기타,163.0
6881,20887,R,198707,200902,0,중졸,17.0
6882,6500,R,200308,200412,1,고졸,62.0
6883,6856,R,200311,200404,0,대학졸,165.0
6884,31232,P,199903,999912,0,고졸,167.0
6885,21498,R,198912,200810,0,고졸,156.0
6886,7292,R,200401,200406,0,기타,29.0
6887,5473,R,200208,200807,1,고졸,238.0
6888,4790,R,200211,200608,0,고졸,134.0
6889,6980,R,200312,200409,0,고졸,158.0
6890,6006,R,200305,200905,0,기타,116.0
6891,2198,R,200006,200610,0,전문대졸,171.0
6892,24505,R,199505,200507,0,고졸,106.0
6893,6107,R,200302,200505,0,고졸,156.0
6894,2350,R,200104,201007,1,고졸,25.0
6895,29673,P,199912,999912,0,고졸,19.0
6896,7793,R,200405,200805,0,기타,106.0
6897,7236,R,200401,200409,0,고졸,165.0
6898,8013,R,200406,200410,0,기타,24.0
6899,4852,R,200204,200503,0,고졸,160.0
6900,28493,R,199811,201008,0,기타,155.0
6901,770,R,200001,200502,0,고졸,120.0
6902,26517,R,199708,200609,0,고졸,42.0
6903,25023,P,199611,999912,0,기타,42.0
6904,8247,R,200408,200505,0,기타,24.0
6905,8504,R,200409,200507,0,대학졸,158.0
6906,8400,R,200409,200611,0,기타,82.0
6907,27430,R,199810,200411,0,고졸,25.0
6908,27022,R,199706,200608,0,고졸,136.0
6909,6113,R,200305,200509,0,고졸,140.0
6910,24682,P,199512,999912,0,고졸,160.0
6911,30465,R,199905,200512,0,고졸,44.0
6912,7588,R,200404,200507,0,기타,38.0
6913,8201,R,200408,200701,0,고졸,75.0
6914,1446,R,200006,200707,0,고졸,103.0
6915,24235,R,199504,200808,0,고졸,47.0
6916,22573,R,199201,200902,0,고졸,146.0
6917,8215,R,200408,200511,0,기타,24.0
6918,29174,P,199806,999912,0,고졸,167.0
6919,21827,R,199011,200605,0,고졸,125.0
6920,3826,R,200111,200903,1,기타,238.0
6921,7575,R,200404,200604,0,대학졸,90.0
6922,8513,R,200409,201412,0,고졸,59.0
6923,8874,P,200501,999912,0,고졸,158.0
6924,8972,R,200502,200507,1,대학졸,41.0
6925,1232,R,200003,200805,0,고졸,86.0
6926,8419,P,200409,999912,0,기타,14.0
6927,9101,R,200503,201601,0,고졸,75.0
6928,20900,R,198706,200801,0,고졸,32.0
6929,8395,R,200409,200802,0,기타,23.0
6930,22560,R,199209,200802,0,고졸,116.0
6931,30497,P,199911,999912,0,기타,90.0
6932,8788,R,200412,200506,0,기타,121.0
6933,5311,R,200202,201001,1,기타,277.0
6934,6692,R,200310,201004,0,기타,16.0
6935,22162,P,199109,999912,0,고졸,160.0
6936,24546,R,199506,200906,0,기타,145.0
6937,8369,R,200408,200606,1,고졸,85.0
6938,1338,R,200009,201301,0,대학졸,84.0
6939,5197,R,200202,201104,1,고졸,268.0
6940,9048,R,200502,200706,1,고졸,77.0
6941,9533,R,200506,200604,0,기타,99.0
6942,30271,R,199912,200611,0,고졸,47.0
6943,1569,R,200009,200610,0,고졸,128.0
6944,22559,R,199211,200909,0,고졸,146.0
6945,9091,R,200503,200609,0,기타,19.0
6946,9464,R,200506,200902,0,고졸,156.0
6947,9903,R,200510,200604,0,고졸,125.0
6948,9035,R,200502,200902,0,고졸,88.0
6949,9741,R,200508,200706,0,대학졸,123.0
6950,12446,R,200707,200904,0,대학졸,59.0
6951,9620,R,200507,200812,0,기타,256.0
6952,14223,R,200810,201109,0,고졸,38.0
6953,14159,R,200809,200907,0,고졸,163.0
6954,12263,P,200705,999912,0,기타,121.0
6955,14232,P,200810,999912,0,기타,44.0
6956,13821,R,200807,201008,0,고졸,106.0
6957,14053,R,200809,201103,0,고졸,286.0
6958,14090,P,200809,999912,0,대학졸,37.0
6959,13503,P,200804,999912,0,대학졸,16.0
6960,12512,R,200708,200907,0,고졸,59.0
6961,12476,R,200707,201003,1,고졸,288.0
6962,9676,R,200508,201411,0,대학졸,143.0
6963,13150,R,200801,201001,0,고졸,29.0
6964,11837,R,200701,201003,1,기타,291.0
6965,14998,R,200905,201601,0,고졸,16.0
6966,15485,R,200909,201010,0,대학졸,146.0
6967,23720,R,199408,201406,0,기타,100.0
6968,14782,P,200903,999912,0,고졸,37.0
6969,14874,P,200904,999912,0,대학졸,145.0
6970,12969,R,200712,201306,0,전문대졸,191.0
6971,14533,R,200901,201106,0,대학졸,167.0
6972,15742,R,200911,201011,0,고졸,167.0
6973,13160,R,200802,201112,0,기타,37.0
6974,14201,R,200810,201010,0,대학졸,69.0
6975,15852,R,200912,201205,1,기타,263.0
6976,15050,R,200905,201204,0,고졸,84.0
6977,15832,R,200912,201010,0,고졸,154.0
6978,15404,R,200909,201107,0,대학졸,116.0
6979,14794,R,200903,201006,1,대학졸,110.0
6980,6238,P,200307,999912,0,고졸,86.0
6981,15717,R,200911,201110,1,기타,289.0
6982,16172,P,201003,999912,1,고졸,269.0
6983,15754,R,200912,201104,0,기타,279.0
6984,14710,P,200903,999912,0,기타,56.0
6985,16502,R,201006,201108,0,고졸,42.0
6986,14711,R,200903,201508,0,대학졸,42.0
6987,22925,P,199305,999912,0,기타,120.0
6988,16461,R,201006,201212,0,고졸,50.0
6989,16228,R,201004,201508,0,고졸,120.0
6990,16885,P,201010,999912,0,고졸,47.0
6991,16682,R,201008,201111,0,기타,111.0
6992,11553,R,200611,201202,0,전문대졸,17.0
6993,16440,R,201006,201203,0,고졸,29.0
6994,17050,R,201012,201405,0,기타,113.0
6995,16583,R,201007,201407,0,고졸,32.0
6996,17117,R,201101,201210,0,기타,69.0
6997,17322,R,201103,201407,0,고졸,84.0
6998,11650,R,200612,201209,0,고졸,78.0
6999,9127,R,200503,201501,0,기타,57.0
7000,17435,R,201104,201110,0,기타,59.0
7001,16626,P,201007,999912,0,기타,120.0
7002,17388,P,201104,999912,0,고졸,84.0
7003,17415,R,201104,201112,0,기타,90.0
7004,17769,R,201107,201110,1,기타,262.0
7005,16889,R,201010,201308,0,대학졸,141.0
7006,10435,R,200602,201302,0,기타,88.0
7007,17058,R,201012,201205,1,대학졸,51.0
7008,16314,P,201004,999912,0,고졸,145.0
7009,18099,R,201111,201401,0,고졸,118.0
7010,16040,P,201002,999912,1,고졸,269.0
7011,18217,R,201201,201410,0,고졸,160.0
7012,18069,R,201111,201210,1,기타,51.0
7013,13320,P,200803,999912,0,기타,141.0
7014,19012,R,201212,201309,1,기타,51.0
7015,18722,R,201209,201606,0,전문대졸,156.0
7016,17513,P,201104,999912,1,고졸,265.0
7017,18330,R,201203,201404,0,대학졸,167.0
7018,18232,P,201202,999912,0,기타,88.0
7019,18278,P,201202,999912,1,기타,284.0
7020,19311,R,201305,201509,0,기타,32.0
7021,18007,R,201110,201410,0,전문대졸,42.0
7022,25844,R,199606,201409,0,고졸,37.0
7023,14812,P,200903,999912,0,고졸,158.0
7024,14922,P,200904,999912,0,고졸,80.0
7025,13906,R,200807,201412,0,기타,32.0
7026,17059,P,201012,999912,0,고졸,116.0
7027,17002,P,201011,999912,1,대학졸,170.0
7028,19649,P,201401,999912,1,고졸,307.0
7029,18513,P,201205,999912,1,고졸,265.0
7030,19333,P,201305,999912,0,기타,84.0
7031,17492,P,201104,999912,1,고졸,289.0
7032,19967,P,201410,999912,0,기타,47.0
7033,19828,P,201405,999912,0,기타,75.0
7034,19927,R,201408,201601,0,기타,37.0
7035,19960,P,201409,999912,0,기타,156.0
7036,17184,R,201101,201605,0,기타,318.0
7037,20033,P,201501,999912,0,대학졸,191.0
7038,20064,P,201501,999912,0,고졸,51.0
7039,14483,P,200812,999912,0,기타,49.0
7040,19560,P,201310,999912,1,기타,265.0
7041,20225,P,201507,999912,1,기타,263.0
7042,20316,P,201602,999912,1,기타,51.0
7043,20293,P,201512,999912,1,기타,51.0
7044,20291,P,201512,999912,0,기타,45.0
7045,25625,R,199610,200004,0,고졸,160.0
7046,24594,R,199505,200206,0,고졸,141.0
7047,23128,R,199311,199912,0,고졸,141.0
7048,22953,R,199308,200806,0,고졸,155.0
7049,27171,R,199709,199901,0,고졸,158.0
7050,25162,R,199608,200206,0,고졸,29.0
7051,26166,R,199711,199811,0,고졸,129.0
7052,29233,R,199802,199806,0,고졸,205.0
7053,27617,R,199802,199806,0,고졸,19.0
7054,26379,R,199702,199806,0,고졸,49.0
7055,28368,R,199802,199806,0,고졸,61.0
7056,25943,R,199710,199912,0,고졸,75.0
7057,25768,R,199608,200202,0,고졸,143.0
7058,27822,R,199801,200010,0,고졸,25.0
7059,27079,R,199710,200002,0,고졸,165.0
7060,27799,R,199803,199808,0,고졸,17.0
7061,28266,R,199806,199905,0,고졸,61.0
7062,24769,R,199511,199911,0,고졸,65.0
7063,26804,R,199711,199903,0,기타,113.0
7064,27470,R,199804,199812,0,고졸,124.0
7065,25869,R,199608,200203,0,고졸,148.0
7066,27833,R,199808,200310,0,고졸,17.0
7067,23692,R,199406,200202,0,고졸,108.0
7068,27565,R,199802,200310,0,고졸,62.0
7069,27979,R,199806,200007,0,고졸,99999999.0
7070,23198,R,199312,200702,0,고졸,109.0
7071,23678,R,199406,199911,0,고졸,122.0
7072,27574,R,199810,199902,0,고졸,62.0
7073,26617,R,199707,200310,0,고졸,86.0
7074,20863,R,198611,200207,0,고졸,29.0
7075,31338,R,199901,199907,0,고졸,125.0
7076,28317,R,199811,200511,0,고졸,32.0
7077,21116,P,198812,999912,0,고졸,47.0
7078,24245,R,199504,199912,0,고졸,59.0
7079,24338,R,199510,200202,0,고졸,44.0
7080,25602,R,199608,199906,0,고졸,141.0
7081,21906,R,199111,200604,0,기타,124.0
7082,22565,R,199212,200601,0,기타,146.0
7083,29161,R,199810,199907,0,고졸,150.0
7084,29269,R,199807,200402,0,고졸,158.0
7085,24111,R,199509,200001,0,기타,49.0
7086,24460,R,199505,200707,0,기타,103.0
7087,22595,R,199210,200111,0,고졸,99999999.0
7088,21244,R,198810,200206,0,고졸,129.0
7089,30931,R,199904,199910,0,고졸,111.0
7090,21081,R,198809,200111,0,고졸,49.0
7091,24528,R,199508,200104,0,고졸,111.0
7092,27495,R,199812,200105,0,고졸,55.0
7093,23037,R,199306,200006,0,고졸,122.0
7094,24752,R,199501,200102,0,고졸,156.0
7095,31138,R,199906,199912,0,고졸,160.0
7096,21223,R,198807,200501,0,고졸,8.0
7097,25404,R,199602,200108,0,고졸,193.0
7098,21053,R,198805,200611,0,고졸,117.0
7099,23284,R,199408,200202,0,고졸,75.0
7100,20673,R,198102,200111,0,대학원졸,17.0
7101,30834,R,199904,200109,0,고졸,113.0
7102,28209,R,199811,200107,0,고졸,47.0
7103,28461,R,199806,200201,0,고졸,44.0
7104,29834,R,199905,200004,0,고졸,17.0
7105,23017,R,199302,200506,0,고졸,118.0
7106,30699,R,199905,200211,0,고졸,193.0
