CLLT_FP_PRNO,INCB_DVSN,ETRS_YM,FIRE_YM,BEFO_JOB,EDGB,BRCH_CODE
724,R,200007,200901,기타,고졸,14.0
6278,R,200307,200506,기타,고졸,154.0
5964,R,200304,200311,기타,고졸,100.0
29704,R,199912,200710,기타,고졸,142.0
5037,R,200201,201104,보험관계인,대학졸,269.0
21734,R,199007,200506,기타,고졸,113.0
6328,R,200308,200412,무직,고졸,80.0
2949,R,200103,201408,기타,대학졸,84.0
1482,R,200005,200801,기타,#,113.0
3849,R,200111,200607,보험관계인,중졸,89.0
6584,R,200309,200412,기타,고졸,111.0
5650,R,200305,200407,보험관계인,고졸,197.0
28555,R,199802,200910,기타,전문대졸,82.0
5240,R,200203,200808,보험관계인,고졸,238.0
6455,R,200308,200506,기타,고졸,106.0
25638,R,199612,201512,기타,고졸,167.0
3591,R,200102,200408,기타,고졸,204.0
5644,R,200305,200409,회사원,#,204.0
29850,P,199902,999912,기타,#,17.0
30480,P,199903,999912,무직,고졸,318.0
27508,R,199804,200406,자유업,고졸,55.0
21215,R,198809,200602,기타,#,158.0
5786,R,200305,200906,기타,고졸,272.0
5686,R,200305,200710,기타,#,25.0
22754,R,199303,200603,기타,고졸,75.0
21473,R,198911,200812,사기업체,고졸,167.0
7402,R,200402,200406,기타,#,37.0
22451,P,199212,999912,기타,#,90.0
25476,R,199610,200506,기타,고졸,100.0
28205,P,199804,999912,기타,전문대졸,29.0
5838,P,200304,999912,기타,#,45.0
21208,R,198806,201502,기타,고졸,167.0
7805,R,200405,200411,기타,#,124.0
7840,R,200405,200410,무직,고졸,163.0
6036,R,200301,200601,기타,고졸,160.0
5179,R,200202,200612,보험관계인,#,72.0
7369,R,200402,200606,기타,#,117.0
441,P,200009,999912,기타,대학졸,11.0
20984,R,198708,200601,기타,중졸,146.0
23624,P,199409,999912,기타,대학졸,88.0
6520,R,200309,200410,기타,#,31.0
23519,R,199408,200511,사기업체,고졸,32.0
3373,R,200105,200609,무직,고졸,167.0
7124,R,200312,201003,보험관계인,#,15.0
29151,R,199810,200702,무직,고졸,109.0
22205,P,199110,999912,기타,고졸,303.0
31242,P,199911,999912,기타,#,163.0
7812,P,200405,999912,기타,#,56.0
222,R,200008,201209,기타,고졸,75.0
7305,R,200401,200603,기타,고졸,197.0
8195,R,200408,200504,기타,#,11.0
8579,R,200410,200510,기타,고졸,75.0
8319,P,200408,999912,무직,#,19.0
4881,R,200206,201202,기타,대학졸,150.0
3655,P,200104,999912,보험관계인,고졸,84.0
8209,R,200408,200511,기타,#,24.0
13767,P,200806,999912,영업직(판,전문대졸,145.0
15695,P,200911,999912,금융부문,고졸,303.0
14380,R,200811,201011,금융부문,대학졸,143.0
15700,R,200911,201101,기타,고졸,45.0
15595,R,200910,201003,보험관계인,#,114.0
12769,R,200710,201007,기타,전문대졸,96.0
13924,P,200808,999912,영업직(판,#,158.0
13976,R,200808,201208,기타,고졸,32.0
14868,R,200904,201007,기타,고졸,32.0
14419,R,200812,201107,기타,고졸,158.0
15010,R,200905,201007,기타,#,118.0
14903,R,200904,201201,기타,고졸,42.0
15482,R,200909,201104,보험관계인,고졸,265.0
16139,R,201003,201102,기타,고졸,118.0
13829,R,200807,201203,보험관계인,#,204.0
16662,R,201008,201203,보험관계인,#,51.0
16615,P,201007,999912,기타,고졸,156.0
15361,R,200908,201108,보험관계인,#,293.0
3006,P,200105,999912,기타,고졸,121.0
16732,R,201009,201102,보험관계인,#,288.0
13921,P,200808,999912,보험관계인,고졸,291.0
15800,P,200912,999912,기타,전문대졸,25.0
15520,R,200910,201301,회사원,고졸,112.0
16925,R,201010,201602,기타,#,75.0
8791,P,200412,999912,기타,고졸,171.0
16711,R,201008,201507,기타,전문대졸,16.0
16536,R,201007,201205,기타,전문대졸,47.0
13562,P,200805,999912,기타,#,38.0
16619,R,201007,201205,기타,전문대졸,64.0
17208,R,201102,201112,기타,고졸,163.0
4473,P,200204,999912,기타,#,45.0
17863,P,201108,999912,보험관계인,고졸,293.0
17214,R,201102,201404,기타,고졸,17.0
18049,R,201111,201204,기타,#,82.0
17507,P,201104,999912,보험관계인,#,265.0
16238,P,201004,999912,기타,고졸,44.0
18198,R,201201,201208,기타,#,44.0
18237,R,201202,201212,자영업,대학졸,112.0
18336,R,201203,201305,기타,고졸,82.0
18537,R,201206,201311,기타,#,302.0
18483,P,201205,999912,보험관계인,전문대졸,291.0
18518,R,201206,201209,기타,대학졸,110.0
17595,R,201105,201212,기타,전문대졸,116.0
18349,P,201203,999912,기타,#,44.0
17691,R,201106,201412,보험관계인,#,51.0
19010,R,201212,201309,기타,#,160.0
18057,R,201111,201312,기타,대학졸,11.0
14599,R,200901,201501,보험관계인,#,172.0
17718,R,201106,201407,기타,고졸,32.0
19263,P,201304,999912,기타,#,75.0
19219,R,201303,201408,기타,고졸,120.0
19349,R,201305,201407,기타,고졸,146.0
19434,P,201307,999912,기타,고졸,14.0
18763,R,201209,201406,기타,고졸,147.0
15818,P,200912,999912,기타,고졸,318.0
19576,R,201311,201406,기타,#,118.0
19603,P,201311,999912,보험관계인,#,316.0
15530,P,200910,999912,기타,전문대졸,82.0
19598,R,201311,201410,기타,#,146.0
11367,P,200609,999912,기타,#,44.0
20892,P,198704,999912,기타,#,29.0
19861,R,201406,201504,기타,#,56.0
19982,R,201410,201505,기타,고졸,80.0
19590,P,201311,999912,보험관계인,고졸,306.0
9050,P,200502,999912,보험관계인,고졸,273.0
13094,R,200801,201604,일반기업,고졸,303.0
7337,P,200402,999912,기타,고졸,75.0
20239,P,201509,999912,기타,#,118.0
20321,P,201603,999912,기타,고졸,125.0
20100,P,201502,999912,보험관계인,#,51.0
20880,R,198702,200002,사기업체,고졸,65.0
27259,R,199711,199807,기타,고졸,32.0
21183,R,198810,199811,기타,중졸,145.0
24368,P,199507,999912,기타,고졸,80.0
27243,R,199705,199806,기타,고졸,140.0
23571,R,199403,200105,기타,고졸,46.0
26357,R,199704,200002,기타,고졸,46.0
23148,R,199303,200207,사기업체,고졸,163.0
28409,R,199801,199807,기타,고졸,74.0
27207,R,199710,199811,무직,고졸,154.0
22871,R,199306,199901,기타,고졸,29.0
26988,R,199709,200301,보험관계인,고졸,146.0
27765,P,199802,999912,기타,#,16.0
22250,R,199209,199906,기타,고졸,62.0
23124,R,199301,200103,기타,고졸,116.0
23963,R,199505,200008,기타,고졸,99999999.0
28801,R,199805,199808,무직,고졸,103.0
28779,R,199803,200111,기타,고졸,108.0
25983,R,199709,199901,기타,고졸,99999999.0
21266,R,198904,199906,기타,전문대졸,50.0
20808,P,198602,999912,기타,중졸,299.0
22748,R,199303,199812,기타,고졸,56.0
27637,R,199805,199903,기타,고졸,19.0
28182,R,199808,199910,기타,고졸,29.0
27009,R,199701,200701,기타,고졸,8.0
25596,R,199602,200102,기타,고졸,141.0
28708,R,199803,199812,기타,고졸,193.0
22435,R,199210,200711,기타,고졸,45.0
29313,R,199801,199902,기타,고졸,125.0
27539,R,199810,200007,무직,고졸,31.0
29232,R,199809,200106,무직,고졸,163.0
24948,R,199607,199903,사기업체,대학졸,11.0
25804,R,199610,200611,기타,고졸,52.0
29132,R,199811,200012,기타,고졸,167.0
21407,R,198907,200905,기타,고졸,103.0
23274,R,199412,200104,기타,고졸,25.0
22950,R,199307,200412,기타,고졸,90.0
27559,R,199808,200204,기타,고졸,124.0
25265,R,199601,200405,사기업체,전문대졸,49.0
20795,R,198603,200205,사기업체,고졸,38.0
27410,R,199712,199912,기타,고졸,49.0
22737,R,199308,199907,기타,고졸,99999999.0
26527,R,199703,200507,기타,고졸,42.0
31266,R,199903,199912,무직,고졸,205.0
25851,R,199611,200103,기타,고졸,86.0
22066,R,199103,200401,기타,고졸,84.0
21535,R,199009,200209,기타,고졸,75.0
23779,R,199405,200111,기타,고졸,145.0
22284,R,199203,200311,기타,#,55.0
23231,R,199307,200702,기타,고졸,143.0
25224,R,199612,199909,기타,고졸,32.0
21026,R,198803,200207,기타,고졸,69.0
30883,R,199905,199911,기타,고졸,106.0
31157,R,199905,199912,무직,대학졸,163.0
25385,R,199611,200204,기타,고졸,118.0
29913,R,199906,201003,기타,고졸,21.0
31388,R,199907,200107,무직,#,143.0
28855,R,199812,200107,무직,고졸,100.0
24522,R,199504,200608,기타,고졸,106.0
30460,R,199909,200003,무직,고졸,44.0
30687,R,199910,200011,무직,고졸,118.0
29887,R,199905,200001,무직,고졸,17.0
29056,R,199802,200101,기타,고졸,141.0
25579,P,199603,999912,기타,#,116.0
30201,R,199908,200007,기타,고졸,29.0
31385,R,199912,200107,무직,고졸,143.0
30143,R,199910,200008,무직,고졸,46.0
21272,R,198903,200202,기타,#,25.0
1530,R,200001,200008,기타,고졸,106.0
30831,R,199907,200004,기타,고졸,113.0
27086,R,199705,200502,무직,고졸,167.0
30595,R,199912,200105,기타,고졸,82.0
722,R,200001,200303,기타,고졸,14.0
29836,R,199908,200106,무직,고졸,17.0
31010,R,199908,200503,기타,고졸,134.0
23891,R,199403,200109,기타,고졸,143.0
201,R,200005,200011,기타,고졸,75.0
25903,R,199612,200503,기타,고졸,42.0
21880,P,199103,999912,기타,#,25.0
1064,R,200008,200109,기타,고졸,42.0
23549,R,199403,200401,기타,고졸,74.0
426,R,200007,200108,무직,고졸,69.0
30137,R,199912,200611,기타,고졸,107.0
1237,R,200007,200310,기타,#,80.0
24876,R,199607,200108,기타,고졸,124.0
1532,R,200006,200101,기타,고졸,106.0
2169,R,200004,200507,보험관계인,고졸,14.0
749,R,200010,200510,기타,전문대졸,64.0
28079,R,199807,200303,무직,고졸,45.0
25698,R,199607,200410,기타,고졸,148.0
22814,R,199311,200402,기타,고졸,23.0
534,R,200009,200105,무직,고졸,53.0
3294,R,200101,200109,기타,고졸,136.0
31451,R,199911,200109,기타,고졸,42.0
3480,R,200102,200507,기타,고졸,125.0
1737,R,200012,200106,무직,고졸,141.0
24539,R,199510,200310,기타,대학졸,3.0
2339,R,200104,200202,보험관계인,중졸,75.0
1774,R,200002,200312,보험관계인,고졸,136.0
31384,R,199905,200302,무직,고졸,143.0
21864,R,199007,200208,학생,고졸,111.0
31420,R,199910,200303,무직,고졸,156.0
3656,R,200106,200205,기타,고졸,84.0
2860,R,200107,200209,기타,고졸,80.0
2549,R,200106,200204,기타,고졸,62.0
23847,R,199412,200603,기타,고졸,150.0
4170,R,200201,200301,무직,고졸,21.0
5127,R,200202,200207,보험관계인,고졸,198.0
4859,R,200204,200210,기타,고졸,163.0
3741,R,200108,200504,기타,대학졸,204.0
3731,R,200108,200208,기타,#,204.0
31395,R,199907,200606,무직,고졸,109.0
3455,R,200104,200301,보험관계인,고졸,158.0
1617,R,200002,200403,기타,고졸,134.0
5392,R,200206,200512,보험관계인,고졸,68.0
4366,R,200210,200308,기타,고졸,59.0
4269,R,200210,200304,기타,고졸,16.0
3792,R,200111,200408,보험관계인,대학졸,198.0
26591,R,199705,200905,기타,고졸,80.0
22177,R,199102,200308,기타,고졸,167.0
1179,R,200004,200812,기타,고졸,90.0
26612,R,199702,200311,기타,고졸,146.0
24014,R,199510,200410,기타,고졸,19.0
5710,R,200305,200407,기타,고졸,14.0
4986,R,200201,200307,기타,#,156.0
7011,R,200312,200708,기타,대학졸,109.0
7471,R,200403,200412,회사원,전문대졸,96.0
6142,R,200302,200309,기타,고졸,162.0
7783,R,200405,200809,기타,#,163.0
11251,R,200608,201011,일반기업,전문대졸,163.0
31285,R,199905,201008,기타,고졸,167.0
16570,R,201007,201212,보험관계인,#,51.0
18552,P,201206,999912,기타,대학졸,96.0
30055,R,199912,201502,무직,#,14.0
6205,R,200306,200401,기타,고졸,64.0
23966,R,199507,200609,기타,고졸,31.0
4508,R,200206,200705,기타,고졸,80.0
1243,R,200009,200603,기타,고졸,82.0
6251,R,200307,200401,기타,고졸,38.0
6122,R,200305,200309,기타,#,201.0
3939,R,200111,200710,보험관계인,중졸,98.0
5709,P,200301,999912,기타,고졸,14.0
2038,R,200003,200401,기타,고졸,154.0
2147,R,200012,200608,무직,#,75.0
31508,P,200307,999912,#,#,7.0
6080,R,200303,200402,기타,고졸,125.0
22190,R,199109,200604,기타,고졸,125.0
6712,R,200310,200410,기타,고졸,167.0
6320,R,200307,200402,보험관계인,#,204.0
4512,R,200208,200407,기타,고졸,80.0
6534,R,200309,200404,기타,#,100.0
6895,P,200311,999912,무직,#,88.0
1760,R,200008,201010,기타,#,136.0
29392,R,199810,200601,기타,고졸,156.0
3762,R,200111,200503,보험관계인,고졸,31.0
26627,R,199711,200604,기타,고졸,82.0
25169,P,199602,999912,기타,고졸,47.0
592,R,200006,200506,기타,고졸,21.0
21331,P,198910,999912,사기업체,고졸,45.0
3626,R,200104,200407,보험관계인,고졸,204.0
1526,R,200007,200406,기타,#,100.0
25159,R,199608,201208,기타,고졸,29.0
7145,R,200401,200407,무직,#,134.0
7094,R,200312,200501,기타,고졸,165.0
6690,R,200310,200405,기타,고졸,11.0
6052,R,200304,200405,자유업,대학졸,148.0
24208,P,199510,999912,기타,고졸,23.0
2665,P,200106,999912,기타,고졸,29.0
2272,P,200105,999912,기타,고졸,55.0
6957,R,200312,200407,기타,고졸,75.0
5015,R,200202,200503,보험관계인,#,198.0
6842,R,200311,200707,기타,#,109.0
7339,R,200402,200502,자유업,고졸,129.0
21258,P,198811,999912,기타,전문대졸,170.0
25640,R,199606,200408,기타,고졸,163.0
29521,P,199912,999912,기타,고졸,75.0
7535,R,200403,200407,무직,#,148.0
6778,R,200310,201109,기타,고졸,121.0
4258,R,200211,200501,기타,고졸,16.0
3492,P,200104,999912,보험관계인,#,154.0
7201,R,200401,200707,보험관계인,고졸,109.0
3363,R,200107,201107,기타,#,150.0
2081,P,200011,999912,기타,#,156.0
7733,R,200405,200709,회사원,대학졸,80.0
8028,R,200407,200508,기타,고졸,84.0
23910,R,199407,201204,기타,대학졸,96.0
7158,R,200401,201407,기타,#,158.0
21763,R,199003,200909,기타,#,111.0
24232,P,199503,999912,기타,고졸,47.0
5781,R,200301,200411,기타,고졸,59.0
8516,R,200409,200509,기타,고졸,41.0
26438,R,199710,200706,기타,고졸,47.0
2591,P,200104,999912,기타,#,120.0
25330,P,199611,999912,기타,고졸,82.0
8030,R,200407,200610,기타,#,109.0
2426,R,200108,200807,기타,전문대졸,21.0
6007,R,200304,200901,기타,#,116.0
8915,R,200501,200608,기타,전문대졸,116.0
21803,R,199006,200507,사기업체,고졸,167.0
2085,R,200001,200809,기타,고졸,156.0
8436,R,200409,200705,회사원,#,44.0
8660,R,200410,200509,보험관계인,고졸,44.0
7361,R,200402,200509,무직,중졸,163.0
7586,P,200404,999912,기타,#,55.0
2461,P,200104,999912,기타,#,23.0
9094,R,200503,200603,보험관계인,고졸,17.0
21701,R,199012,201012,기타,고졸,118.0
7899,R,200406,200510,무직,고졸,141.0
1881,P,200012,999912,무직,고졸,160.0
8265,P,200408,999912,자유업,#,17.0
15087,R,200906,201102,기타,대학졸,112.0
16085,R,201002,201212,보험관계인,고졸,307.0
15200,P,200907,999912,기타,고졸,21.0
16158,R,201003,201101,기타,고졸,16.0
15975,R,201002,201010,기타,고졸,25.0
15558,R,200910,201012,영업직(판,대학졸,23.0
16213,R,201004,201308,회사원,대학졸,170.0
15879,R,201001,201102,기타,고졸,158.0
16278,R,201004,201406,기타,고졸,116.0
14146,P,200809,999912,보험관계인,#,286.0
8740,R,200411,201503,기타,고졸,90.0
16007,R,201002,201112,보험관계인,대학졸,276.0
8897,P,200501,999912,기타,고졸,125.0
16545,R,201007,201402,기타,#,21.0
16989,P,201011,999912,보험관계인,#,291.0
16906,R,201010,201312,기타,대학졸,103.0
11883,P,200702,999912,기타,고졸,16.0
17039,R,201012,201312,기타,대학졸,143.0
15858,R,201001,201501,기타,대학졸,57.0
16420,R,201005,201402,기타,고졸,44.0
17290,R,201102,201207,기타,고졸,303.0
17163,R,201101,201109,보험관계인,고졸,51.0
17597,R,201105,201209,기타,고졸,116.0
22932,P,199309,999912,기타,고졸,90.0
15454,P,200909,999912,기타,#,120.0
17298,R,201103,201309,기타,대학졸,38.0
17120,P,201101,999912,기타,#,55.0
16023,P,201002,999912,보험관계인,고졸,284.0
17823,P,201108,999912,기타,#,305.0
17289,R,201102,201209,기타,전문대졸,17.0
17799,P,201108,999912,보험관계인,#,262.0
16794,R,201009,201605,보험관계인,#,312.0
16860,P,201010,999912,기타,고졸,44.0
18134,R,201112,201508,기타,고졸,82.0
8584,R,200410,201408,무직,#,16.0
13879,R,200807,201312,기타,#,58.0
15405,P,200909,999912,기타,고졸,82.0
18056,R,201111,201209,기타,고졸,171.0
18399,P,201204,999912,기타,고졸,23.0
9445,P,200506,999912,기타,#,136.0
18266,R,201202,201306,기타,#,16.0
10696,P,200604,999912,기타,고졸,45.0
18850,R,201210,201308,금융부문,고졸,303.0
18864,R,201210,201406,보험관계인,대학졸,271.0
15972,P,201002,999912,기타,대학졸,44.0
18863,P,201210,999912,보험관계인,#,274.0
18615,R,201207,201412,기타,대학졸,56.0
18968,R,201212,201407,기타,고졸,16.0
15568,R,200910,201506,기타,#,145.0
19141,R,201302,201404,기타,#,82.0
17932,P,201109,999912,기타,#,16.0
19133,R,201302,201410,기타,#,158.0
18891,R,201211,201401,회사원,전문대졸,170.0
23715,P,199411,999912,기타,고졸,111.0
18608,R,201207,201504,기타,#,78.0
17518,P,201104,999912,보험관계인,고졸,274.0
19630,R,201312,201405,보험관계인,전문대졸,203.0
7045,P,200312,999912,기타,고졸,120.0
19678,R,201401,201511,보험관계인,#,51.0
19571,R,201311,201503,기타,#,29.0
19697,R,201402,201502,기타,#,16.0
19306,R,201305,201501,기타,고졸,90.0
19665,P,201401,999912,금융부문,#,303.0
19469,R,201308,201503,기타,#,319.0
19737,R,201403,201501,기타,전문대졸,57.0
19848,R,201406,201408,기타,대학졸,125.0
18224,P,201201,999912,보험관계인,고졸,279.0
19898,P,201407,999912,기타,#,90.0
19478,P,201308,999912,보험관계인,고졸,268.0
19984,P,201410,999912,기타,#,11.0
19442,P,201308,999912,기타,#,319.0
20753,P,198205,999912,기타,#,113.0
20136,R,201503,201512,기타,#,113.0
20173,R,201505,201510,기타,#,319.0
20175,R,201505,201601,기타,#,319.0
18748,R,201209,201512,기타,#,21.0
20085,P,201501,999912,#,고졸,51.0
18924,R,201211,201512,기타,#,125.0
20333,P,201605,999912,기타,#,171.0
22645,R,199203,200511,기타,고졸,154.0
23965,R,199505,200208,기타,#,31.0
26019,R,199712,199807,기타,#,31.0
25152,R,199601,199912,기타,고졸,29.0
24397,R,199501,200506,기타,고졸,88.0
20989,R,198706,200406,사기업체,#,141.0
23322,R,199406,200508,기타,#,55.0
26783,R,199702,199912,기타,고졸,108.0
21211,R,198809,200202,기타,중졸,148.0
28906,R,199803,199906,기타,고졸,106.0
26723,R,199707,199809,기타,고졸,121.0
22507,R,199203,200301,기타,고졸,108.0
21970,P,199106,999912,기타,고졸,49.0
27877,R,199805,200111,기타,고졸,13.0
20806,R,198612,200906,기타,고졸,146.0
27218,R,199709,199912,무직,고졸,143.0
28389,R,199805,199902,기타,고졸,42.0
27929,R,199803,200105,기타,고졸,23.0
26184,R,199707,199908,기타,중졸,25.0
24827,R,199609,200305,기타,고졸,75.0
21935,R,199106,199912,학생,고졸,16.0
26294,R,199702,199905,기타,고졸,65.0
25291,R,199606,199912,기타,고졸,90.0
26837,R,199705,200010,기타,고졸,100.0
21237,R,198802,200111,기타,고졸,58.0
29434,R,199808,199903,기타,고졸,45.0
24490,R,199508,200201,기타,고졸,113.0
22154,R,199109,200403,기타,고졸,136.0
21185,R,198807,200712,학생,고졸,146.0
26562,R,199703,199902,기타,고졸,44.0
28309,R,199807,199902,기타,고졸,32.0
29472,R,199810,199908,무직,고졸,160.0
28715,R,199806,199909,무직,고졸,193.0
27497,R,199809,199903,무직,고졸,55.0
22014,R,199105,200202,기타,고졸,74.0
26093,R,199712,200408,무직,대학졸,34.0
28683,R,199809,199904,기타,고졸,118.0
25618,R,199609,200111,사기업체,고졸,99999999.0
24735,R,199501,200101,기타,고졸,154.0
24761,R,199506,200111,기타,고졸,99999999.0
20944,R,198701,201307,사기업체,고졸,113.0
24065,R,199511,200202,기타,고졸,75.0
26364,R,199708,199909,기타,고졸,46.0
30678,R,199904,199911,기타,고졸,118.0
27995,R,199809,200604,기타,#,78.0
31000,R,199904,199912,기타,고졸,116.0
26205,R,199704,200105,학생,고졸,127.0
28653,R,199811,200203,기타,고졸,121.0
30061,R,199907,200204,기타,고졸,64.0
21903,R,199107,200111,기타,중졸,56.0
28301,R,199806,200510,기타,고졸,32.0
31392,R,199908,199912,기타,고졸,143.0
23947,P,199512,999912,기타,고졸,25.0
24127,R,199501,200111,기타,고졸,99999999.0
30747,R,199910,200107,기타,고졸,121.0
22799,R,199303,200011,기타,중졸,11.0
20772,R,198211,200202,기타,초등졸,165.0
28790,R,199811,200006,기타,고졸,103.0
31065,R,199912,200004,무직,고졸,146.0
30756,R,199903,200104,기타,고졸,121.0
29640,R,199909,200102,기타,고졸,62.0
24676,R,199511,200108,기타,고졸,158.0
1545,R,200001,200302,기타,고졸,105.0
24435,R,199509,200111,기타,고졸,193.0
31427,R,199911,200308,기타,고졸,140.0
1053,R,200004,200106,기타,고졸,37.0
1375,R,200004,200010,무직,고졸,118.0
31293,R,199911,200208,기타,고졸,158.0
31061,R,199912,200104,기타,대학졸,145.0
30811,R,199902,200111,기타,고졸,103.0
1745,R,200006,200011,무직,전문대졸,141.0
30434,R,199901,200107,보험관계인,고졸,74.0
203,R,200002,200209,기타,고졸,75.0
1099,R,200006,200107,기타,고졸,74.0
273,R,200007,200010,무직,고졸,31.0
30197,R,199912,200206,기타,고졸,50.0
24262,R,199511,200206,기타,고졸,59.0
20827,R,198612,200205,기타,고졸,165.0
30409,R,199904,200305,기타,고졸,42.0
1582,R,200007,200010,기타,고졸,111.0
30090,R,199911,201408,무직,고졸,120.0
27823,R,199802,200202,기타,고졸,25.0
29876,R,199907,200110,기타,고졸,17.0
2151,R,200010,200207,무직,중졸,154.0
274,R,200011,200206,무직,고졸,31.0
20834,R,198602,200603,학생,고졸,148.0
2165,R,200012,200108,기타,고졸,49.0
3284,R,200103,200111,기타,고졸,141.0
27650,R,199811,200304,기타,고졸,19.0
23970,R,199508,201504,기타,고졸,163.0
1812,R,200008,200504,기타,중졸,160.0
3191,R,200101,200107,무직,고졸,145.0
24494,R,199501,200202,기타,전문대졸,113.0
3392,R,200106,200408,기타,고졸,167.0
3126,R,200106,200204,기타,고졸,105.0
3594,R,200102,200204,기타,고졸,204.0
22165,P,199104,999912,기타,#,160.0
786,R,200012,200308,기타,고졸,120.0
3166,R,200110,200205,자유업,고졸,111.0
1494,R,200007,200409,기타,대학졸,113.0
2737,R,200111,200206,기타,고졸,32.0
3229,R,200104,200201,보험관계인,전문대졸,146.0
2476,R,200108,200303,무직,고졸,78.0
2689,R,200104,200604,기타,고졸,47.0
3437,R,200103,200205,기타,고졸,205.0
4909,R,200204,200308,무직,고졸,148.0
1543,R,200012,200411,기타,고졸,106.0
31110,R,199902,200408,기타,고졸,136.0
4209,R,200202,200308,기타,고졸,14.0
4051,R,200205,200212,기타,고졸,204.0
4456,R,200203,200508,기타,#,74.0
1763,R,200012,200301,기타,고졸,136.0
3790,R,200111,200408,보험관계인,#,198.0
20934,R,198705,200310,사기업체,고졸,82.0
20787,P,198603,999912,기타,고졸,78.0
6046,R,200303,200411,기타,고졸,167.0
4079,R,200207,200902,기타,고졸,55.0
20839,P,198602,999912,기타,중졸,145.0
26501,R,199705,201006,자유업,고졸,37.0
8717,R,200411,200603,기타,대학졸,32.0
24242,R,199503,200808,기타,고졸,47.0
9766,R,200508,200806,보험관계인,#,247.0
9239,R,200504,200606,기타,대학졸,116.0
10805,R,200605,200702,기타,고졸,16.0
13127,R,200801,201011,기타,#,121.0
15611,R,200910,201110,보험관계인,#,51.0
16592,R,201007,201211,보험관계인,#,51.0
31485,R,199901,200204,기타,고졸,96.0
3992,R,200107,201403,회사원,전문대졸,96.0
4779,P,200204,999912,기타,대학졸,145.0
4853,R,200208,200808,기타,고졸,160.0
2679,R,200110,200705,기타,고졸,107.0
22660,R,199206,200608,기타,전문대졸,58.0
23208,R,199302,200801,기타,고졸,125.0
27658,R,199803,201502,기타,고졸,49.0
30549,R,199903,200510,자유업,#,86.0
2044,P,200005,999912,기타,#,303.0
733,R,200010,200506,기타,고졸,62.0
5863,R,200301,200407,무직,고졸,44.0
23716,R,199403,200803,기타,대학졸,154.0
31378,R,199905,200611,기타,#,109.0
384,R,200004,200706,기타,고졸,49.0
30214,R,199908,201004,기타,고졸,29.0
6517,R,200309,200710,기타,고졸,167.0
4984,R,200204,200410,기타,고졸,156.0
5963,R,200303,200709,기타,고졸,100.0
6884,R,200311,200410,회사원,#,64.0
28350,P,199811,999912,무직,#,37.0
22540,R,199209,201008,기타,고졸,106.0
7270,R,200401,200511,기타,고졸,32.0
7328,R,200402,200508,기타,대학졸,129.0
24273,R,199512,200812,기타,대학졸,32.0
25390,R,199608,200409,기타,고졸,118.0
4270,R,200212,200501,기타,#,16.0
28794,R,199803,200712,기타,#,103.0
7470,R,200403,200408,기타,고졸,129.0
2141,R,200009,200408,기타,고졸,204.0
7816,R,200405,200707,기타,#,75.0
685,P,200010,999912,기타,#,23.0
6336,R,200308,200409,기타,고졸,80.0
7746,R,200405,200808,무직,#,14.0
7966,R,200406,200509,기타,#,69.0
24803,R,199512,200604,기타,고졸,32.0
30658,R,199906,200505,기타,고졸,84.0
25584,P,199605,999912,기타,고졸,145.0
27904,P,199803,999912,무직,#,58.0
21661,R,199006,201405,사기업체,#,47.0
696,P,200010,999912,기타,#,78.0
7408,R,200402,200903,자유업,#,125.0
8081,R,200407,200905,기타,#,16.0
28767,R,199810,200703,무직,고졸,103.0
8203,R,200408,200511,기타,#,24.0
7741,R,200405,200412,기타,대학졸,124.0
8152,R,200407,200701,기타,고졸,123.0
31177,R,199904,200709,무직,#,163.0
24479,R,199511,200711,기타,고졸,113.0
7927,R,200406,200801,기타,#,167.0
23499,R,199402,200506,기타,고졸,61.0
8021,R,200406,200811,기타,고졸,246.0
5748,R,200305,201406,무직,고졸,120.0
30828,R,199910,200608,기타,고졸,113.0
21115,R,198806,200905,학생,중졸,42.0
5018,R,200202,200904,보험관계인,고졸,231.0
29769,P,199911,999912,기타,#,16.0
8076,R,200407,200702,기타,#,122.0
4770,R,200204,200901,무직,고졸,116.0
8968,R,200502,200602,회사원,고졸,84.0
25805,R,199608,201304,기타,대학졸,49.0
8285,R,200408,200506,기타,고졸,37.0
7479,R,200403,200705,기타,#,13.0
4357,R,200201,200510,기타,고졸,47.0
9163,R,200503,200509,기타,#,16.0
1115,R,200011,201401,기타,고졸,318.0
8999,R,200502,200511,기타,#,24.0
31394,P,199909,999912,무직,대학졸,143.0
8406,R,200409,201204,무직,고졸,141.0
21740,P,199007,999912,사기업체,고졸,111.0
28413,P,199802,999912,기타,#,42.0
9323,R,200505,200511,기타,#,47.0
9211,R,200504,200509,기타,#,167.0
7696,R,200404,200601,기타,고졸,19.0
5865,R,200301,200811,기타,고졸,257.0
8026,R,200407,200411,기타,#,13.0
6358,R,200308,200510,기타,#,11.0
7162,R,200401,200605,기타,대학졸,123.0
7777,R,200405,200503,기타,고졸,145.0
8212,R,200408,200411,기타,대학졸,24.0
1235,R,200004,200709,기타,고졸,80.0
5890,R,200302,200811,기타,#,86.0
8202,R,200408,200508,기타,#,24.0
27101,R,199710,200507,무직,초등졸,148.0
7240,R,200401,200812,기타,고졸,167.0
21269,P,198909,999912,사기업체,고졸,55.0
21268,R,198903,200601,학생,고졸,55.0
25177,R,199611,201206,기타,고졸,47.0
5888,R,200305,200509,기타,고졸,86.0
