,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
3245,4495,1,N,1,4,5221,12.0,N,8,4,Y,19,1.0,6.0,10,2012,9,2016,6
3250,4501,1,N,2,4,21111,20.0,N,3,1,Y,6,3.0,19.0,3,2012,11,2016,6
3251,4502,1,Y,2,4,30555,20.0,N,3,1,Y,9,2.0,17.0,6,2012,12,2016,5
3278,4547,1,N,2,5,22222,20.0,Y,9,44,Y,8,1.0,32.0,32,1999,10,2001,4
3279,4548,1,N,2,7,5659,12.0,N,25,2,Y,6,0.0,0.0,2,1999,10,2016,5
3280,4549,1,Y,2,5,3477,12.0,Y,2,2,Y,4,2.0,29.0,1,1999,10,2011,2
3282,4551,1,N,2,7,6390,11.0,Y,3,18,Y,8,0.0,0.0,12,1999,10,2002,8
3283,4552,1,N,2,6,21388,20.0,Y,25,5,Y,13,1.0,35.0,5,1999,10,2007,11
3285,4554,1,N,2,7,17361,30.0,Y,2,37,Y,6,0.0,0.0,24,1999,10,2004,11
3289,4558,2,,2,6,7840,11.0,N,25,3,Y,25,0.0,0.0,4,1999,10,2015,11
3290,4559,1,N,1,5,12222,30.0,N,2,2,Y,2,2.0,25.0,19,1999,10,2015,6
3291,4560,1,Y,1,6,9722,20.0,N,1,7,Y,3,1.0,24.0,10,1999,10,2012,6
3293,4563,1,N,1,5,40000,20.0,N,15,10,Y,3,2.0,17.0,33,1999,10,2012,9
3294,4564,1,N,2,5,15000,20.0,N,17,12,Y,20,1.0,25.0,9,1999,10,2008,9
3297,4567,1,N,1,5,10805,40.0,N,8,4,Y,3,2.0,27.0,29,1999,10,2003,5
3298,4568,2,,2,4,7150,12.0,Y,3,1,Y,1,2.0,12.0,4,2000,1,2008,10
3300,4570,2,,2,6,8333,20.0,N,9,3,Y,2,0.0,0.0,3,2000,9,2013,5
3301,4571,1,N,2,4,13750,20.0,Y,18,8,Y,8,2.0,18.0,6,2000,10,2004,5
3302,4572,1,Y,2,6,3390,12.0,N,3,1,Y,2,1.0,34.0,6,2001,1,2001,10
3303,4573,1,N,2,5,3429,30.0,Y,3,3,Y,8,2.0,23.0,9,2001,2,1999,1
3305,4575,1,N,1,5,18055,20.0,N,6,4,Y,3,2.0,22.0,3,2001,2,2005,7
3306,4576,1,N,1,5,19969,11.0,N,12,5,Y,3,2.0,23.0,2,2001,2,1999,8
3308,4578,1,N,2,6,24319,11.0,N,9,3,Y,9,0.0,0.0,2,2001,3,2003,5
3309,4579,1,N,2,5,10751,30.0,N,9,5,Y,8,0.0,0.0,3,2001,3,2008,12
3310,4580,1,N,2,5,5079,12.0,Y,3,10,Y,1,2.0,24.0,7,2001,3,2008,12
3311,4581,1,N,2,6,40000,20.0,N,3,14,Y,2,1.0,34.0,13,2001,3,2011,1
3313,4583,1,Y,2,4,7777,30.0,N,1,18,Y,1,2.0,24.0,19,2001,4,2007,6
3316,4586,1,N,2,6,9305,20.0,Y,25,7,Y,25,0.0,0.0,5,2001,4,2006,2
3317,4587,1,Y,1,5,8019,11.0,N,7,0,Y,1,2.0,20.0,0,2001,4,2002,12
3318,4588,1,N,2,4,7638,40.0,N,24,1,Y,10,2.0,20.0,3,2001,4,2002,10
3319,4589,1,N,1,5,12916,20.0,N,18,7,Y,9,2.0,24.0,3,2001,4,2007,6
3320,4590,1,N,2,5,12083,20.0,N,9,0,Y,8,1.0,24.0,3,2001,5,2013,1
3321,4591,1,N,2,5,16250,20.0,N,3,0,Y,8,3.0,23.0,0,2001,5,2003,5
3322,4592,1,N,2,6,9891,99.0,N,19,4,Y,1,1.0,23.0,7,2001,5,2010,3
3323,4593,1,N,2,6,8289,12.0,N,3,26,Y,2,0.0,0.0,24,2001,5,2002,1
3324,4594,1,N,2,6,16253,30.0,N,1,6,Y,6,0.0,0.0,4,2001,6,2014,12
3325,4595,1,N,2,5,15982,40.0,N,8,24,Y,8,1.0,17.0,22,2001,6,2000,6
3326,4596,1,N,2,5,22361,20.0,N,1,8,Y,2,1.0,31.0,5,2001,7,2007,2
3330,4600,1,Y,2,5,15000,20.0,N,1,1,Y,6,2.0,28.0,1,2001,8,2016,6
3331,4601,1,N,2,4,2255,12.0,N,8,1,Y,8,3.0,16.0,4,2001,8,2002,8
3333,4603,1,Y,2,5,26282,12.0,N,3,2,Y,8,2.0,26.0,1,2001,9,2009,11
3334,4604,1,N,1,6,6616,40.0,N,9,2,Y,3,2.0,32.0,6,2001,10,2006,7
3335,4605,1,N,2,5,23809,11.0,N,3,1,Y,2,1.0,30.0,3,2001,10,2016,4
3336,4606,1,N,2,4,16944,20.0,N,18,4,Y,1,1.0,20.0,3,2001,10,2004,3
3337,4607,1,N,2,5,1152,12.0,N,3,8,Y,1,2.0,23.0,9,2001,10,2006,10
3338,4608,1,N,2,6,48888,20.0,N,3,5,Y,1,2.0,29.0,4,2001,11,2003,5
3339,4609,1,N,2,5,5315,13.0,N,2,2,Y,1,3.0,18.0,4,2001,11,2014,5
3340,4610,1,N,2,6,10277,20.0,Y,3,0,Y,2,0.0,0.0,1,2001,11,2007,5
3341,4611,1,Y,2,5,15005,30.0,N,1,3,Y,1,1.0,29.0,5,2001,11,2001,11
3342,4612,1,N,2,4,16111,20.0,N,3,4,Y,15,2.0,7.0,4,2001,11,2014,3
3343,4613,1,N,2,6,11805,20.0,N,3,2,Y,16,1.0,34.0,3,2001,12,2011,9
3344,4614,1,N,2,5,4966,13.0,N,2,10,Y,8,2.0,30.0,7,2001,12,2007,9
3345,4615,1,N,2,4,5825,11.0,N,3,1,Y,8,2.0,18.0,0,2001,12,2003,5
3346,4616,1,N,2,6,11586,30.0,Y,3,6,Y,8,0.0,0.0,4,2002,1,2002,6
3347,4617,1,N,2,5,9444,20.0,Y,8,5,Y,15,2.0,20.0,5,2002,1,2003,5
3350,4620,1,Y,1,6,2870,11.0,N,1,0,Y,3,0.0,0.0,0,2002,3,2010,2
3351,4621,1,N,2,4,15277,20.0,N,9,3,Y,6,2.0,17.0,2,2002,3,2005,1
3352,4622,1,N,2,4,16250,30.0,N,8,3,Y,8,2.0,20.0,2,2002,3,2001,10
3353,4623,2,,2,4,20972,20.0,Y,3,11,Y,1,2.0,14.0,11,2002,5,2006,4
3354,4624,1,N,2,4,6080,12.0,N,3,10,Y,6,2.0,10.0,16,2002,5,2008,3
3355,4625,1,N,2,5,27777,30.0,Y,9,15,Y,9,2.0,23.0,11,2002,6,2014,8
3357,4627,2,,2,5,12638,20.0,Y,3,5,Y,10,2.0,26.0,6,2002,7,2006,11
3358,4628,1,N,1,5,35555,20.0,N,9,3,Y,9,2.0,27.0,1,2002,7,1999,3
3359,4629,1,N,2,5,14444,20.0,Y,8,3,Y,8,3.0,21.0,5,2002,8,2014,1
3360,4630,1,N,1,5,28888,20.0,N,16,1,Y,19,1.0,34.0,2,2002,8,2007,1
3364,4634,1,Y,2,6,11582,11.0,N,3,5,Y,1,1.0,22.0,13,2002,8,2008,7
3365,4635,1,N,2,4,7568,11.0,N,19,4,Y,1,2.0,13.0,4,2002,9,2003,3
3367,4637,1,N,2,5,7375,12.0,N,8,7,Y,1,2.0,23.0,5,2002,9,2013,1
3369,4639,1,Y,2,5,18611,20.0,Y,9,34,Y,8,1.0,28.0,25,2002,9,2008,10
3370,4640,1,N,2,4,35698,11.0,N,3,1,Y,8,2.0,18.0,2,2002,9,2002,6
3371,4641,1,N,2,4,13472,30.0,N,8,14,Y,8,4.0,16.0,9,2002,9,2010,2
3373,4643,1,N,2,4,28611,20.0,N,18,10,Y,1,2.0,19.0,7,2002,10,2015,6
3374,4644,1,N,1,4,16111,20.0,N,6,1,Y,2,2.0,17.0,9,2002,11,2001,2
3377,4647,1,N,1,6,8401,40.0,N,2,2,Y,25,0.0,0.0,3,2002,3,2007,2
3378,4648,1,N,2,6,28033,11.0,Y,3,16,Y,7,0.0,0.0,22,2000,12,2004,5
3379,4649,1,N,2,6,8058,30.0,Y,2,1,Y,9,1.0,34.0,0,1998,8,2003,5
3380,4650,1,N,2,6,6388,30.0,Y,19,2,Y,8,1.0,35.0,3,1999,9,2007,5
3381,4651,1,N,2,6,13333,20.0,Y,3,0,Y,1,0.0,0.0,0,1988,3,2015,10
3383,4653,1,N,2,6,25555,20.0,Y,2,8,Y,6,3.0,24.0,4,1984,5,2016,6
3384,4654,2,,2,6,12777,20.0,Y,25,13,Y,2,1.0,35.0,9,1995,11,2016,1
3385,4655,1,N,2,6,19027,20.0,Y,2,8,Y,1,0.0,0.0,1,1993,12,2004,11
3386,4656,1,N,2,6,21250,20.0,Y,3,24,Y,11,0.0,0.0,27,2002,8,2006,5
3387,4657,1,N,2,6,4679,12.0,N,9,2,Y,2,2.0,28.0,17,2000,12,2002,7
3388,4658,2,,2,6,4166,20.0,Y,9,1,Y,8,1.0,35.0,1,1997,7,2004,3
3389,4659,1,N,2,6,29444,20.0,Y,2,2,Y,2,1.0,27.0,3,2000,1,2016,4
3390,4660,1,N,2,6,6944,20.0,Y,3,0,Y,1,0.0,0.0,1,1994,6,2011,8
3391,4661,1,N,2,5,17500,20.0,Y,3,3,Y,8,1.0,32.0,5,1990,7,2012,6
3392,4663,1,N,2,5,32834,11.0,Y,9,1,Y,2,0.0,0.0,4,1985,7,2004,10
3394,4665,1,N,2,5,45694,20.0,Y,3,1,Y,10,2.0,33.0,3,2000,2,2004,3
3395,4666,1,N,2,5,24444,20.0,Y,1,5,Y,8,1.0,23.0,3,1997,4,2005,3
3396,4667,1,N,2,5,3744,11.0,Y,3,12,Y,7,1.0,27.0,7,1996,12,2007,12
3397,4668,1,N,2,5,29305,20.0,Y,3,7,Y,1,2.0,26.0,6,1999,12,2011,10
3398,4669,1,Y,2,5,17777,20.0,Y,3,0,Y,6,2.0,33.0,1,1996,8,2014,2
3400,4671,1,N,2,5,15484,40.0,Y,1,0,Y,1,0.0,0.0,0,1994,12,2003,5
3401,4672,1,N,2,5,8888,20.0,Y,9,3,Y,9,2.0,29.0,6,1995,5,2009,11
3402,4673,1,Y,2,5,6944,20.0,Y,9,10,Y,8,2.0,27.0,11,1997,4,2010,11
3403,4674,1,N,2,5,3888,30.0,Y,9,2,Y,6,2.0,25.0,4,1992,4,2016,2
3404,4675,1,N,2,5,8040,12.0,Y,3,3,Y,8,3.0,21.0,5,2001,5,2002,9
3406,4677,1,N,2,5,20000,20.0,Y,8,8,Y,9,2.0,25.0,7,1998,5,2014,12
3407,4678,1,N,2,5,18888,30.0,Y,3,2,Y,6,2.0,28.0,2,1994,11,2004,4
3408,4679,1,N,2,5,14027,20.0,Y,3,20,Y,1,2.0,24.0,21,1992,8,2016,3
3409,4680,2,,2,5,5694,20.0,Y,3,3,Y,1,2.0,25.0,10,1999,6,2010,12
3410,4681,1,N,2,5,35555,20.0,Y,3,34,Y,1,2.0,23.0,48,1997,4,2016,3
3411,4682,1,N,2,5,14166,20.0,Y,3,2,Y,8,2.0,18.0,4,1998,1,1998,6
3412,4683,1,Y,2,5,6111,30.0,Y,2,3,Y,6,2.0,23.0,1,1991,11,2003,5
3413,4684,1,N,2,5,9856,12.0,Y,3,4,Y,8,2.0,22.0,5,2001,8,2002,12
3414,4685,2,,2,5,1679,11.0,Y,9,1,Y,9,0.0,0.0,3,1993,8,2014,8
3415,4686,1,N,2,5,11388,30.0,Y,3,9,Y,8,2.0,20.0,13,1993,7,2001,9
3416,4687,2,,2,5,10555,20.0,Y,3,1,Y,1,3.0,20.0,7,2001,1,2001,5
3417,4688,1,N,2,5,7916,30.0,Y,3,1,Y,2,2.0,22.0,5,1998,2,1998,6
3418,4689,1,N,2,5,26111,20.0,Y,3,18,Y,6,2.0,18.0,9,2001,4,2012,8
3419,4690,1,N,2,4,12083,20.0,Y,9,5,Y,8,1.0,18.0,5,2000,7,2006,5
3421,4692,1,N,2,4,65555,20.0,Y,3,4,Y,8,3.0,17.0,12,1999,10,2013,10
3422,4693,1,Y,2,4,46016,20.0,Y,3,3,Y,1,2.0,18.0,3,1996,9,2005,12
3423,4694,1,N,2,4,0,11.0,Y,3,1,Y,1,3.0,14.0,2,1999,3,1999,7
3426,4697,2,,2,4,35277,20.0,Y,3,1,Y,8,3.0,14.0,1,1999,10,2000,3
3427,4698,2,,1,4,13472,20.0,N,4,6,Y,3,0.0,0.0,4,2001,4,2016,6
3428,4699,1,N,2,4,4305,20.0,Y,3,7,Y,6,2.0,16.0,9,1997,10,2000,2
3429,4700,1,N,1,4,16379,99.0,Y,2,4,Y,3,2.0,12.0,6,2001,2,2002,10
3430,4701,1,N,2,4,41944,20.0,N,19,2,Y,1,2.0,12.0,2,2002,11,2006,11
3431,4702,1,N,2,4,7083,30.0,N,2,4,Y,6,2.0,15.0,4,2002,12,2016,2
3432,4703,1,N,2,4,9444,30.0,N,3,1,Y,8,1.0,10.0,2,2002,12,2010,11
3434,4705,1,N,2,5,8333,20.0,N,3,14,Y,12,2.0,31.0,18,2003,1,2016,5
3436,4707,1,N,2,4,10831,40.0,N,3,0,Y,8,2.0,13.0,2,2003,3,2004,8
3439,4710,2,,1,6,15994,11.0,N,2,9,Y,2,0.0,0.0,23,2003,5,2003,11
3440,4711,1,N,2,5,3597,12.0,Y,9,1,Y,6,1.0,35.0,4,2003,5,2005,6
3446,4746,1,N,1,7,20138,20.0,N,1,4,Y,9,0.0,0.0,3,2003,6,2008,5
3448,4749,1,N,2,7,5791,99.0,N,3,2,Y,7,0.0,0.0,1,2003,6,2011,8
3453,4755,1,N,1,7,31805,20.0,N,6,1,Y,3,0.0,0.0,1,2003,6,2003,5
3460,4764,1,N,2,7,7181,99.0,N,7,0,Y,7,0.0,0.0,0,2003,6,2006,8
3461,4765,1,N,1,7,2778,11.0,N,7,0,Y,7,0.0,0.0,0,2003,6,2003,5
3466,4771,1,N,2,7,7638,20.0,N,25,1,Y,25,0.0,0.0,7,2003,6,2005,7
3468,4774,1,N,2,7,8318,30.0,N,3,7,Y,16,0.0,0.0,6,2003,6,2007,9
3474,4783,1,N,1,7,15923,30.0,N,1,1,Y,3,0.0,0.0,16,2003,6,2004,3
3476,4786,1,Y,2,7,30549,12.0,N,3,0,Y,8,0.0,0.0,0,2003,6,1999,3
3479,4790,1,N,2,7,71111,20.0,N,3,8,Y,2,0.0,0.0,2,2003,6,2006,7
3481,4792,1,N,2,7,11944,20.0,N,3,1,Y,1,0.0,0.0,0,2003,6,1999,3
3488,4802,1,N,1,7,4345,12.0,N,8,1,Y,9,0.0,0.0,4,2003,6,2004,4
3489,4803,1,N,2,7,3934,40.0,N,2,2,Y,2,0.0,0.0,2,2003,6,2004,11
3490,4804,1,N,2,6,19444,20.0,N,3,3,Y,3,0.0,0.0,0,2003,6,2003,5
3491,4805,1,N,2,6,25179,12.0,N,2,2,Y,2,0.0,0.0,3,2003,6,2003,5
3492,4806,1,N,2,6,27895,40.0,N,25,4,Y,6,0.0,0.0,5,2003,6,2003,11
3495,4809,1,N,1,6,16215,40.0,N,2,12,Y,3,0.0,0.0,3,2003,6,2007,12
3496,4811,1,N,1,6,12222,20.0,N,1,1,Y,3,0.0,0.0,0,2003,6,2006,7
3499,4814,1,N,1,6,22420,30.0,N,2,5,Y,1,1.0,29.0,7,2003,6,2001,10
3500,4816,1,N,2,6,12638,20.0,N,9,4,Y,9,0.0,0.0,5,2003,6,2001,1
3502,4820,1,N,2,6,115015,11.0,N,3,6,Y,2,0.0,0.0,6,2003,6,2000,8
3503,4821,2,,1,6,27669,40.0,N,2,2,Y,9,0.0,0.0,4,2003,6,2004,2
3504,4823,1,N,1,6,5425,40.0,N,14,4,Y,3,0.0,0.0,3,2003,6,2007,1
3505,4824,1,N,2,6,7170,40.0,N,25,3,Y,9,0.0,0.0,13,2003,6,2004,4
3507,4826,1,N,2,6,9583,20.0,N,25,5,Y,9,0.0,0.0,22,2003,6,2010,10
3508,4827,1,N,2,6,19583,20.0,N,3,2,Y,1,0.0,0.0,1,2003,6,2001,1
3510,4829,1,N,1,6,1930,12.0,N,25,2,Y,25,0.0,0.0,3,2003,6,2016,6
3515,4835,1,N,1,6,32777,20.0,N,7,1,Y,3,0.0,0.0,9,2003,3,2011,9
3516,4836,1,N,2,6,31111,20.0,N,3,7,Y,25,0.0,0.0,2,2003,6,2005,6
3517,4837,2,,2,6,21250,20.0,N,3,3,Y,9,3.0,28.0,1,2003,6,2008,11
3519,4840,2,,2,6,12777,20.0,N,3,1,Y,25,0.0,0.0,0,2003,6,2003,5
3520,4841,1,N,2,6,13250,99.0,N,25,2,Y,7,0.0,0.0,0,2003,6,2030,5
3523,4845,1,Y,1,6,4519,30.0,N,6,0,Y,25,0.0,0.0,1,2003,6,2007,5
3524,4846,1,N,1,6,41861,11.0,N,13,3,Y,3,0.0,0.0,2,2003,6,2003,5
3525,4847,1,N,2,6,25537,11.0,N,3,0,Y,7,0.0,0.0,0,2003,6,2005,2
3528,4850,1,N,2,6,32222,20.0,N,25,7,Y,25,0.0,0.0,5,2003,6,2010,5
3529,4851,1,N,2,6,27777,20.0,N,9,14,Y,8,0.0,0.0,11,2003,6,2003,12
3532,4854,1,N,1,6,7395,99.0,N,25,0,Y,25,0.0,0.0,6,2003,6,2006,10
3533,4855,1,N,1,6,20833,20.0,N,8,3,Y,2,1.0,34.0,1,2003,6,2007,4
3535,4857,1,Y,2,6,10852,40.0,N,25,1,Y,25,0.0,0.0,1,2003,6,2016,6
3536,4858,1,N,1,6,20000,20.0,N,6,15,Y,1,0.0,0.0,18,2003,6,2003,9
3537,4859,1,N,2,6,7113,12.0,N,3,0,Y,6,0.0,0.0,0,2003,6,2003,5
3538,4860,1,Y,1,6,27437,11.0,N,2,4,Y,3,0.0,0.0,3,2003,6,2003,3
3539,4861,1,N,2,6,40000,20.0,N,3,2,Y,2,1.0,35.0,1,2003,6,2003,5
3540,4862,1,N,2,6,4632,11.0,N,25,4,Y,8,0.0,0.0,8,2003,6,2003,5
3542,4865,1,N,1,6,6498,12.0,N,7,2,Y,3,0.0,0.0,2,2003,6,2004,2
3543,4866,1,N,2,6,12916,20.0,N,3,0,Y,6,0.0,0.0,1,2003,6,2007,9
3544,4868,1,N,2,6,5185,13.0,N,1,14,Y,25,0.0,0.0,13,2003,6,2005,1
3545,4869,1,N,2,6,18194,20.0,N,2,2,Y,12,0.0,0.0,1,2003,6,2005,10
3546,4871,1,N,1,6,8055,20.0,N,2,1,Y,3,1.0,33.0,1,2003,6,2015,5
3547,4872,1,N,1,6,3735,13.0,N,8,5,Y,3,2.0,27.0,1,2003,6,2003,6
3549,4874,1,N,1,6,24722,20.0,N,7,0,Y,7,0.0,0.0,1,2003,6,2006,6
3550,4875,2,,2,6,305555,20.0,N,25,64,Y,13,0.0,0.0,47,2003,6,2005,3
3551,4877,1,N,2,6,14166,20.0,N,3,3,Y,8,1.0,23.0,1,2003,6,2003,5
3553,4879,1,N,2,6,19722,20.0,N,25,5,Y,1,0.0,0.0,3,2003,6,2003,5
3554,4881,1,N,1,6,2863,11.0,N,25,1,Y,3,2.0,32.0,2,2003,6,2001,3
3555,4882,1,Y,2,6,6513,40.0,N,25,5,Y,25,0.0,0.0,11,2003,6,2010,4
3558,4885,1,N,1,6,20277,20.0,N,25,5,Y,25,0.0,0.0,4,2003,6,2015,7
3559,4886,1,N,1,6,29722,20.0,N,6,2,Y,3,0.0,0.0,1,2003,6,2003,5
3562,4889,1,N,2,6,5253,40.0,N,2,4,Y,9,0.0,0.0,8,2003,6,2016,5
3563,4890,2,,1,6,4577,99.0,N,25,2,Y,3,2.0,34.0,1,2003,6,2010,6
3564,4891,1,N,2,6,50000,20.0,N,3,2,Y,1,2.0,33.0,2,2003,6,2007,2
3565,4892,1,N,1,6,9510,40.0,N,2,3,Y,3,1.0,34.0,1,2003,6,2003,5
3566,4893,1,N,2,6,5277,20.0,N,3,14,Y,8,0.0,0.0,1,2003,6,2003,4
3568,4895,1,N,1,6,2502,12.0,N,8,2,Y,3,2.0,32.0,1,2003,6,2003,5
3570,4897,1,N,2,6,60000,20.0,N,25,11,Y,13,1.0,35.0,8,2003,6,2011,11
3571,4900,1,Y,2,6,8333,20.0,N,2,0,Y,1,0.0,0.0,0,1999,9,2009,2
3573,4902,1,N,1,6,41474,11.0,N,1,1,Y,3,0.0,0.0,1,2003,6,2000,3
3574,4903,1,N,2,6,37777,20.0,N,3,0,Y,1,0.0,0.0,0,2003,6,2003,5
3575,4904,1,N,2,6,39444,20.0,N,3,2,Y,2,0.0,0.0,5,2003,6,2008,8
3576,4905,1,N,1,6,4861,20.0,N,25,0,Y,3,0.0,0.0,3,2003,6,2015,7
3577,4906,1,Y,2,6,2860,13.0,Y,3,1,Y,25,0.0,0.0,9,2003,6,2010,3
3578,4907,1,N,2,6,12916,20.0,N,9,3,Y,6,0.0,0.0,1,2003,6,2004,7
3579,4909,1,N,1,6,32066,11.0,N,8,1,Y,3,0.0,0.0,0,2003,6,2003,5
3582,4913,1,N,2,6,10833,20.0,N,25,3,Y,3,0.0,0.0,10,2003,6,1999,8
3583,4914,1,N,2,6,24722,20.0,N,3,2,Y,11,1.0,34.0,1,2003,6,1998,4
3584,4915,1,N,2,6,12916,20.0,N,2,2,Y,6,0.0,0.0,4,2003,6,2005,2
3585,4917,1,N,2,6,16111,20.0,N,3,2,Y,8,0.0,0.0,3,2003,6,2004,6
3586,4919,1,N,1,6,22916,20.0,N,1,21,Y,9,2.0,31.0,23,2003,6,2003,9
3587,4920,1,Y,2,6,8509,20.0,N,9,0,Y,7,0.0,0.0,4,2003,6,2015,3
3588,4922,1,N,1,6,5462,11.0,N,8,5,Y,25,2.0,33.0,4,2003,6,2015,2
3589,4923,1,N,2,6,3194,30.0,N,3,7,Y,6,2.0,28.0,7,2003,6,2003,12
3590,4925,1,N,2,6,8874,12.0,N,3,0,Y,6,0.0,0.0,1,2003,6,2003,5
3591,4926,1,N,2,6,34166,20.0,N,3,18,Y,2,1.0,33.0,22,2003,6,2015,2
3593,4930,1,N,1,6,31111,20.0,N,6,0,Y,3,2.0,29.0,0,2003,6,2003,5
3594,4931,1,N,2,6,21388,20.0,N,2,4,Y,2,0.0,0.0,3,2003,6,2007,9
3595,4932,1,N,2,6,9782,99.0,N,3,2,Y,1,0.0,0.0,1,2003,6,2001,10
3596,4933,1,N,2,6,25464,12.0,N,7,1,Y,7,0.0,0.0,2,2003,6,2003,2
3597,4934,1,N,2,6,6325,30.0,N,3,2,Y,7,1.0,35.0,2,2003,6,2003,4
3600,4937,2,,1,6,10277,20.0,N,10,1,Y,2,2.0,33.0,1,2003,6,1998,6
3601,4938,1,N,2,6,13338,99.0,N,3,5,Y,6,1.0,31.0,2,2003,6,2016,6
3602,4939,1,N,2,6,26805,20.0,N,3,2,Y,6,0.0,0.0,1,2003,6,2003,5
3603,4940,1,N,2,6,9366,11.0,N,3,16,Y,2,0.0,0.0,16,2003,6,2010,6
3606,4945,1,N,2,6,9583,20.0,N,3,1,Y,9,2.0,31.0,1,2003,6,2016,6
3607,4947,1,N,2,6,24019,12.0,N,1,10,Y,1,0.0,0.0,13,2003,6,2013,4
3608,4948,1,N,2,6,9050,11.0,N,3,2,Y,18,1.0,35.0,1,2003,6,2006,8
3609,4949,1,N,1,6,18140,12.0,N,2,4,Y,3,1.0,27.0,8,2003,6,2010,10
3610,4951,1,N,2,6,6852,99.0,N,3,4,Y,7,0.0,0.0,4,2003,6,2003,10
3611,4952,1,N,2,6,5534,13.0,N,3,6,Y,2,1.0,35.0,3,2003,6,2003,5
3612,4953,1,Y,2,6,9246,40.0,N,13,23,Y,13,2.0,33.0,14,2003,6,2012,4
3613,4954,1,Y,1,6,27802,99.0,N,9,0,Y,3,1.0,31.0,4,2003,6,2002,9
3615,4957,1,N,2,6,5566,11.0,N,3,6,Y,9,1.0,34.0,7,2003,6,2009,12
3616,4958,1,N,1,6,12631,40.0,N,2,2,Y,2,2.0,28.0,5,2003,6,2004,2
3617,4959,1,N,1,6,10305,40.0,N,1,2,Y,3,0.0,0.0,2,2003,6,2007,12
3618,4962,1,N,2,6,7856,12.0,N,3,3,Y,7,2.0,29.0,5,2003,6,1999,2
3619,4963,1,N,2,6,17222,20.0,N,3,3,Y,8,1.0,33.0,2,2003,6,2006,10
3620,4964,1,N,2,6,10452,40.0,N,3,2,Y,9,2.0,27.0,4,2003,6,2009,6
3621,4965,1,Y,2,6,7413,40.0,N,2,5,Y,2,2.0,24.0,7,2003,6,2005,4
3622,4966,1,N,2,6,12777,30.0,N,3,2,Y,1,0.0,0.0,6,2003,6,2014,3
3625,4970,2,,2,6,38333,20.0,N,2,5,Y,6,1.0,24.0,16,2003,6,2012,3
3626,4971,1,Y,2,6,6542,12.0,N,3,0,Y,2,1.0,33.0,0,2003,6,2010,8
3629,4974,1,N,1,6,26944,20.0,N,4,7,Y,4,2.0,29.0,3,2003,6,2014,9
3631,4977,1,Y,1,6,19861,20.0,N,1,3,Y,9,2.0,24.0,1,2003,6,2003,1
3632,4978,1,N,2,6,15523,20.0,N,3,9,Y,6,2.0,26.0,12,2003,6,2012,4
3633,4979,2,,1,6,42344,12.0,N,2,1,Y,3,2.0,30.0,1,2003,6,2001,3
3634,4980,1,N,1,6,56944,20.0,N,1,7,Y,3,3.0,31.0,8,2003,6,2007,10
3635,4982,1,N,2,6,7643,99.0,N,3,0,Y,2,1.0,33.0,1,2003,6,2011,8
3638,4985,1,N,2,6,10324,11.0,N,3,7,Y,2,1.0,32.0,7,2003,6,2006,5
3639,4986,1,N,2,6,22361,20.0,N,3,5,Y,1,1.0,32.0,8,2003,6,2009,11
3642,4991,1,N,2,6,12644,40.0,N,9,2,Y,2,1.0,34.0,2,2003,6,2002,3
3643,4992,1,N,1,6,20224,99.0,N,8,1,Y,9,2.0,29.0,1,2003,6,2016,6
3644,4993,1,N,2,5,4481,99.0,N,1,1,Y,1,1.0,30.0,1,2003,6,2003,5
3645,4995,1,N,2,5,5555,20.0,N,3,9,Y,8,0.0,0.0,13,2003,6,2003,3
3646,4996,1,N,2,5,4861,20.0,N,3,15,Y,1,1.0,33.0,13,2003,6,2009,4
3647,4997,1,N,1,5,11952,99.0,N,7,4,Y,7,2.0,31.0,2,2003,6,2008,5
3648,4998,1,N,2,5,12018,40.0,N,1,7,Y,6,1.0,34.0,3,2003,3,2004,10
3649,4999,1,N,2,5,10555,30.0,N,9,3,Y,9,2.0,23.0,3,2003,6,2008,12
3654,5004,1,N,1,5,40972,20.0,N,11,4,Y,9,0.0,0.0,3,2003,6,2005,9
3656,5006,1,N,1,5,10720,40.0,N,2,0,Y,9,3.0,21.0,1,2003,6,2012,7
3657,5007,1,N,2,5,8236,11.0,N,3,3,Y,7,2.0,19.0,5,2003,6,2006,6
3658,5008,1,N,1,5,107334,11.0,N,1,42,Y,3,3.0,27.0,45,2003,6,2004,4
3659,5009,1,N,2,5,12301,20.0,N,3,0,Y,2,1.0,35.0,0,2003,6,2003,5
3660,5010,1,N,1,5,6148,40.0,N,2,4,Y,2,2.0,27.0,5,2003,6,2016,6
3661,5012,1,N,2,5,11500,40.0,N,2,17,Y,2,4.0,21.0,8,2003,6,2007,2
3663,5014,1,N,1,5,13091,40.0,N,8,0,Y,3,2.0,28.0,0,2003,6,2002,12
3664,5015,1,N,1,5,21250,20.0,N,8,1,Y,8,1.0,31.0,1,2003,6,2004,6
3670,5023,1,N,2,5,8750,20.0,N,3,19,Y,2,2.0,19.0,15,2003,6,2015,3
3671,5024,1,N,2,5,7361,20.0,N,9,1,Y,2,2.0,29.0,2,2003,6,2003,10
